,연도,시도,행정구역,코드,학제,date.x,성별,학생수,인구수_2년전_4세,인구수_1년전_5세,4세대비5세변동치,5세대비1학년변동치,4세대비1학년변동치,4세대비5세변동률,5세대비1학년변동률,4세대비1학년변동률
1,2021,서울,종로구,1111000000,초등학교,2021-04-01,전체,799,865,841,-24,-42,-66,-0.027745665,-0.049940547,-0.076300578
2,2021,서울,종로구,1111000000,초등학교,2021-04-01,여자,407,417,406,-11,1,-10,-0.026378897,0.002463054,-0.023980815
3,2021,서울,종로구,1111000000,초등학교,2021-04-01,남자,392,448,435,-13,-43,-56,-0.029017857,-0.098850575,-0.125
4,2021,서울,중구,1114000000,초등학교,2021-04-01,전체,786,777,733,-44,53,9,-0.056628057,0.072305593,0.011583012
5,2021,서울,중구,1114000000,초등학교,2021-04-01,여자,393,378,355,-23,38,15,-0.060846561,0.107042254,0.03968254
6,2021,서울,중구,1114000000,초등학교,2021-04-01,남자,393,399,378,-21,15,-6,-0.052631579,0.03968254,-0.015037594
7,2021,서울,용산구,1117000000,초등학교,2021-04-01,전체,1107,1494,1443,-51,-336,-387,-0.034136546,-0.232848233,-0.259036145
8,2021,서울,용산구,1117000000,초등학교,2021-04-01,여자,550,726,707,-19,-157,-176,-0.026170799,-0.222065064,-0.242424242
9,2021,서울,용산구,1117000000,초등학교,2021-04-01,남자,557,768,736,-32,-179,-211,-0.041666667,-0.243206522,-0.274739583
10,2021,서울,성동구,1120000000,초등학교,2021-04-01,전체,1866,2477,2333,-144,-467,-611,-0.058134841,-0.200171453,-0.246669358
11,2021,서울,성동구,1120000000,초등학교,2021-04-01,여자,913,1212,1152,-60,-239,-299,-0.04950495,-0.207465278,-0.24669967
12,2021,서울,성동구,1120000000,초등학교,2021-04-01,남자,953,1265,1181,-84,-228,-312,-0.066403162,-0.193056732,-0.246640316
13,2021,서울,광진구,1121500000,초등학교,2021-04-01,전체,2146,2355,2233,-122,-87,-209,-0.051804671,-0.038961039,-0.088747346
14,2021,서울,광진구,1121500000,초등학교,2021-04-01,여자,1028,1146,1095,-51,-67,-118,-0.044502618,-0.061187215,-0.102966841
15,2021,서울,광진구,1121500000,초등학교,2021-04-01,남자,1118,1209,1138,-71,-20,-91,-0.05872622,-0.017574692,-0.075268817
16,2021,서울,동대문구,1123000000,초등학교,2021-04-01,전체,2147,2368,2321,-47,-174,-221,-0.019847973,-0.074967686,-0.093327703
17,2021,서울,동대문구,1123000000,초등학교,2021-04-01,여자,1052,1158,1147,-11,-95,-106,-0.009499136,-0.08282476,-0.091537133
18,2021,서울,동대문구,1123000000,초등학교,2021-04-01,남자,1095,1210,1174,-36,-79,-115,-0.029752066,-0.067291312,-0.095041322
19,2021,서울,중랑구,1126000000,초등학교,2021-04-01,전체,2185,2636,2467,-169,-282,-451,-0.064112291,-0.114308877,-0.171092564
20,2021,서울,중랑구,1126000000,초등학교,2021-04-01,여자,1071,1276,1180,-96,-109,-205,-0.07523511,-0.092372881,-0.160658307
21,2021,서울,중랑구,1126000000,초등학교,2021-04-01,남자,1114,1360,1287,-73,-173,-246,-0.053676471,-0.134421134,-0.180882353
22,2021,서울,성북구,1129000000,초등학교,2021-04-01,전체,3134,3176,3198,22,-64,-42,0.006926952,-0.020012508,-0.013224181
23,2021,서울,성북구,1129000000,초등학교,2021-04-01,여자,1533,1527,1556,29,-23,6,0.018991487,-0.014781491,0.003929273
24,2021,서울,성북구,1129000000,초등학교,2021-04-01,남자,1601,1649,1642,-7,-41,-48,-0.004244997,-0.024969549,-0.029108551
25,2021,서울,강북구,1130500000,초등학교,2021-04-01,전체,1389,1877,1778,-99,-389,-488,-0.05274374,-0.218785152,-0.259989345
26,2021,서울,강북구,1130500000,초등학교,2021-04-01,여자,682,872,815,-57,-133,-190,-0.065366972,-0.163190184,-0.217889908
27,2021,서울,강북구,1130500000,초등학교,2021-04-01,남자,707,1005,963,-42,-256,-298,-0.041791045,-0.265835929,-0.296517413
28,2021,서울,도봉구,1132000000,초등학교,2021-04-01,전체,2248,2297,2200,-97,48,-49,-0.042228994,0.021818182,-0.021332172
29,2021,서울,도봉구,1132000000,초등학교,2021-04-01,여자,1109,1097,1050,-47,59,12,-0.04284412,0.056190476,0.010938924
30,2021,서울,도봉구,1132000000,초등학교,2021-04-01,남자,1139,1200,1150,-50,-11,-61,-0.041666667,-0.009565217,-0.050833333
31,2021,서울,노원구,1135000000,초등학교,2021-04-01,전체,3743,3806,3770,-36,-27,-63,-0.009458749,-0.007161804,-0.016552811
32,2021,서울,노원구,1135000000,초등학교,2021-04-01,여자,1823,1881,1878,-3,-55,-58,-0.001594896,-0.029286475,-0.030834662
33,2021,서울,노원구,1135000000,초등학교,2021-04-01,남자,1920,1925,1892,-33,28,-5,-0.017142857,0.014799154,-0.002597403
34,2021,서울,은평구,1138000000,초등학교,2021-04-01,전체,3041,3549,3398,-151,-357,-508,-0.042547196,-0.105061801,-0.143138912
35,2021,서울,은평구,1138000000,초등학교,2021-04-01,여자,1458,1738,1640,-98,-182,-280,-0.056386651,-0.11097561,-0.161104718
36,2021,서울,은평구,1138000000,초등학교,2021-04-01,남자,1583,1811,1758,-53,-175,-228,-0.029265599,-0.099544937,-0.125897294
37,2021,서울,서대문구,1141000000,초등학교,2021-04-01,전체,2203,2248,2254,6,-51,-45,0.002669039,-0.022626442,-0.020017794
38,2021,서울,서대문구,1141000000,초등학교,2021-04-01,여자,1117,1114,1127,13,-10,3,0.011669659,-0.008873114,0.002692998
39,2021,서울,서대문구,1141000000,초등학교,2021-04-01,남자,1086,1134,1127,-7,-41,-48,-0.00617284,-0.036379769,-0.042328042
40,2021,서울,마포구,1144000000,초등학교,2021-04-01,전체,2272,2779,2707,-72,-435,-507,-0.0259086,-0.160694496,-0.182439727
41,2021,서울,마포구,1144000000,초등학교,2021-04-01,여자,1141,1358,1318,-40,-177,-217,-0.029455081,-0.134294385,-0.159793814
42,2021,서울,마포구,1144000000,초등학교,2021-04-01,남자,1131,1421,1389,-32,-258,-290,-0.022519353,-0.18574514,-0.204081633
43,2021,서울,양천구,1147000000,초등학교,2021-04-01,전체,3397,3370,3443,73,-46,27,0.021661721,-0.013360441,0.008011869
44,2021,서울,양천구,1147000000,초등학교,2021-04-01,여자,1668,1630,1676,46,-8,38,0.028220859,-0.00477327,0.023312883
45,2021,서울,양천구,1147000000,초등학교,2021-04-01,남자,1729,1740,1767,27,-38,-11,0.015517241,-0.021505376,-0.006321839
46,2021,서울,강서구,1150000000,초등학교,2021-04-01,전체,4031,4738,4437,-301,-406,-707,-0.063528915,-0.091503268,-0.14921908
47,2021,서울,강서구,1150000000,초등학교,2021-04-01,여자,2039,2402,2239,-163,-200,-363,-0.067860117,-0.089325592,-0.151124063
48,2021,서울,강서구,1150000000,초등학교,2021-04-01,남자,1992,2336,2198,-138,-206,-344,-0.059075342,-0.093721565,-0.147260274
49,2021,서울,구로구,1153000000,초등학교,2021-04-01,전체,2777,3166,3143,-23,-366,-389,-0.007264687,-0.116449252,-0.122867972
50,2021,서울,구로구,1153000000,초등학교,2021-04-01,여자,1370,1563,1546,-17,-176,-193,-0.01087652,-0.113842173,-0.123480486
51,2021,서울,구로구,1153000000,초등학교,2021-04-01,남자,1407,1603,1597,-6,-190,-196,-0.003742982,-0.118973075,-0.122270742
52,2021,서울,금천구,1154500000,초등학교,2021-04-01,전체,1308,1516,1409,-107,-101,-208,-0.070580475,-0.071682044,-0.137203166
53,2021,서울,금천구,1154500000,초등학교,2021-04-01,여자,637,772,711,-61,-74,-135,-0.079015544,-0.104078762,-0.174870466
54,2021,서울,금천구,1154500000,초등학교,2021-04-01,남자,671,744,698,-46,-27,-73,-0.061827957,-0.038681948,-0.09811828
55,2021,서울,영등포구,1156000000,초등학교,2021-04-01,전체,2427,2806,2691,-115,-264,-379,-0.040983607,-0.098104794,-0.135067712
56,2021,서울,영등포구,1156000000,초등학교,2021-04-01,여자,1137,1352,1305,-47,-168,-215,-0.034763314,-0.128735632,-0.159023669
57,2021,서울,영등포구,1156000000,초등학교,2021-04-01,남자,1290,1454,1386,-68,-96,-164,-0.046767538,-0.069264069,-0.112792297
58,2021,서울,동작구,1159000000,초등학교,2021-04-01,전체,2523,3003,2871,-132,-348,-480,-0.043956044,-0.121212121,-0.15984016
59,2021,서울,동작구,1159000000,초등학교,2021-04-01,여자,1217,1466,1394,-72,-177,-249,-0.049113233,-0.12697274,-0.169849932
60,2021,서울,동작구,1159000000,초등학교,2021-04-01,남자,1306,1537,1477,-60,-171,-231,-0.039037085,-0.11577522,-0.150292778
61,2021,서울,관악구,1162000000,초등학교,2021-04-01,전체,2158,2801,2608,-193,-450,-643,-0.068903963,-0.172546012,-0.229560871
62,2021,서울,관악구,1162000000,초등학교,2021-04-01,여자,1038,1346,1252,-94,-214,-308,-0.069836553,-0.170926518,-0.228826152
63,2021,서울,관악구,1162000000,초등학교,2021-04-01,남자,1120,1455,1356,-99,-236,-335,-0.068041237,-0.174041298,-0.23024055
64,2021,서울,서초구,1165000000,초등학교,2021-04-01,전체,3399,3623,3723,100,-324,-224,0.027601435,-0.087026591,-0.061827215
65,2021,서울,서초구,1165000000,초등학교,2021-04-01,여자,1643,1727,1782,55,-139,-84,0.031847134,-0.078002245,-0.048639259
66,2021,서울,서초구,1165000000,초등학교,2021-04-01,남자,1756,1896,1941,45,-185,-140,0.023734177,-0.095311695,-0.073839662
67,2021,서울,강남구,1168000000,초등학교,2021-04-01,전체,3604,3784,3945,161,-341,-180,0.042547569,-0.08643853,-0.04756871
68,2021,서울,강남구,1168000000,초등학교,2021-04-01,여자,1721,1842,1906,64,-185,-121,0.034744843,-0.09706191,-0.065689468
69,2021,서울,강남구,1168000000,초등학교,2021-04-01,남자,1883,1942,2039,97,-156,-59,0.049948507,-0.076508092,-0.03038105
70,2021,서울,송파구,1171000000,초등학교,2021-04-01,전체,4988,5682,5576,-106,-588,-694,-0.018655403,-0.105451937,-0.122140092
71,2021,서울,송파구,1171000000,초등학교,2021-04-01,여자,2426,2742,2698,-44,-272,-316,-0.016046681,-0.100815419,-0.115244347
72,2021,서울,송파구,1171000000,초등학교,2021-04-01,남자,2562,2940,2878,-62,-316,-378,-0.021088435,-0.109798471,-0.128571429
73,2021,서울,강동구,1174000000,초등학교,2021-04-01,전체,3752,3280,3831,551,-79,472,0.167987805,-0.020621248,0.143902439
74,2021,서울,강동구,1174000000,초등학교,2021-04-01,여자,1827,1603,1858,255,-31,224,0.159076731,-0.016684607,0.139737991
75,2021,서울,강동구,1174000000,초등학교,2021-04-01,남자,1925,1677,1973,296,-48,248,0.176505665,-0.024328434,0.147883125
76,2021,부산,중구,2611000000,초등학교,2021-04-01,전체,217,189,175,-14,42,28,-0.074074074,0.24,0.148148148
77,2021,부산,중구,2611000000,초등학교,2021-04-01,여자,104,92,87,-5,17,12,-0.054347826,0.195402299,0.130434783
78,2021,부산,중구,2611000000,초등학교,2021-04-01,남자,113,97,88,-9,25,16,-0.092783505,0.284090909,0.164948454
79,2021,부산,서구,2614000000,초등학교,2021-04-01,전체,606,598,607,9,-1,8,0.015050167,-0.001647446,0.013377926
80,2021,부산,서구,2614000000,초등학교,2021-04-01,여자,298,284,286,2,12,14,0.007042254,0.041958042,0.049295775
81,2021,부산,서구,2614000000,초등학교,2021-04-01,남자,308,314,321,7,-13,-6,0.022292994,-0.040498442,-0.01910828
82,2021,부산,동구,2617000000,초등학교,2021-04-01,전체,387,433,453,20,-66,-46,0.046189376,-0.145695364,-0.106235566
83,2021,부산,동구,2617000000,초등학교,2021-04-01,여자,188,214,218,4,-30,-26,0.018691589,-0.137614679,-0.121495327
84,2021,부산,동구,2617000000,초등학교,2021-04-01,남자,199,219,235,16,-36,-20,0.073059361,-0.153191489,-0.091324201
85,2021,부산,영도구,2620000000,초등학교,2021-04-01,전체,533,583,570,-13,-37,-50,-0.022298456,-0.064912281,-0.085763293
86,2021,부산,영도구,2620000000,초등학교,2021-04-01,여자,258,280,271,-9,-13,-22,-0.032142857,-0.04797048,-0.078571429
87,2021,부산,영도구,2620000000,초등학교,2021-04-01,남자,275,303,299,-4,-24,-28,-0.01320132,-0.080267559,-0.092409241
88,2021,부산,부산진구,2623000000,초등학교,2021-04-01,전체,2573,2428,2389,-39,184,145,-0.016062603,0.077019674,0.059719934
89,2021,부산,부산진구,2623000000,초등학교,2021-04-01,여자,1273,1174,1159,-15,114,99,-0.012776831,0.098360656,0.084327087
90,2021,부산,부산진구,2623000000,초등학교,2021-04-01,남자,1300,1254,1230,-24,70,46,-0.019138756,0.056910569,0.036682616
91,2021,부산,동래구,2626000000,초등학교,2021-04-01,전체,2086,2044,2269,225,-183,42,0.110078278,-0.08065227,0.020547945
92,2021,부산,동래구,2626000000,초등학교,2021-04-01,여자,990,979,1094,115,-104,11,0.117466803,-0.095063985,0.011235955
93,2021,부산,동래구,2626000000,초등학교,2021-04-01,남자,1096,1065,1175,110,-79,31,0.103286385,-0.067234043,0.029107981
94,2021,부산,남구,2629000000,초등학교,2021-04-01,전체,1927,2117,2087,-30,-160,-190,-0.014170997,-0.076665069,-0.089749646
95,2021,부산,남구,2629000000,초등학교,2021-04-01,여자,930,1012,996,-16,-66,-82,-0.015810277,-0.06626506,-0.081027668
96,2021,부산,남구,2629000000,초등학교,2021-04-01,남자,997,1105,1091,-14,-94,-108,-0.012669683,-0.086159487,-0.097737557
97,2021,부산,북구,2632000000,초등학교,2021-04-01,전체,2002,2217,2169,-48,-167,-215,-0.02165088,-0.076994006,-0.096977898
98,2021,부산,북구,2632000000,초등학교,2021-04-01,여자,984,1091,1087,-4,-103,-107,-0.003666361,-0.09475621,-0.09807516
99,2021,부산,북구,2632000000,초등학교,2021-04-01,남자,1018,1126,1082,-44,-64,-108,-0.039076377,-0.059149723,-0.095914742
100,2021,부산,해운대구,2635000000,초등학교,2021-04-01,전체,3032,3167,3180,13,-148,-135,0.004104831,-0.046540881,-0.042627092
101,2021,부산,해운대구,2635000000,초등학교,2021-04-01,여자,1455,1549,1568,19,-113,-94,0.012265978,-0.072066327,-0.060684312
102,2021,부산,해운대구,2635000000,초등학교,2021-04-01,남자,1577,1618,1612,-6,-35,-41,-0.003708282,-0.021712159,-0.025339926
103,2021,부산,사하구,2638000000,초등학교,2021-04-01,전체,2090,2389,2313,-76,-223,-299,-0.031812474,-0.096411587,-0.125156969
104,2021,부산,사하구,2638000000,초등학교,2021-04-01,여자,980,1187,1148,-39,-168,-207,-0.032855939,-0.146341463,-0.174389217
105,2021,부산,사하구,2638000000,초등학교,2021-04-01,남자,1110,1202,1165,-37,-55,-92,-0.03078203,-0.0472103,-0.076539101
106,2021,부산,금정구,2641000000,초등학교,2021-04-01,전체,1528,1588,1574,-14,-46,-60,-0.008816121,-0.029224905,-0.037783375
107,2021,부산,금정구,2641000000,초등학교,2021-04-01,여자,727,771,766,-5,-39,-44,-0.006485084,-0.050913838,-0.057068742
108,2021,부산,금정구,2641000000,초등학교,2021-04-01,남자,801,817,808,-9,-7,-16,-0.011015912,-0.008663366,-0.019583843
109,2021,부산,강서구,2644000000,초등학교,2021-04-01,전체,2197,2140,2188,48,9,57,0.022429907,0.004113346,0.026635514
110,2021,부산,강서구,2644000000,초등학교,2021-04-01,여자,1072,1036,1054,18,18,36,0.017374517,0.017077799,0.034749035
111,2021,부산,강서구,2644000000,초등학교,2021-04-01,남자,1125,1104,1134,30,-9,21,0.027173913,-0.007936508,0.019021739
112,2021,부산,연제구,2647000000,초등학교,2021-04-01,전체,1556,1665,1662,-3,-106,-109,-0.001801802,-0.06377858,-0.065465465
113,2021,부산,연제구,2647000000,초등학교,2021-04-01,여자,777,825,826,1,-49,-48,0.001212121,-0.059322034,-0.058181818
114,2021,부산,연제구,2647000000,초등학교,2021-04-01,남자,779,840,836,-4,-57,-61,-0.004761905,-0.068181818,-0.072619048
115,2021,부산,수영구,2650000000,초등학교,2021-04-01,전체,1017,1117,1153,36,-136,-100,0.032229185,-0.117953166,-0.089525515
116,2021,부산,수영구,2650000000,초등학교,2021-04-01,여자,494,561,567,6,-73,-67,0.010695187,-0.128747795,-0.11942959
117,2021,부산,수영구,2650000000,초등학교,2021-04-01,남자,523,556,586,30,-63,-33,0.053956835,-0.107508532,-0.059352518
118,2021,부산,사상구,2653000000,초등학교,2021-04-01,전체,1166,1519,1440,-79,-274,-353,-0.0520079,-0.190277778,-0.23238973
119,2021,부산,사상구,2653000000,초등학교,2021-04-01,여자,573,772,729,-43,-156,-199,-0.055699482,-0.21399177,-0.257772021
120,2021,부산,사상구,2653000000,초등학교,2021-04-01,남자,593,747,711,-36,-118,-154,-0.048192771,-0.165963432,-0.206157965
121,2021,부산,기장군,2671000000,초등학교,2021-04-01,전체,2256,2185,2217,32,39,71,0.014645309,0.01759134,0.032494279
122,2021,부산,기장군,2671000000,초등학교,2021-04-01,여자,1091,1038,1064,26,27,53,0.02504817,0.02537594,0.05105973
123,2021,부산,기장군,2671000000,초등학교,2021-04-01,남자,1165,1147,1153,6,12,18,0.005231037,0.010407632,0.015693112
124,2021,대구,중구,2711000000,초등학교,2021-04-01,전체,762,608,580,-28,182,154,-0.046052632,0.313793103,0.253289474
125,2021,대구,중구,2711000000,초등학교,2021-04-01,여자,377,316,300,-16,77,61,-0.050632911,0.256666667,0.193037975
126,2021,대구,중구,2711000000,초등학교,2021-04-01,남자,385,292,280,-12,105,93,-0.04109589,0.375,0.318493151
127,2021,대구,동구,2714000000,초등학교,2021-04-01,전체,2792,3085,2947,-138,-155,-293,-0.044732577,-0.05259586,-0.094975689
128,2021,대구,동구,2714000000,초등학교,2021-04-01,여자,1381,1489,1421,-68,-40,-108,-0.045668234,-0.028149191,-0.072531901
129,2021,대구,동구,2714000000,초등학교,2021-04-01,남자,1411,1596,1526,-70,-115,-185,-0.043859649,-0.075360419,-0.115914787
130,2021,대구,서구,2717000000,초등학교,2021-04-01,전체,804,900,844,-56,-40,-96,-0.062222222,-0.047393365,-0.106666667
131,2021,대구,서구,2717000000,초등학교,2021-04-01,여자,386,453,430,-23,-44,-67,-0.050772627,-0.102325581,-0.14790287
132,2021,대구,서구,2717000000,초등학교,2021-04-01,남자,418,447,414,-33,4,-29,-0.073825503,0.009661836,-0.064876957
133,2021,대구,남구,2720000000,초등학교,2021-04-01,전체,657,740,759,19,-102,-83,0.025675676,-0.134387352,-0.112162162
134,2021,대구,남구,2720000000,초등학교,2021-04-01,여자,322,361,367,6,-45,-39,0.016620499,-0.122615804,-0.108033241
135,2021,대구,남구,2720000000,초등학교,2021-04-01,남자,335,379,392,13,-57,-44,0.034300792,-0.145408163,-0.116094987
136,2021,대구,북구,2723000000,초등학교,2021-04-01,전체,3524,3795,3831,36,-307,-271,0.009486166,-0.080135735,-0.07140975
137,2021,대구,북구,2723000000,초등학교,2021-04-01,여자,1729,1819,1841,22,-112,-90,0.012094557,-0.060836502,-0.049477735
138,2021,대구,북구,2723000000,초등학교,2021-04-01,남자,1795,1976,1990,14,-195,-181,0.00708502,-0.09798995,-0.09159919
139,2021,대구,수성구,2726000000,초등학교,2021-04-01,전체,3367,3064,3285,221,82,303,0.072127937,0.024961948,0.098890339
140,2021,대구,수성구,2726000000,초등학교,2021-04-01,여자,1642,1522,1627,105,15,120,0.068988173,0.009219422,0.078843627
141,2021,대구,수성구,2726000000,초등학교,2021-04-01,남자,1725,1542,1658,116,67,183,0.075226978,0.040410133,0.118677043
142,2021,대구,달서구,2729000000,초등학교,2021-04-01,전체,4623,4772,4772,0,-149,-149,0,-0.031223806,-0.031223806
143,2021,대구,달서구,2729000000,초등학교,2021-04-01,여자,2263,2349,2341,-8,-78,-86,-0.003405705,-0.033319094,-0.036611324
144,2021,대구,달서구,2729000000,초등학교,2021-04-01,남자,2360,2423,2431,8,-71,-63,0.003301692,-0.029206088,-0.026000825
145,2021,대구,달성군,2771000000,초등학교,2021-04-01,전체,3089,3275,3244,-31,-155,-186,-0.009465649,-0.047780518,-0.056793893
146,2021,대구,달성군,2771000000,초등학교,2021-04-01,여자,1526,1625,1612,-13,-86,-99,-0.008,-0.053349876,-0.060923077
147,2021,대구,달성군,2771000000,초등학교,2021-04-01,남자,1563,1650,1632,-18,-69,-87,-0.010909091,-0.042279412,-0.052727273
148,2021,인천,중구,2811000000,초등학교,2021-04-01,전체,1426,1193,1290,97,136,233,0.081307628,0.105426357,0.195305951
149,2021,인천,중구,2811000000,초등학교,2021-04-01,여자,726,586,625,39,101,140,0.066552901,0.1616,0.23890785
150,2021,인천,중구,2811000000,초등학교,2021-04-01,남자,700,607,665,58,35,93,0.095551895,0.052631579,0.153212521
151,2021,인천,동구,2814000000,초등학교,2021-04-01,전체,564,469,472,3,92,95,0.006396588,0.194915254,0.202558635
152,2021,인천,동구,2814000000,초등학교,2021-04-01,여자,257,216,217,1,40,41,0.00462963,0.184331797,0.189814815
153,2021,인천,동구,2814000000,초등학교,2021-04-01,남자,307,253,255,2,52,54,0.007905138,0.203921569,0.213438735
154,2021,인천,연수구,2818500000,초등학교,2021-04-01,전체,4278,3678,4021,343,257,600,0.093257205,0.063914449,0.163132137
155,2021,인천,연수구,2818500000,초등학교,2021-04-01,여자,2068,1765,1944,179,124,303,0.101416431,0.063786008,0.171671388
156,2021,인천,연수구,2818500000,초등학교,2021-04-01,남자,2210,1913,2077,164,133,297,0.085729221,0.064034665,0.155253528
157,2021,인천,미추홀구,2817700000,초등학교,2021-04-01,전체,2700,3288,3113,-175,-413,-588,-0.053223844,-0.132669451,-0.178832117
158,2021,인천,미추홀구,2817700000,초등학교,2021-04-01,여자,1333,1624,1551,-73,-218,-291,-0.044950739,-0.140554481,-0.179187192
159,2021,인천,미추홀구,2817700000,초등학교,2021-04-01,남자,1367,1664,1562,-102,-195,-297,-0.061298077,-0.124839949,-0.178485577
160,2021,인천,남동구,2820000000,초등학교,2021-04-01,전체,4447,5051,4932,-119,-485,-604,-0.023559691,-0.098337388,-0.119580281
161,2021,인천,남동구,2820000000,초등학교,2021-04-01,여자,2169,2514,2439,-75,-270,-345,-0.029832936,-0.110701107,-0.137231504
162,2021,인천,남동구,2820000000,초등학교,2021-04-01,남자,2278,2537,2493,-44,-215,-259,-0.017343319,-0.086241476,-0.102089082
163,2021,인천,부평구,2823700000,초등학교,2021-04-01,전체,3663,4026,3818,-208,-155,-363,-0.051664183,-0.040597171,-0.090163934
164,2021,인천,부평구,2823700000,초등학교,2021-04-01,여자,1798,1970,1883,-87,-85,-172,-0.044162437,-0.045140733,-0.087309645
165,2021,인천,부평구,2823700000,초등학교,2021-04-01,남자,1865,2056,1935,-121,-70,-191,-0.05885214,-0.036175711,-0.092898833
166,2021,인천,계양구,2824500000,초등학교,2021-04-01,전체,2099,2208,2128,-80,-29,-109,-0.036231884,-0.01362782,-0.049365942
167,2021,인천,계양구,2824500000,초등학교,2021-04-01,여자,1034,1072,1028,-44,6,-38,-0.041044776,0.005836576,-0.035447761
168,2021,인천,계양구,2824500000,초등학교,2021-04-01,남자,1065,1136,1100,-36,-35,-71,-0.031690141,-0.031818182,-0.0625
169,2021,인천,서구,2826000000,초등학교,2021-04-01,전체,5137,5720,5675,-45,-538,-583,-0.007867133,-0.094801762,-0.101923077
170,2021,인천,서구,2826000000,초등학교,2021-04-01,여자,2488,2747,2738,-9,-250,-259,-0.003276301,-0.091307524,-0.094284674
171,2021,인천,서구,2826000000,초등학교,2021-04-01,남자,2649,2973,2937,-36,-288,-324,-0.012108981,-0.098059244,-0.108980827
172,2021,인천,강화군,2871000000,초등학교,2021-04-01,전체,340,329,338,9,2,11,0.027355623,0.00591716,0.03343465
173,2021,인천,강화군,2871000000,초등학교,2021-04-01,여자,158,171,174,3,-16,-13,0.01754386,-0.091954023,-0.076023392
174,2021,인천,강화군,2871000000,초등학교,2021-04-01,남자,182,158,164,6,18,24,0.037974684,0.109756098,0.151898734
175,2021,인천,옹진군,2872000000,초등학교,2021-04-01,전체,76,103,92,-11,-16,-27,-0.106796117,-0.173913043,-0.262135922
176,2021,인천,옹진군,2872000000,초등학교,2021-04-01,여자,38,62,51,-11,-13,-24,-0.177419355,-0.254901961,-0.387096774
177,2021,인천,옹진군,2872000000,초등학교,2021-04-01,남자,38,41,41,0,-3,-3,0,-0.073170732,-0.073170732
178,2021,광주,동구,2911000000,초등학교,2021-04-01,전체,624,705,778,73,-154,-81,0.103546099,-0.197943445,-0.114893617
179,2021,광주,동구,2911000000,초등학교,2021-04-01,여자,288,322,359,37,-71,-34,0.114906832,-0.197771588,-0.105590062
180,2021,광주,동구,2911000000,초등학교,2021-04-01,남자,336,383,419,36,-83,-47,0.093994778,-0.198090692,-0.122715405
181,2021,광주,서구,2914000000,초등학교,2021-04-01,전체,2372,2396,2399,3,-27,-24,0.001252087,-0.011254689,-0.010016694
182,2021,광주,서구,2914000000,초등학교,2021-04-01,여자,1145,1183,1177,-6,-32,-38,-0.005071851,-0.027187766,-0.032121724
183,2021,광주,서구,2914000000,초등학교,2021-04-01,남자,1227,1213,1222,9,5,14,0.007419621,0.004091653,0.011541632
184,2021,광주,남구,2915500000,초등학교,2021-04-01,전체,2243,1919,2012,93,231,324,0.048462741,0.114811133,0.168837936
185,2021,광주,남구,2915500000,초등학교,2021-04-01,여자,1128,915,960,45,168,213,0.049180328,0.175,0.232786885
186,2021,광주,남구,2915500000,초등학교,2021-04-01,남자,1115,1004,1052,48,63,111,0.047808765,0.059885932,0.110557769
187,2021,광주,북구,2917000000,초등학교,2021-04-01,전체,3694,3739,3684,-55,10,-45,-0.014709815,0.002714441,-0.012035304
188,2021,광주,북구,2917000000,초등학교,2021-04-01,여자,1819,1839,1797,-42,22,-20,-0.022838499,0.012242627,-0.010875476
189,2021,광주,북구,2917000000,초등학교,2021-04-01,남자,1875,1900,1887,-13,-12,-25,-0.006842105,-0.0063593,-0.013157895
190,2021,광주,광산구,2920000000,초등학교,2021-04-01,전체,4412,4563,4599,36,-187,-151,0.007889546,-0.040661013,-0.033092264
191,2021,광주,광산구,2920000000,초등학교,2021-04-01,여자,2128,2200,2228,28,-100,-72,0.012727273,-0.044883303,-0.032727273
192,2021,광주,광산구,2920000000,초등학교,2021-04-01,남자,2284,2363,2371,8,-87,-79,0.003385527,-0.036693378,-0.033432078
193,2021,대전,동구,3011000000,초등학교,2021-04-01,전체,1659,1783,1717,-66,-58,-124,-0.037016265,-0.033779849,-0.069545709
194,2021,대전,동구,3011000000,초등학교,2021-04-01,여자,777,846,814,-32,-37,-69,-0.037825059,-0.045454545,-0.081560284
195,2021,대전,동구,3011000000,초등학교,2021-04-01,남자,882,937,903,-34,-21,-55,-0.036286019,-0.023255814,-0.058697972
196,2021,대전,중구,3014000000,초등학교,2021-04-01,전체,1654,1789,1715,-74,-61,-135,-0.04136389,-0.035568513,-0.075461151
197,2021,대전,중구,3014000000,초등학교,2021-04-01,여자,834,867,831,-36,3,-33,-0.041522491,0.003610108,-0.038062284
198,2021,대전,중구,3014000000,초등학교,2021-04-01,남자,820,922,884,-38,-64,-102,-0.041214751,-0.07239819,-0.110629067
199,2021,대전,서구,3017000000,초등학교,2021-04-01,전체,4014,4260,4309,49,-295,-246,0.011502347,-0.06846136,-0.057746479
200,2021,대전,서구,3017000000,초등학교,2021-04-01,여자,1935,2082,2087,5,-152,-147,0.002401537,-0.072831816,-0.070605187
201,2021,대전,서구,3017000000,초등학교,2021-04-01,남자,2079,2178,2222,44,-143,-99,0.02020202,-0.064356436,-0.045454545
202,2021,대전,유성구,3020000000,초등학교,2021-04-01,전체,3774,4027,3970,-57,-196,-253,-0.014154457,-0.049370277,-0.062825925
203,2021,대전,유성구,3020000000,초등학교,2021-04-01,여자,1811,1928,1921,-7,-110,-117,-0.003630705,-0.057261843,-0.060684647
