,prov,distinct,입학년도,총입학자,남자입학,여자입학,인구나이,인구연도,인구총합,인구남자,인구여자,(입학합계)/(인구총합*총합보정),(입학남자)/(인구남자*남자보정),(입학여자)/(인구여자*여자보정),,,
82,강원,영월군,2014,254,136,118,4,2012,239,121,118,1.08481161,1.14525413,1.022674584,,,
83,강원,영월군,2015,232,120,112,4,2013,216,113,103,1.09635889,1.082059472,1.112034499,,,
84,강원,영월군,2016,205,113,92,4,2014,223,125,98,0.938355723,0.92112116,0.960061854,,,
85,강원,영월군,2017,221,121,100,4,2015,251,128,123,0.898746188,0.963216091,0.831442751,,,
86,강원,영월군,2018,238,115,123,4,2016,202,111,91,1.202663406,1.055657871,1.382296416,,,
87,강원,영월군,2019,198,117,81,4,2017,177,92,85,1.141853619,1.295825026,0.974548721,,,
88,강원,영월군,2020,168,88,80,4,2018,188,104,84,0.912157727,0.862179438,0.973975794,,,
89,강원,원주시,2010,3262,1724,1538,4,2008,3127,1613,1514,1.06481604,1.089058534,1.03888607,,,
90,강원,원주시,2011,3221,1671,1550,4,2009,2983,1571,1412,1.102188767,1.083798619,1.122624366,,,
91,강원,원주시,2012,3041,1599,1442,4,2010,3014,1543,1471,1.029891992,1.055919636,1.002513087,,,
92,강원,원주시,2013,3061,1576,1485,4,2011,3389,1739,1650,0.921956159,0.923432084,0.920407126,,,
93,강원,원주시,2014,3415,1764,1651,4,2012,3063,1566,1497,1.138052298,1.147770747,1.127879585,,,
94,강원,원주시,2015,3085,1569,1516,4,2013,3010,1587,1423,1.046181851,1.007382368,1.089511363,,,
95,강원,원주시,2016,3173,1655,1518,4,2014,3108,1561,1547,1.042095621,1.080297631,1.003503567,,,
96,강원,원주시,2017,3285,1649,1636,4,2015,3200,1645,1555,1.047861549,1.021417,1.075945736,,,
97,강원,원주시,2018,3224,1648,1576,4,2016,3302,1648,1654,0.996635777,1.018939336,0.974446883,,,
98,강원,원주시,2019,3303,1634,1669,4,2017,2860,1444,1416,1.178856791,1.153010302,1.205398221,,,
99,강원,원주시,2020,3008,1537,1471,4,2018,2846,1443,1403,1.078850942,1.085315149,1.072241136,,,
100,강원,인제군,2010,305,165,140,4,2008,334,180,154,0.932120118,0.934027725,0.929704167,,,
101,강원,인제군,2011,323,167,156,4,2009,326,184,142,1.011354547,0.924798202,1.123501656,,,
102,강원,인제군,2012,279,146,133,4,2010,323,166,157,0.881698679,0.896175561,0.866342164,,,
103,강원,인제군,2013,291,140,151,4,2011,337,178,159,0.881417354,0.801412961,0.971219259,,,
104,강원,인제군,2014,310,159,151,4,2012,286,146,140,1.106405102,1.109666812,1.103027587,,,
105,강원,인제군,2015,282,138,144,4,2013,301,160,141,0.956315339,0.878835178,1.044433618,,,
106,강원,인제군,2016,264,137,127,4,2014,335,185,150,0.804410311,0.754565887,0.865864481,,,
107,강원,인제군,2017,300,163,137,4,2015,292,161,131,1.048713629,1.031596968,1.069514641,,,
108,강원,인제군,2018,253,152,101,4,2016,326,163,163,0.792175543,0.950176559,0.633681798,,,
109,강원,인제군,2019,274,140,134,4,2017,280,144,136,0.998874763,0.990635466,1.007635252,,,
110,강원,인제군,2020,251,123,128,4,2018,243,137,106,1.054352803,0.914814149,1.2349278,,,
111,강원,정선군,2010,251,125,126,4,2008,279,144,135,0.91830728,0.884495952,0.954496279,,,
112,강원,정선군,2011,256,142,114,4,2009,275,138,137,0.95022353,1.04847381,0.85098469,,,
113,강원,정선군,2012,255,124,131,4,2010,237,113,124,1.098273092,1.118128121,1.080406214,,,
114,강원,정선군,2013,227,112,115,4,2011,286,148,138,0.810174058,0.771089228,0.85222882,,,
115,강원,정선군,2014,289,148,141,4,2012,252,123,129,1.170619653,1.226040827,1.117807104,,,
116,강원,정선군,2015,238,114,124,4,2013,280,146,134,0.867635743,0.795610167,0.946355585,,,
117,강원,정선군,2016,267,143,124,4,2014,259,131,128,1.052276826,1.112277291,0.990716003,,,
118,강원,정선군,2017,262,134,128,4,2015,237,115,122,1.128421765,1.187285835,1.072970055,,,
119,강원,정선군,2018,218,108,110,4,2016,269,140,129,0.827223232,0.786038917,0.872048095,,,
120,강원,정선군,2019,251,136,115,4,2017,196,98,98,1.307182301,1.414038263,1.200077318,,,
121,강원,정선군,2020,187,95,92,4,2018,221,109,112,0.863709789,0.888066394,0.840054123,,,
122,강원,철원군,2010,416,216,200,4,2008,432,235,197,0.982942454,0.936557007,1.038248309,,,
123,강원,철원군,2011,432,241,191,4,2009,429,216,213,1.02788603,1.13687213,0.917046223,,,
124,강원,철원군,2012,402,200,202,4,2010,476,237,239,0.862060229,0.859864419,0.864352577,,,
125,강원,철원군,2013,441,225,216,4,2011,448,227,221,1.004798746,1.009961897,0.99953715,,,
126,강원,철원군,2014,427,216,211,4,2012,453,243,210,0.962161958,0.905723855,1.027544463,,,
127,강원,철원군,2015,418,221,197,4,2013,404,204,200,1.056120386,1.103850948,1.007334465,,,
128,강원,철원군,2016,361,184,177,4,2014,427,222,205,0.862974247,0.844526297,0.882992202,,,
129,강원,철원군,2017,371,200,171,4,2015,371,206,165,1.020747933,0.989261492,1.059862751,,,
130,강원,철원군,2018,359,200,159,4,2016,400,202,198,0.916121269,1.008850828,0.821238681,,,
131,강원,철원군,2019,336,160,176,4,2017,323,163,160,1.061830667,1.000185852,1.124942043,,,
132,강원,철원군,2020,301,141,160,4,2018,368,190,178,0.834905238,0.756160244,0.919258053,,,
133,강원,춘천시,2010,2590,1314,1276,4,2008,2405,1271,1134,1.099267004,1.053411714,1.150734364,,,
134,강원,춘천시,2011,2406,1264,1142,4,2009,2367,1237,1130,1.03756634,1.041179726,1.033534845,,,
135,강원,춘천시,2012,2418,1265,1153,4,2010,2264,1183,1081,1.090180433,1.089567422,1.09078982,,,
136,강원,춘천시,2013,2271,1199,1072,4,2011,2528,1301,1227,0.916977276,0.939053239,0.893485863,,,
137,강원,춘천시,2014,2517,1289,1228,4,2012,2415,1265,1150,1.063860268,1.038270992,1.092038599,,,
138,강원,춘천시,2015,2436,1277,1159,4,2013,2254,1178,1076,1.103168573,1.104571759,1.101561192,,,
139,강원,춘천시,2016,2297,1190,1107,4,2014,2478,1273,1205,0.94618967,0.952504171,0.939502709,,,
140,강원,춘천시,2017,2485,1289,1196,4,2015,2594,1336,1258,0.977856057,0.983093417,0.972272498,,,
141,강원,춘천시,2018,2570,1337,1233,4,2016,2568,1337,1231,1.021542908,1.018939336,1.024336119,,,
142,강원,춘천시,2019,2544,1308,1236,4,2017,2383,1205,1178,1.089711599,1.106035396,1.073026983,,,
143,강원,춘천시,2020,2377,1212,1165,4,2018,2267,1167,1100,1.070276946,1.058230056,1.083105355,,,
144,강원,태백시,2010,437,224,213,4,2008,434,225,209,1.027803794,1.014410717,1.042247303,,,
145,강원,태백시,2011,397,195,202,4,2009,418,222,196,0.969466338,0.895014282,1.053980949,,,
146,강원,태백시,2012,406,221,185,4,2010,442,220,222,0.937610092,1.023570879,0.85222882,,,
147,강원,태백시,2013,415,196,219,4,2011,485,265,220,0.873423489,0.753630603,1.018026063,,,
148,강원,태백시,2014,449,244,205,4,2012,444,227,217,1.032242842,1.095247569,0.966121151,,,
149,강원,태백시,2015,399,204,195,4,2013,413,193,220,0.986146308,1.077013599,0.906461563,,,
150,강원,태백시,2016,399,189,210,4,2014,432,217,215,0.942774132,0.887463293,0.998891454,,,
151,강원,태백시,2017,397,193,204,4,2015,393,189,204,1.031137224,1.04050419,1.022674584,,,
152,강원,태백시,2018,373,181,192,4,2016,394,196,198,0.966342586,0.940959285,0.991684445,,,
153,강원,태백시,2019,360,179,181,4,2017,312,164,148,1.177786076,1.112135007,1.250703377,,,
154,강원,태백시,2020,284,152,132,4,2018,310,160,150,0.935136816,0.96799237,0.899953634,,,
155,강원,평창군,2010,336,171,165,4,2008,326,181,145,1.052059219,0.962644345,1.163733147,,,
156,강원,평창군,2011,314,178,136,4,2009,279,151,128,1.148798748,1.201133787,1.086591746,,,
157,강원,평창군,2012,304,175,129,4,2010,297,159,138,1.044805965,1.121474112,0.955978416,,,
158,강원,평창군,2013,286,146,140,4,2011,332,177,155,0.879319002,0.840481035,0.923706076,,,
159,강원,평창군,2014,313,163,150,4,2012,327,167,160,0.977046186,0.994533604,0.958757423,,,
160,강원,평창군,2015,312,156,156,4,2013,274,136,138,1.162311514,1.168783356,1.156066921,,,
161,강원,평창군,2016,258,128,130,4,2014,286,157,129,0.920814569,0.830727612,1.030602294,,,
162,강원,평창군,2017,278,157,121,4,2015,244,125,119,1.1629833,1.279787806,1.039862392,,,
163,강원,평창군,2018,237,116,121,4,2016,261,133,128,0.926886054,0.88869897,0.966747068,,,
164,강원,평창군,2019,261,132,129,4,2017,229,125,104,1.163385198,1.075999939,1.268509821,,,
165,강원,평창군,2020,213,119,94,4,2018,191,86,105,1.138320993,1.409927686,0.915537247,,,
166,강원,홍천군,2010,588,324,264,4,2008,583,281,302,1.029502203,1.174862438,0.893993676,,,
167,강원,홍천군,2011,530,259,271,4,2009,517,262,255,1.046414708,1.007272092,1.086842401,,,
168,강원,홍천군,2012,495,250,245,4,2010,478,251,227,1.057050683,1.014879817,1.103767723,,,
169,강원,홍천군,2013,456,240,216,4,2011,573,286,287,0.812322962,0.855053989,0.769678433,,,
170,강원,홍천군,2014,569,287,282,4,2012,518,241,277,1.121246281,1.213425683,1.041134414,,,
171,강원,홍천군,2015,494,241,253,4,2013,516,284,232,0.977227672,0.86466331,1.115244266,,,
172,강원,홍천군,2016,504,274,230,4,2014,528,278,250,0.974350299,1.004278339,0.940860617,,,
173,강원,홍천군,2017,495,240,255,4,2015,497,234,263,1.016640295,1.045065986,0.991566612,,,
174,강원,홍천군,2018,474,232,242,4,2016,485,240,245,0.997596948,0.984974692,1.010152038,,,
175,강원,홍천군,2019,443,220,223,4,2017,419,213,206,1.079215595,1.052425606,1.10707006,,,
176,강원,홍천군,2020,384,195,189,4,2018,402,195,207,0.975042801,1.018939336,0.933746359,,,
177,강원,화천군,2010,200,95,105,4,2008,236,123,113,0.865040621,0.786985666,0.950272844,,,
178,강원,화천군,2011,221,120,101,4,2009,221,120,101,1.020747933,1.018939336,1.022674584,,,
179,강원,화천군,2012,188,112,76,4,2010,217,112,105,0.884334614,1.018939336,0.740221604,,,
180,강원,화천군,2013,190,93,97,4,2011,252,130,122,0.769611536,0.728933525,0.81311012,,,
181,강원,화천군,2014,243,117,126,4,2012,234,126,108,1.060007468,0.946157955,1.193120348,,,
182,강원,화천군,2015,191,99,92,4,2013,231,121,110,0.843995044,0.833677639,0.855327834,,,
183,강원,화천군,2016,208,97,111,4,2014,255,121,134,0.832610078,0.816835666,0.847140887,,,
184,강원,화천군,2017,197,101,96,4,2015,223,114,109,0.901736963,0.9027445,0.900704221,,,
185,강원,화천군,2018,190,100,90,4,2016,231,111,120,0.839576222,0.917963366,0.767005938,,,
186,강원,화천군,2019,191,87,104,4,2017,219,111,108,0.890241348,0.798628128,0.984797748,,,
187,강원,화천군,2020,180,94,86,4,2018,208,117,91,0.883339557,0.818635022,0.966483673,,,
188,강원,횡성군,2010,292,152,140,4,2008,305,164,141,0.977240644,0.9443828,1.015421573,,,
189,강원,횡성군,2011,309,164,145,4,2009,293,138,155,1.076488434,1.210913414,0.956695579,,,
190,강원,횡성군,2012,291,148,143,4,2010,276,132,144,1.076223364,1.142447135,1.015572677,,,
191,강원,횡성군,2013,292,156,136,4,2011,325,158,167,0.917102758,1.00604137,0.832836787,,,
192,강원,횡성군,2014,314,159,155,4,2012,280,152,128,1.144695896,1.065864174,1.238395004,,,
193,강원,횡성군,2015,293,156,137,4,2013,288,142,146,1.038469251,1.119398144,0.959633,,,
194,강원,횡성군,2016,260,135,125,4,2014,274,137,137,0.968592929,1.00406431,0.933097248,,,
195,강원,횡성군,2017,255,126,129,4,2015,259,139,120,1.004983486,0.923642852,1.099375178,,,
196,강원,횡성군,2018,268,143,125,4,2016,263,125,138,1.040153787,1.165666601,0.926335674,,,
197,강원,횡성군,2019,265,132,133,4,2017,230,114,116,1.17607914,1.179824495,1.172549308,,,
198,강원,횡성군,2020,221,114,107,4,2018,230,117,113,0.980805622,0.992812687,0.968373279,,,
199,경기,가평군,2010,463,254,209,4,2008,480,249,231,0.984596443,1.039399966,0.925277005,,,
200,경기,가평군,2011,494,261,233,4,2009,441,221,220,1.143422854,1.203362746,1.083105355,,,
201,경기,가평군,2012,447,236,211,4,2010,428,229,199,1.066061509,1.050085954,1.084343403,,,
202,경기,가평군,2013,440,233,207,4,2011,439,229,210,1.023073099,1.036737403,1.008064947,,,
203,경기,가평군,2014,450,234,216,4,2012,465,253,212,0.98782058,0.9424182,1.041970331,,,
204,경기,가평군,2015,438,224,214,4,2013,424,220,204,1.054451874,1.037465506,1.072805691,,,
205,경기,가평군,2016,418,217,201,4,2014,442,222,220,0.965322705,0.995990252,0.934352688,,,
206,경기,가평군,2017,459,238,221,4,2015,449,215,234,1.043481739,1.127942149,0.965859329,,,
207,경기,가평군,2018,422,196,226,4,2016,463,220,243,0.930357727,0.907782318,0.951129449,,,
208,경기,가평군,2019,436,204,232,4,2017,366,197,169,1.215972947,1.055145303,1.403908305,,,
209,경기,가평군,2020,357,189,168,4,2018,353,183,170,1.032314481,1.052347183,1.010643118,,,
210,경기,고양시,2010,9935,5232,4703,4,2008,9909,5040,4869,1.02342625,1.057756073,0.987808291,,,
211,경기,고양시,2011,9446,4811,4635,4,2009,8670,4430,4240,1.112108993,1.106572719,1.117947334,,,
212,경기,고양시,2012,8370,4267,4103,4,2010,8869,4572,4297,0.963317194,0.950965474,0.9765031,,,
213,경기,고양시,2013,8587,4387,4200,4,2011,9599,5008,4591,0.913132878,0.892589231,0.935576836,,,
214,경기,고양시,2014,9425,4870,4555,4,2012,9142,4632,4510,1.052346233,1.071294164,1.032878654,,,
215,경기,고양시,2015,9234,4715,4519,4,2013,8768,4473,4295,1.07499845,1.074066392,1.076010814,,,
216,경기,고양시,2016,8646,4490,4156,4,2014,9363,4841,4522,0.942581077,0.945060446,0.939901719,,,
217,경기,고양시,2017,9165,4721,4444,4,2015,9564,4869,4695,0.978163405,0.987967264,0.968001246,,,
218,경기,고양시,2018,9095,4631,4464,4,2016,9910,5105,4805,0.936801458,0.924330669,0.950097678,,,
219,경기,고양시,2019,9283,4787,4496,4,2017,8710,4465,4245,1.087899318,1.092421636,1.083143682,,,
220,경기,고양시,2020,8550,4305,4245,4,2018,8622,4425,4197,1.012223941,0.991307083,1.034370648,,,
221,경기,과천시,2010,711,391,320,4,2008,707,370,337,1.026523027,1.076771028,0.971085659,,,
222,경기,과천시,2011,677,349,328,4,2009,729,373,356,0.94793738,0.953377556,0.942239504,,,
223,경기,과천시,2012,606,312,294,4,2010,659,370,289,0.938654396,0.859213711,1.040367916,,,
224,경기,과천시,2013,590,331,259,4,2011,631,338,293,0.954423582,0.997837042,0.904002448,,,
225,경기,과천시,2014,578,304,274,4,2012,656,337,319,0.899378514,0.919161894,0.878410144,,,
226,경기,과천시,2015,554,278,276,4,2013,586,302,284,0.965007431,0.937964025,0.993866849,,,
227,경기,과천시,2016,496,258,238,4,2014,569,305,264,0.889790816,0.861922455,0.921956633,,,
228,경기,과천시,2017,440,229,211,4,2015,551,278,273,0.815116316,0.839342115,0.790418818,,,
229,경기,과천시,2018,418,205,213,4,2016,529,270,259,0.806564529,0.773639126,0.84104126,,,
230,경기,과천시,2019,466,242,224,4,2017,440,225,215,1.081064856,1.095925864,1.065484218,,,
231,경기,과천시,2020,483,253,230,4,2018,462,243,219,1.067145566,1.060870996,1.074041801,,,
232,경기,광명시,2010,3376,1785,1591,4,2008,3285,1644,1641,1.049024359,1.106330119,0.991514481,,,
233,경기,광명시,2011,3560,1794,1766,4,2009,2995,1573,1422,1.213309729,1.162096103,1.270072655,,,
234,경기,광명시,2012,3308,1765,1543,4,2010,3617,1880,1737,0.933545524,0.9566106,0.908455316,,,
235,경기,광명시,2013,3595,1859,1736,4,2011,4078,2027,2051,0.899850127,0.934488518,0.865608522,,,
236,경기,광명시,2014,3800,1877,1923,4,2012,3990,2017,1973,0.972140888,0.948214742,0.996757844,,,
237,경기,광명시,2015,3612,1822,1790,4,2013,3621,1903,1718,1.018210862,0.975568823,1.065534054,,,
238,경기,광명시,2016,3274,1735,1539,4,2014,3646,1864,1782,0.916601407,0.948422612,0.883218959,,,
239,경기,광명시,2017,3272,1651,1621,4,2015,3630,1883,1747,0.920079128,0.893398218,0.94891557,,,
240,경기,광명시,2018,3176,1654,1522,4,2016,3486,1797,1689,0.929975741,0.937855127,0.921557559,,,
241,경기,광명시,2019,3071,1575,1496,4,2017,2932,1503,1429,1.069139461,1.067750802,1.070623637,,,
242,경기,광명시,2020,2623,1355,1268,4,2018,2851,1479,1372,0.93911674,0.933511021,0.945154062,,,
243,경기,광주시,2010,2600,1361,1239,4,2008,2875,1473,1402,0.923111174,0.941463976,0.903775899,,,
244,경기,광주시,2011,2694,1385,1309,4,2009,2586,1304,1282,1.063377777,1.082232347,1.044212972,,,
245,경기,광주시,2012,2576,1312,1264,4,2010,2749,1411,1338,0.956510249,0.947447491,0.966114106,,,
246,경기,광주시,2013,2725,1405,1320,4,2011,3215,1572,1643,0.865175153,0.910693236,0.821625351,,,
247,경기,광주시,2014,3122,1535,1587,4,2012,3055,1530,1525,1.043134221,1.022269203,1.064252174,,,
248,경기,광주시,2015,2939,1461,1478,4,2013,3046,1597,1449,0.984891062,0.932166794,1.043142191,,,
249,경기,광주시,2016,2816,1424,1392,4,2014,3402,1787,1615,0.844922451,0.811958374,0.881463171,,,
250,경기,광주시,2017,3151,1628,1523,4,2015,3527,1824,1703,0.911929894,0.909448048,0.914582144,,,
251,경기,광주시,2018,3451,1781,1670,4,2016,3814,1969,1845,0.923597566,0.921651071,0.92567293,,,
252,경기,광주시,2019,3728,1931,1797,4,2017,3541,1808,1733,1.07465357,1.088258771,1.060442139,,,
253,경기,광주시,2020,3312,1680,1632,4,2018,3945,2039,1906,0.856962523,0.839538051,0.875658406,,,
254,경기,구리시,2010,1999,1015,984,4,2008,2130,1073,1057,0.957969539,0.963861534,0.952045214,,,
255,경기,구리시,2011,1831,938,893,4,2009,1838,1017,821,1.016860427,0.93978869,1.112361028,,,
256,경기,구리시,2012,1653,919,734,4,2010,1939,1042,897,0.870188929,0.898661468,0.836837397,,,
257,경기,구리시,2013,1736,946,790,4,2011,2073,1098,975,0.854808688,0.877883982,0.828628637,,,
258,경기,구리시,2014,1802,954,848,4,2012,1829,878,951,1.005679483,1.107139097,0.911911722,,,
259,경기,구리시,2015,1607,784,823,4,2013,1713,906,807,0.957584313,0.88173117,1.04295066,,,
260,경기,구리시,2016,1524,804,720,4,2014,1681,856,825,0.925413355,0.957041152,0.892516001,,,
261,경기,구리시,2017,1598,839,759,4,2015,1612,804,808,1.011882876,1.063296148,0.960655952,,,
262,경기,구리시,2018,1693,853,840,4,2016,1852,966,886,0.933113526,0.89974664,0.969578612,,,
263,경기,구리시,2019,1806,929,877,4,2017,1752,935,817,1.052209341,1.012400688,1.097779205,,,
264,경기,구리시,2020,1598,845,753,4,2018,1881,948,933,0.86717448,0.908231792,0.825374021,,,
265,경기,군포시,2010,3089,1593,1496,4,2008,3081,1600,1481,1.023398365,1.014481477,1.033032531,,,
266,경기,군포시,2011,2990,1550,1440,4,2009,2845,1458,1387,1.072771992,1.083234548,1.061752993,,,
