"","연도","시도","시군구","입학_전체","입학_남","입학_여"
"954","2017","부산","연제구",9440,4906,4534
"955","2017","부산","수영구",6154,3212,2942
"956","2017","부산","사상구",8431,4345,4086
"957","2017","부산","기장군",10375,5338,5037
"958","2017","대구","중구",4144,2179,1965
"959","2017","대구","동구",17060,8862,8198
"960","2017","대구","서구",6161,3102,3059
"961","2017","대구","남구",4758,2515,2243
"962","2017","대구","북구",23118,11982,11136
"963","2017","대구","수성구",23967,12514,11453
"964","2017","대구","달서구",32135,16644,15491
"965","2017","대구","달성군",13365,6893,6472
"966","2017","인천","중구",7346,3777,3569
"967","2017","인천","동구",4015,2050,1965
"968","2017","인천","미추홀구",17540,8982,8558
"969","2017","인천","연수구",20803,10682,10121
"970","2017","인천","남동구",29429,15094,14335
"971","2017","인천","부평구",26138,13439,12699
"972","2017","인천","계양구",16403,8385,8018
"973","2017","인천","서구",31686,16274,15412
"974","2017","인천","강화군",2513,1296,1217
"975","2017","인천","옹진군",597,309,288
"976","2017","광주","동구",3165,1682,1483
"977","2017","광주","서구",17461,9047,8414
"978","2017","광주","남구",12820,6518,6302
"979","2017","광주","북구",23464,12337,11127
"980","2017","광주","광산구",31279,16054,15225
"981","2017","대전","동구",11794,6114,5680
"982","2017","대전","중구",13082,6706,6376
"983","2017","대전","서구",26732,13715,13017
"984","2017","대전","유성구",23055,11886,11169
"985","2017","대전","대덕구",9577,4984,4593
"986","2017","울산","중구",12074,6374,5700
"987","2017","울산","남구",16491,8642,7849
"988","2017","울산","동구",10053,5283,4770
"989","2017","울산","북구",13844,7099,6745
"990","2017","울산","울주군",13554,7011,6543
"991","2017","세종","세종시",20764,10483,10281
"992","2017","경기","수원시",68095,34899,33196
"993","2017","경기","성남시",47213,24211,23002
"994","2017","경기","부천시",40820,20958,19862
"995","2017","경기","안양시",29890,15445,14445
"996","2017","경기","과천시",2973,1570,1403
"997","2017","경기","안산시",36926,18975,17951
"998","2017","경기","용인시",67328,34771,32557
"999","2017","경기","군포시",15850,8215,7635
"1000","2017","경기","의왕시",7487,3920,3567
"1001","2017","경기","시흥시",25140,12774,12366
"1002","2017","경기","평택시",28674,14697,13977
"1003","2017","경기","화성시",52593,26796,25797
"1004","2017","경기","오산시",15696,8125,7571
"1005","2017","경기","광명시",19436,9928,9508
"1006","2017","경기","광주시",17608,8903,8705
"1007","2017","경기","하남시",12281,6326,5955
"1008","2017","경기","김포시",25578,13196,12382
"1009","2017","경기","이천시",12988,6766,6222
"1010","2017","경기","안성시",10734,5551,5183
"1011","2017","경기","여주시",5548,2850,2698
"1012","2017","경기","양평군",5118,2631,2487
"1013","2017","경기","고양시",54467,27983,26484
"1014","2017","경기","남양주시",41985,21634,20351
"1015","2017","경기","구리시",9780,5166,4614
"1016","2017","경기","의정부시",21918,11297,10621
"1017","2017","경기","파주시",27888,14219,13669
"1018","2017","경기","동두천시",5231,2619,2612
"1019","2017","경기","양주시",13026,6720,6306
"1020","2017","경기","포천시",7217,3788,3429
"1021","2017","경기","가평군",2651,1390,1261
"1022","2017","경기","연천군",1802,949,853
"1023","2017","강원","춘천시",14701,7616,7085
"1024","2017","강원","원주시",19531,10056,9475
"1025","2017","강원","강릉시",10151,5346,4805
"1026","2017","강원","동해시",5062,2624,2438
"1027","2017","강원","태백시",2323,1166,1157
"1028","2017","강원","속초시",3870,1948,1922
"1029","2017","강원","삼척시",2783,1458,1325
"1030","2017","강원","홍천군",2938,1494,1444
"1031","2017","강원","횡성군",1694,873,821
"1032","2017","강원","영월군",1387,744,643
"1033","2017","강원","평창군",1708,909,799
"1034","2017","강원","정선군",1516,757,759
"1035","2017","강원","철원군",2326,1206,1120
"1036","2017","강원","화천군",1117,558,559
"1037","2017","강원","양구군",1104,563,541
"1038","2017","강원","인제군",1590,835,755
"1039","2017","강원","고성군",959,517,442
"1040","2017","강원","양양군",962,489,473
"1041","2017","충북","청주시",49407,25530,23877
"1042","2017","충북","충주시",10225,5266,4959
"1043","2017","충북","제천시",6326,3205,3121
"1044","2017","충북","보은군",1158,638,520
"1045","2017","충북","옥천군",2200,1143,1057
"1046","2017","충북","영동군",1745,937,808
"1047","2017","충북","진천군",4153,2157,1996
"1048","2017","충북","괴산군",1095,524,571
"1049","2017","충북","음성군",4744,2474,2270
"1050","2017","충북","단양군",1103,598,505
"1051","2017","충북","증평군",2084,1112,972
"1052","2017","충남","천안시",39092,20215,18877
"1053","2017","충남","공주시",4601,2356,2245
"1054","2017","충남","보령시",4726,2458,2268
"1055","2017","충남","아산시",20778,10715,10063
"1056","2017","충남","서산시",10006,5220,4786
"1057","2017","충남","논산시",5834,3025,2809
"1058","2017","충남","계룡시",3258,1678,1580
"1059","2017","충남","금산군",2313,1213,1100
"1060","2017","충남","부여군",2481,1301,1180
"1061","2017","충남","서천군",1895,942,953
"1062","2017","충남","청양군",992,505,487
"1063","2017","충남","홍성군",5521,2776,2745
"1064","2017","충남","예산군",3040,1578,1462
"1065","2017","충남","태안군",2489,1297,1192
"1066","2017","충남","당진시",9937,5221,4716
"1067","2017","전북","전주시",38417,19953,18464
"1068","2017","전북","군산시",15680,8040,7640
"1069","2017","전북","익산시",15896,8135,7761
"1070","2017","전북","정읍시",5277,2776,2501
"1071","2017","전북","남원시",4115,2120,1995
"1072","2017","전북","김제시",3637,1873,1764
"1073","2017","전북","완주군",5100,2685,2415
"1074","2017","전북","진안군",908,468,440
"1075","2017","전북","무주군",1076,527,549
"1076","2017","전북","장수군",985,500,485
"1077","2017","전북","임실군",1025,523,502
"1078","2017","전북","순창군",1159,605,554
"1079","2017","전북","고창군",2108,1109,999
"1080","2017","전북","부안군",2000,1019,981
"1081","2017","전남","목포시",15569,7983,7586
"1082","2017","전남","여수시",14692,7497,7195
"1083","2017","전남","순천시",16662,8637,8025
"1084","2017","전남","나주시",5071,2640,2431
"1085","2017","전남","광양시",9076,4659,4417
"1086","2017","전남","담양군",1455,756,699
"1087","2017","전남","곡성군",982,526,456
"1088","2017","전남","구례군",1042,552,490
"1089","2017","전남","고흥군",2060,1077,983
"1090","2017","전남","보성군",1396,678,718
"1091","2017","전남","화순군",2960,1543,1417
"1092","2017","전남","장흥군",1500,793,707
"1093","2017","전남","강진군",1359,695,664
"1094","2017","전남","해남군",2899,1485,1414
"1095","2017","전남","영암군",2562,1344,1218
"1096","2017","전남","무안군",4490,2263,2227
"1097","2017","전남","함평군",1000,525,475
"1098","2017","전남","영광군",2305,1198,1107
"1099","2017","전남","장성군",1928,1010,918
"1100","2017","전남","완도군",2101,1079,1022
"1101","2017","전남","진도군",1187,618,569
"1102","2017","전남","신안군",937,475,462
"1103","2017","경북","포항시",26717,13929,12788
"1104","2017","경북","경주시",11757,6068,5689
"1105","2017","경북","김천시",6449,3365,3084
"1106","2017","경북","안동시",8235,4284,3951
"1107","2017","경북","구미시",26881,13928,12953
"1108","2017","경북","영주시",4982,2566,2416
"1109","2017","경북","영천시",3573,1892,1681
"1110","2017","경북","상주시",4033,2105,1928
"1111","2017","경북","문경시",2918,1578,1340
"1112","2017","경북","경산시",12565,6524,6041
"1113","2017","경북","군위군",506,267,239
"1114","2017","경북","의성군",1250,656,594
"1115","2017","경북","청송군",657,334,323
"1116","2017","경북","영양군",553,286,267
"1117","2017","경북","영덕군",1205,623,582
"1118","2017","경북","청도군",1153,572,581
"1119","2017","경북","고령군",1233,658,575
"1120","2017","경북","성주군",1225,666,559
"1121","2017","경북","칠곡군",7001,3701,3300
"1122","2017","경북","예천군",1377,758,619
"1123","2017","경북","봉화군",994,506,488
"1124","2017","경북","울진군",2094,1126,968
"1125","2017","경북","울릉군",284,146,138
"1126","2017","경남","창원시",57188,29712,27476
"1127","2017","경남","진주시",19689,10277,9412
"1128","2017","경남","통영시",8135,4213,3922
"1129","2017","경남","사천시",6417,3273,3144
"1130","2017","경남","김해시",35186,18258,16928
"1131","2017","경남","밀양시",4248,2168,2080
"1132","2017","경남","거제시",17487,9009,8478
"1133","2017","경남","양산시",19371,9876,9495
"1134","2017","경남","의령군",802,428,374
"1135","2017","경남","함안군",3704,1923,1781
"1136","2017","경남","창녕군",2215,1200,1015
"1137","2017","경남","고성군",2222,1169,1053
"1138","2017","경남","남해군",1422,771,651
"1139","2017","경남","하동군",1645,877,768
"1140","2017","경남","산청군",1125,597,528
"1141","2017","경남","함양군",1591,828,763
"1142","2017","경남","거창군",2916,1513,1403
"1143","2017","경남","합천군",1256,650,606
"1144","2017","제주","제주시",29884,15526,14358
"1145","2017","제주","서귀포시",9017,4676,4341
