,prov,distinct,입학년도,총입학자,남자입학,여자입학,인구나이,인구연도,인구총합,인구남자,인구여자,(입학합계)/(인구총합*총합보정),(입학남자)/(인구남자*남자보정),(입학여자)/(인구여자*여자보정),,,
688,경남,양산시,2015,3213,1671,1542,5,2014,3026,1564,1462,1.087800232,1.092111113,1.083150629,,,
689,경남,양산시,2016,3092,1584,1508,5,2015,3404,1755,1649,0.930587638,0.922582435,0.939144763,,,
690,경남,양산시,2017,3559,1800,1759,5,2016,3674,1852,1822,0.992421539,0.993478901,0.991446587,,,
691,경남,양산시,2018,3935,1987,1948,5,2017,4013,2074,1939,1.004576286,0.979301096,1.03172273,,,
692,경남,양산시,2019,4026,2088,1938,5,2018,3828,1906,1922,1.077479923,1.1197852,1.035505106,,,
693,경남,양산시,2020,3713,1862,1851,5,2019,3942,2055,1887,0.964974139,0.926179098,1.007363878,,,
694,경남,의령군,2009,156,77,79,5,2008,186,105,81,0.859248929,0.749598228,1.001599104,,,
695,경남,의령군,2010,156,93,63,5,2009,180,92,88,0.88789056,1.033290048,0.735207168,,,
696,경남,의령군,2011,161,85,76,5,2010,150,74,76,1.099618309,1.174124989,1.026956044,,,
697,경남,의령군,2012,130,70,60,5,2011,138,72,66,0.965098435,0.99378553,0.933596403,,,
698,경남,의령군,2013,129,66,63,5,2012,180,87,93,0.734217194,0.775446443,0.695679901,,,
699,경남,의령군,2014,142,69,73,5,2013,169,94,75,0.860813333,0.750323178,0.999570549,,,
700,경남,의령군,2015,131,65,66,5,2014,182,91,91,0.737406995,0.730128144,0.744825263,,,
701,경남,의령군,2016,143,80,63,5,2015,153,77,76,0.957529035,1.062004574,0.85129251,,,
702,경남,의령군,2017,127,66,61,5,2016,147,74,73,0.885102834,0.911673521,0.858141352,,,
703,경남,의령군,2018,120,54,66,5,2017,160,93,67,0.768366831,0.593523524,1.011628342,,,
704,경남,의령군,2019,129,79,50,5,2018,134,78,56,0.986261902,1.035284266,0.916925039,,,
705,경남,의령군,2020,96,52,44,5,2019,126,74,52,0.780563129,0.718288229,0.868962806,,,
706,경남,진주시,2009,3336,1825,1511,5,2008,3256,1747,1509,1.04966083,1.067817635,1.028317152,,,
707,경남,진주시,2010,3296,1769,1527,5,2009,3112,1740,1372,1.085063013,1.039215726,1.14297513,,,
708,경남,진주시,2011,3165,1765,1400,5,2010,2782,1468,1314,1.165531281,1.228982728,1.094169301,,,
709,경남,진주시,2012,2845,1478,1367,5,2011,2969,1546,1423,0.981701418,0.977219377,0.986541751,,,
710,경남,진주시,2013,3054,1594,1460,5,2012,3319,1705,1614,0.942690489,0.955632825,0.928968912,,,
711,경남,진주시,2014,3364,1716,1648,5,2013,3096,1602,1494,1.113172273,1.09491876,1.132813628,,,
712,경남,진주시,2015,3261,1679,1582,5,2014,2881,1520,1361,1.159617834,1.129104748,1.193713785,,,
713,경남,진주시,2016,3086,1650,1436,5,2015,3267,1735,1532,0.967729839,0.972101449,0.962603707,,,
714,경남,진주시,2017,3352,1776,1576,5,2016,3373,1786,1587,1.018110729,1.016456113,1.019837886,,,
715,경남,진주시,2018,3368,1789,1579,5,2017,3373,1736,1637,1.022970446,1.053386492,0.990570307,,,
716,경남,진주시,2019,3444,1791,1653,5,2018,3052,1629,1423,1.156074864,1.123832602,1.192943317,,,
717,경남,진주시,2020,3121,1670,1451,5,2019,3269,1682,1587,0.978106609,1.014886802,0.938949729,,,
718,경남,진해시,2009,2047,1080,967,5,2008,2323,1269,1054,0.902767629,0.869939917,0.942188325,,,
719,경남,진해시,2010,2224,1190,1034,5,2009,2242,1215,1027,1.01626395,1.001146904,1.033955744,,,
720,경남,창녕군,2009,395,200,195,5,2008,377,188,189,1.073403707,1.087424896,1.059557823,,,
721,경남,창녕군,2010,345,168,177,5,2009,353,200,153,1.001271224,0.858630698,1.188047188,,,
722,경남,창녕군,2011,331,192,139,5,2010,317,171,146,1.069734683,1.147710206,0.977718425,,,
723,경남,창녕군,2012,322,171,151,5,2011,357,195,162,0.924048999,0.896372707,0.957224461,,,
724,경남,창녕군,2013,369,197,172,5,2012,422,225,197,0.895821044,0.894974854,0.896631673,,,
725,경남,창녕군,2014,399,220,179,5,2013,392,206,186,1.042783556,1.091647905,0.98830716,,,
726,경남,창녕군,2015,379,201,178,5,2014,372,196,176,1.043767128,1.048255407,1.038625999,,,
727,경남,창녕군,2016,355,192,163,5,2015,396,206,190,0.918418265,0.952710899,0.881020185,,,
728,경남,창녕군,2017,382,203,179,5,2016,413,214,199,0.947590409,0.96963747,0.923744381,,,
729,경남,창녕군,2018,391,200,191,5,2017,424,221,203,0.944752927,0.925049233,0.966249283,,,
730,경남,창녕군,2019,392,186,206,5,2018,396,214,182,1.014140733,0.888436303,1.162378819,,,
731,경남,창녕군,2020,354,193,161,5,2019,366,189,177,0.990899301,1.043812829,0.934123859,,,
732,경남,창원시,2009,4927,2621,2306,5,2008,5184,2774,2410,0.973699427,0.965801086,0.982639268,,,
733,경남,창원시,2010,4988,2665,2323,5,2009,4787,2537,2250,1.067506093,1.073751717,1.060275062,,,
734,경남,통영시,2009,1312,692,620,5,2008,1316,689,627,1.021375159,1.026630111,1.015490825,,,
735,경남,통영시,2010,1290,680,610,5,2009,1266,685,581,1.043910702,1.014718239,1.078215468,,,
736,경남,통영시,2011,1279,684,595,5,2010,1269,661,608,1.032562308,1.057746916,1.004998102,,,
737,경남,통영시,2012,1235,651,584,5,2011,1298,656,642,0.974764289,1.014388401,0.934178083,,,
738,경남,통영시,2013,1254,637,617,5,2012,1525,773,752,0.842432355,0.8423393,0.842595584,,,
739,경남,통영시,2014,1483,754,729,5,2013,1472,728,744,1.032144936,1.058685809,1.006251285,,,
740,경남,통영시,2015,1439,714,725,5,2014,1416,753,663,1.04112982,0.96923784,1.122991149,,,
741,경남,통영시,2016,1411,756,655,5,2015,1571,810,761,0.920149033,0.954034109,0.883910918,,,
742,경남,통영시,2017,1522,789,733,5,2016,1522,771,751,1.024489107,1.046043513,1.002341918,,,
743,경남,통영시,2018,1455,732,723,5,2017,1463,757,706,1.01888698,0.988421826,1.051684447,,,
744,경남,통영시,2019,1427,742,685,5,2018,1180,609,571,1.238937251,1.245413984,1.231987548,,,
745,경남,통영시,2020,1103,569,534,5,2019,1219,623,596,0.926998758,0.933579582,0.920125046,,,
746,경남,하동군,2009,289,150,139,5,2008,344,196,148,0.860689977,0.782280155,0.964506014,,,
747,경남,하동군,2010,304,169,135,5,2009,332,178,154,0.938086412,0.970496174,0.900253675,,,
748,경남,하동군,2011,281,151,130,5,2010,305,158,147,0.943873571,0.976892973,0.90819242,,,
749,경남,하동군,2012,294,158,136,5,2011,303,154,149,0.994058738,1.048729517,0.937355852,,,
750,경남,하동군,2013,261,130,131,5,2012,326,174,152,0.820219807,0.763697255,0.885073959,,,
751,경남,하동군,2014,296,163,133,5,2013,301,151,150,1.007471016,1.103412202,0.910567692,,,
752,경남,하동군,2015,268,138,130,5,2014,249,111,138,1.102662975,1.270817635,0.96742236,,,
753,경남,하동군,2016,217,91,126,5,2015,305,167,138,0.728898808,0.556995962,0.937655518,,,
754,경남,하동군,2017,266,150,116,5,2016,252,136,116,1.081405169,1.127403752,1.026956044,,,
755,경남,하동군,2018,226,131,95,5,2017,259,138,121,0.893955746,0.970329722,0.806287803,,,
756,경남,하동군,2019,214,113,101,5,2018,197,108,89,1.112896797,1.069502523,1.165422027,,,
757,경남,하동군,2020,171,96,75,5,2019,227,128,99,0.771751706,0.766634552,0.777997003,,,
758,경남,함안군,2009,565,309,256,5,2008,657,355,302,0.881029445,0.889727987,0.870532276,,,
759,경남,함안군,2010,599,325,274,5,2009,567,308,259,1.082308598,1.078598395,1.086432263,,,
760,경남,함안군,2011,543,295,248,5,2010,587,320,267,0.947696057,0.942321636,0.953876775,,,
761,경남,함안군,2012,554,306,248,5,2011,604,326,278,0.939680406,0.959469009,0.916133449,,,
762,경남,함안군,2013,547,293,254,5,2012,637,314,323,0.879741824,0.953817086,0.807575341,,,
763,경남,함안군,2014,630,325,305,5,2013,668,351,317,0.966209787,0.94646241,0.988080736,,,
764,경남,함안군,2015,686,360,326,5,2014,652,324,328,1.077913386,1.135754891,1.020694117,,,
765,경남,함안군,2016,646,329,317,5,2015,657,352,305,1.007336322,0.955389271,1.067360872,,,
766,경남,함안군,2017,628,337,291,5,2016,605,286,319,1.063436627,1.204456149,0.936815701,,,
767,경남,함안군,2018,598,290,308,5,2017,609,309,300,1.005984378,0.959326947,1.054341538,,,
768,경남,함안군,2019,592,304,288,5,2018,542,267,275,1.118999173,1.163829731,1.075503057,,,
769,경남,함안군,2020,502,245,257,5,2019,478,233,245,1.075927891,1.074823835,1.077255932,,,
770,경남,함양군,2009,274,143,131,5,2008,262,131,131,1.071412273,1.115814157,1.026956044,,,
771,경남,함양군,2010,267,127,140,5,2009,266,139,127,1.02834057,0.933933698,1.132077529,,,
772,경남,함양군,2011,270,148,122,5,2010,278,141,137,0.995007406,1.072925897,0.914515601,,,
773,경남,함양군,2012,266,136,130,5,2011,297,151,146,0.917555901,0.920638402,0.914412916,,,
774,경남,함양군,2013,283,149,134,5,2012,296,156,140,0.979494653,0.976312378,0.982943642,,,
775,경남,함양군,2014,283,155,128,5,2013,309,155,154,0.93828614,1.022179402,0.853573855,,,
776,경남,함양군,2015,283,143,140,5,2014,265,131,134,1.094077047,1.115814157,1.07293915,,,
777,경남,함양군,2016,241,115,126,5,2015,279,150,129,0.884952957,0.783670875,1.003073345,,,
778,경남,함양군,2017,253,142,111,5,2016,213,104,109,1.216881428,1.39566803,1.045799274,,,
779,경남,함양군,2018,191,93,98,5,2017,239,137,102,0.818733973,0.693888207,0.986683258,,,
780,경남,함양군,2019,222,132,90,5,2018,221,112,109,1.029124805,1.204711438,0.847945357,,,
781,경남,함양군,2020,216,105,111,5,2019,214,113,101,1.034063772,0.949812719,1.12863486,,,
782,경남,합천군,2009,270,149,121,5,2008,342,187,155,0.80880719,0.814463802,0.801688266,,,
783,경남,합천군,2010,258,142,116,5,2009,290,137,153,0.911442033,1.05948522,0.778607197,,,
784,경남,합천군,2011,244,112,132,5,2010,252,124,128,0.991965644,0.923258815,1.05904842,,,
785,경남,합천군,2012,214,105,109,5,2011,243,127,116,0.902224975,0.845108955,0.964984558,,,
786,경남,합천군,2013,205,107,98,5,2012,320,165,155,0.656313334,0.662867855,0.649301241,,,
787,경남,합천군,2014,273,146,127,5,2013,282,154,128,0.991792647,0.969079174,1.01893295,,,
788,경남,합천군,2015,226,120,106,5,2014,264,126,138,0.877024766,0.973504193,0.788821309,,,
789,경남,합천군,2016,210,101,109,5,2015,225,112,113,0.956189834,0.921786782,0.990603617,,,
790,경남,합천군,2017,165,85,80,5,2016,255,129,126,0.662904717,0.673529064,0.652035583,,,
791,경남,합천군,2018,212,109,103,5,2017,230,118,112,0.944311699,0.944216566,0.94443279,,,
792,경남,합천군,2019,177,97,80,5,2018,217,108,109,0.835643189,0.918068537,0.753729206,,,
793,경남,합천군,2020,183,95,88,5,2019,184,91,93,1.018921232,1.067110365,0.971743353,,,
794,경북,경산시,2009,2407,1323,1084,5,2008,2615,1399,1216,0.943000108,0.966649999,0.915477263,,,
795,경북,경산시,2010,2359,1274,1085,5,2009,2513,1292,1221,0.961707045,1.007938513,0.912569457,,,
796,경북,경산시,2011,2320,1193,1127,5,2010,2218,1135,1083,1.071602673,1.074414121,1.068679096,,,
797,경북,경산시,2012,2048,1052,996,5,2011,2200,1171,1029,0.953706224,0.91830293,0.994021593,,,
798,경북,경산시,2013,2128,1139,989,5,2012,2549,1326,1223,0.855281609,0.878025897,0.830465681,,,
799,경북,경산시,2014,2386,1227,1159,5,2013,2302,1185,1117,1.061872724,1.058408546,1.065570327,,,
800,경북,경산시,2015,2156,1132,1024,5,2014,2280,1171,1109,0.968771279,0.988135853,0.948244354,,,
801,경북,경산시,2016,2155,1109,1046,5,2015,2321,1165,1156,0.951216728,0.973044598,0.929235313,,,
802,경북,경산시,2017,2164,1102,1062,5,2016,2454,1281,1173,0.903420712,0.87934559,0.92977606,,,
803,경북,경산시,2018,2342,1220,1122,5,2017,2504,1269,1235,0.958208263,0.982709906,0.932991645,,,
804,경북,경산시,2019,2437,1241,1196,5,2018,2301,1178,1123,1.085041267,1.076846043,1.093712759,,,
805,경북,경산시,2020,2228,1130,1098,5,2019,2359,1178,1181,0.967597173,0.980528629,0.954782164,,,
806,경북,경주시,2009,2379,1249,1130,5,2008,2451,1280,1171,0.994393956,0.997423495,0.990999427,,,
807,경북,경주시,2010,2304,1208,1096,5,2009,2226,1208,1018,1.060387648,1.022179402,1.105642263,,,
808,경북,경주시,2011,2130,1134,996,5,2010,2028,1060,968,1.076016666,1.093539096,1.056661384,,,
809,경북,경주시,2012,1947,1026,921,5,2011,2105,1094,1011,0.947591588,0.958643571,0.935535624,,,
810,경북,경주시,2013,2046,1061,985,5,2012,2280,1176,1104,0.919344173,0.922221382,0.916260601,,,
811,경북,경주시,2014,2153,1109,1044,5,2013,2068,1056,1012,1.066598186,1.073481967,1.059428962,,,
812,경북,경주시,2015,1973,1007,966,5,2014,1916,996,920,1.054967124,1.033468532,1.078303846,,,
813,경북,경주시,2016,1909,990,919,5,2015,1975,1002,973,0.990253016,1.009937733,0.969961567,,,
814,경북,경주시,2017,1946,992,954,5,2016,1963,999,964,1.015616813,1.015016984,1.016302973,,,
815,경북,경주시,2018,1939,993,946,5,2017,2019,1018,1001,0.983895185,0.997076765,0.970529888,,,
816,경북,경주시,2019,1984,1010,974,5,2018,1816,959,857,1.119265633,1.076539308,1.167158911,,,
817,경북,경주시,2020,1768,941,827,5,2019,1789,937,852,1.012463243,1.026543028,0.996822357,,,
818,경북,고령군,2009,233,112,121,5,2008,247,125,122,0.966420899,0.915872744,1.018538371,,,
819,경북,고령군,2010,209,106,103,5,2009,227,131,96,0.943252086,0.827106997,1.101838255,,,
820,경북,고령군,2011,205,117,88,5,2010,209,124,85,1.00488166,0.964475726,1.063201551,,,
821,경북,고령군,2012,193,115,78,5,2011,247,123,124,0.800511732,0.955696189,0.645988479,,,
822,경북,고령군,2013,230,112,118,5,2012,273,152,121,0.863122691,0.753184823,1.001494324,,,
823,경북,고령군,2014,247,128,119,5,2013,239,138,101,1.05878163,0.948108431,1.209977913,,,
824,경북,고령군,2015,230,131,99,5,2014,228,119,109,1.033475854,1.125256317,0.932739893,,,
825,경북,고령군,2016,213,114,99,5,2015,227,117,110,0.961304757,0.995969674,0.924260439,,,
826,경북,고령군,2017,191,99,92,5,2016,186,86,100,1.052029137,1.176694893,0.94479956,,,
827,경북,고령군,2018,160,76,84,5,2017,218,111,107,0.751918611,0.699870582,0.806208483,,,
828,경북,고령군,2019,188,100,88,5,2018,183,92,91,1.052480613,1.111064568,0.99310035,,,
829,경북,고령군,2020,153,76,77,5,2019,184,98,86,0.851884964,0.792710557,0.9194839,,,
830,경북,구미시,2009,4854,2498,2356,5,2008,5141,2750,2391,0.967296271,0.928510599,1.011923228,,,
831,경북,구미시,2010,4998,2687,2311,5,2009,4636,2456,2180,1.104485884,1.118320869,1.088667623,,,
832,경북,구미시,2011,4722,2489,2233,5,2010,4421,2290,2131,1.094240571,1.111006346,1.076111143,,,
833,경북,구미시,2012,4463,2284,2179,5,2011,4515,2344,2171,1.012689897,0.9960144,1.030740313,,,
834,경북,구미시,2013,4506,2346,2160,5,2012,5068,2623,2445,0.910881594,0.914232893,0.907249511,,,
835,경북,구미시,2014,4962,2582,2380,5,2013,4765,2430,2335,1.066844691,1.086118196,1.046747488,,,
836,경북,구미시,2015,4723,2422,2301,5,2014,4439,2312,2127,1.090034254,1.070812505,1.110966552,,,
837,경북,구미시,2016,4405,2311,2094,5,2015,4662,2433,2229,0.968012552,0.970923386,0.964758168,,,
838,경북,구미시,2017,4667,2411,2256,5,2016,4959,2600,2359,0.96416428,0.947874823,0.982116505,,,
839,경북,구미시,2018,4998,2616,2382,5,2017,5235,2693,2542,0.978108225,0.992952587,0.962316796,,,
840,경북,구미시,2019,5161,2660,2501,5,2018,4590,2382,2208,1.151936445,1.141476579,1.163232367,,,
841,경북,구미시,2020,4552,2362,2190,5,2019,4802,2491,2311,0.971152523,0.969244379,0.973186385,,,
842,경북,군위군,2009,111,61,50,5,2008,86,49,37,1.322305708,1.272509052,1.387778438,,,
843,경북,군위군,2010,77,43,34,5,2009,91,43,48,0.866875399,1.022179402,0.727427198,,,
844,경북,군위군,2011,68,36,32,5,2010,90,48,42,0.774058437,0.766634552,0.7824427,,,
845,경북,군위군,2012,77,42,35,5,2011,85,41,44,0.928066603,1.047110607,0.816896853,,,
846,경북,군위군,2013,77,37,40,5,2012,97,51,46,0.81325424,0.741581135,0.893005256,,,
847,경북,군위군,2014,80,43,37,5,2013,104,54,50,0.788068544,0.813957672,0.759947472,,,
848,경북,군위군,2015,93,52,41,5,2014,72,44,28,1.32329843,1.208030203,1.503757064,,,
849,경북,군위군,2016,70,39,31,5,2015,85,42,43,0.843696912,0.949166588,0.74036366,,,
850,경북,군위군,2017,78,38,40,5,2016,99,52,47,0.807173236,0.746977255,0.874005144,,,
851,경북,군위군,2018,79,43,36,5,2017,115,58,57,0.703779474,0.75782266,0.648603817,,,
852,경북,군위군,2019,87,50,37,5,2018,70,40,30,1.273293605,1.277724253,1.266579121,,,
853,경북,군위군,2020,66,44,22,5,2019,77,42,35,0.878133521,1.070854612,0.645515228,,,
854,경북,김천시,2009,1097,604,493,5,2008,1101,587,514,1.020767076,1.051782554,0.984998696,,,
855,경북,김천시,2010,1026,547,479,5,2009,1087,561,526,0.966997078,0.996670469,0.935193812,,,
856,경북,김천시,2011,1002,513,489,5,2010,948,467,481,1.082846082,1.122865168,1.044036394,,,
857,경북,김천시,2012,913,452,461,5,2011,939,527,412,0.996121997,0.87670795,1.14909402,,,
858,경북,김천시,2013,884,503,381,5,2012,1096,570,526,0.826321506,0.90202849,0.743859796,,,
859,경북,김천시,2014,1028,538,490,5,2013,1093,587,506,0.963563406,0.936852672,0.994483125,,,
860,경북,김천시,2015,1077,577,500,5,2014,1019,523,496,1.082801539,1.127719914,1.035237947,,,
861,경북,김천시,2016,1021,528,493,5,2015,1156,573,583,0.904847213,0.941903533,0.868420806,,,
862,경북,김천시,2017,1130,568,562,5,2016,1189,628,561,0.97365239,0.92451895,1.028786625,,,
863,경북,김천시,2018,1131,605,526,5,2017,1296,654,642,0.894056466,0.945594095,0.841400123,,,
864,경북,김천시,2019,1228,630,598,5,2018,1150,610,540,1.093976195,1.055693481,1.13725873,,,
865,경북,김천시,2020,1118,602,516,5,2019,1152,583,569,0.99425245,1.055492282,0.93129933,,,
866,경북,문경시,2009,574,301,273,5,2008,509,277,232,1.155317775,1.110743683,1.208443965,,,
867,경북,문경시,2010,518,283,235,5,2009,481,267,214,1.103295962,1.083433599,1.127732104,,,
868,경북,문경시,2011,485,259,226,5,2010,498,265,233,0.997745416,0.999035718,0.996103287,,,
869,경북,문경시,2012,485,256,229,5,2011,466,255,211,1.066260123,1.026187949,1.114563668,,,
870,경북,문경시,2013,464,257,207,5,2012,518,289,229,0.917689085,0.908996908,0.928296511,,,
871,경북,문경시,2014,507,279,228,5,2013,486,251,235,1.068757155,1.136207383,0.996365864,,,
872,경북,문경시,2015,484,256,228,5,2014,466,250,216,1.064061648,1.046711708,1.084009157,,,
873,경북,문경시,2016,456,249,207,5,2015,497,254,243,0.939973909,1.00205776,0.874814408,,,
874,경북,문경시,2017,464,238,226,5,2016,563,308,255,0.844339158,0.789865902,0.910164964,,,
875,경북,문경시,2018,513,278,235,5,2017,508,270,238,1.034572662,1.052466199,1.01401122,,,
876,경북,문경시,2019,486,256,230,5,2018,446,239,207,1.116371539,1.094886724,1.141062271,,,
877,경북,문경시,2020,415,223,192,5,2019,421,215,206,1.009888313,1.060213985,0.957162915,,,
878,경북,봉화군,2009,177,103,74,5,2008,187,95,92,0.969703594,1.108257668,0.826029861,,,
879,경북,봉화군,2010,192,99,93,5,2009,196,103,93,1.003581166,0.982483115,1.026956044,,,
880,경북,봉화군,2011,186,98,88,5,2010,169,90,79,1.127544225,1.113039794,1.143951036,,,
881,경북,봉화군,2012,140,69,71,5,2011,195,98,97,0.735530641,0.719697742,0.751689475,,,
882,경북,봉화군,2013,171,88,83,5,2012,206,89,117,0.850425424,1.01069424,0.728524373,,,
883,경북,봉화군,2014,186,80,106,5,2013,211,119,92,0.903104142,0.68717943,1.183231964,,,
884,경북,봉화군,2015,175,102,73,5,2014,183,105,78,0.979702698,0.992974276,0.961125528,,,
885,경북,봉화군,2016,157,91,66,5,2015,226,113,113,0.71170261,0.823171023,0.599815034,,,
886,경북,봉화군,2017,177,89,88,5,2016,192,92,100,0.944450896,0.988847465,0.903721319,,,
887,경북,봉화군,2018,160,82,78,5,2017,196,100,96,0.836317639,0.83818711,0.834401786,,,
888,경북,봉화군,2019,141,78,63,5,2018,166,86,80,0.870198579,0.927092946,0.808727885,,,
889,경북,봉화군,2020,132,69,63,5,2019,161,88,73,0.839953802,0.801481577,0.886277134,,,
890,경북,상주시,2009,721,415,306,5,2008,722,370,352,1.023070147,1.146498519,0.892751561,,,
891,경북,상주시,2010,696,359,337,5,2009,658,349,309,1.083654132,1.05146821,1.120013549,,,
892,경북,상주시,2011,634,336,298,5,2010,661,327,334,0.982641595,1.05031278,0.916266171,,,
893,경북,상주시,2012,650,329,321,5,2011,639,348,291,1.04212507,0.966370757,1.132827801,,,
894,경북,상주시,2013,619,331,288,5,2012,710,384,326,0.893181349,0.881097349,0.907249511,,,
895,경북,상주시,2014,703,379,324,5,2013,697,365,332,1.033308239,1.061386283,1.002210115,,,
896,경북,상주시,2015,712,372,340,5,2014,682,357,325,1.069554611,1.065128117,1.074354015,,,
897,경북,상주시,2016,658,339,319,5,2015,667,359,308,1.010665416,0.965233475,1.063633045,,,
898,경북,상주시,2017,637,348,289,5,2016,631,320,311,1.034230684,1.1116201,0.954309636,,,
899,경북,상주시,2018,609,305,304,5,2017,639,348,291,0.976391027,0.895875626,1.072833805,,,
900,경북,상주시,2019,606,320,286,5,2018,589,298,291,1.054058403,1.097642311,1.009310751,,,
901,경북,상주시,2020,564,288,276,5,2019,533,283,250,1.084074778,1.040239109,1.133759472,,,
902,경북,성주군,2009,240,128,112,5,2008,261,144,117,0.942058949,0.908603913,0.983069033,,,
903,경북,성주군,2010,227,131,96,5,2009,229,146,83,1.015541604,0.917160971,1.187804581,,,
904,경북,성주군,2011,214,141,73,5,2010,217,114,103,1.010325664,1.264274524,0.727842633,,,
905,경북,성주군,2012,196,100,96,5,2011,229,126,103,0.876855306,0.811253494,0.957162915,,,
906,경북,성주군,2013,207,118,89,5,2012,237,112,125,0.894806942,1.076939013,0.731192703,,,
907,경북,성주군,2014,203,107,96,5,2013,232,127,105,0.896427969,0.861206268,0.93893124,,,
908,경북,성주군,2015,207,114,93,5,2014,230,127,103,0.922040197,0.917546865,0.927251574,,,
909,경북,성주군,2016,218,126,92,5,2015,227,106,121,0.983870597,1.21504344,0.780826083,,,
910,경북,성주군,2017,178,84,94,5,2016,238,113,125,0.766214543,0.759850175,0.772270945,,,
911,경북,성주군,2018,192,92,100,5,2017,239,116,123,0.823020538,0.810694009,0.834923613,,,
912,경북,성주군,2019,193,94,99,5,2018,201,104,97,0.983713422,0.923892921,1.048130395,,,
913,경북,성주군,2020,162,80,82,5,2019,182,86,96,0.911907887,0.95086456,0.877191621,,,
914,경북,안동시,2009,1404,761,643,5,2008,1390,701,689,1.034807703,1.109669793,0.958392941,,,
915,경북,안동시,2010,1370,700,670,5,2009,1372,718,654,1.022995683,0.996553735,1.052080351,,,
916,경북,안동시,2011,1374,718,656,5,2010,1275,674,601,1.104037673,1.088909215,1.120937046,,,
917,경북,안동시,2012,1267,669,598,5,2011,1269,650,619,1.022874467,1.052058492,0.992115855,,,
918,경북,안동시,2013,1244,635,609,5,2012,1441,748,693,0.884430569,0.867759252,0.902476523,,,
919,경북,안동시,2014,1391,726,665,5,2013,1351,676,675,1.054821871,1.097784388,1.01174188,,,
920,경북,안동시,2015,1318,674,644,5,2014,1305,675,630,1.034694746,1.020665062,1.049777289,,,
921,경북,안동시,2016,1302,665,637,5,2015,1413,748,665,0.944009071,0.908755752,0.983715789,,,
922,경북,안동시,2017,1407,743,664,5,2016,1389,740,649,1.037765424,1.026323373,1.050691546,,,
923,경북,안동시,2018,1473,776,697,5,2017,1412,743,669,1.068748198,1.067579026,1.069937762,,,
924,경북,안동시,2019,1424,759,665,5,2018,1250,660,590,1.167097991,1.175506313,1.157501304,,,
925,경북,안동시,2020,1315,686,629,5,2019,1079,557,522,1.248566428,1.25891395,1.237462359,,,
926,경북,영덕군,2009,259,139,120,5,2008,267,139,128,0.993792805,1.022179402,0.962771291,,,
927,경북,영덕군,2010,245,125,120,5,2009,233,122,111,1.077252495,1.047314961,1.11022275,,,
928,경북,영덕군,2011,212,109,103,5,2010,225,118,107,0.965296403,0.944216566,0.988565164,,,
929,경북,영덕군,2012,200,99,101,5,2011,229,114,115,0.894750312,0.887682112,0.901935308,,,
930,경북,영덕군,2013,205,99,106,5,2012,237,135,102,0.886161464,0.749598228,1.06722883,,,
931,경북,영덕군,2014,216,118,98,5,2013,178,92,86,1.243200265,1.31105619,1.170252236,,,
932,경북,영덕군,2015,168,86,82,5,2014,207,109,98,0.83146942,0.806490171,0.859289751,,,
933,경북,영덕군,2016,191,98,93,5,2015,190,90,100,1.029881155,1.113039794,0.955069121,,,
934,경북,영덕군,2017,203,106,97,5,2016,210,107,103,0.99033947,1.012626324,0.967133362,,,
935,경북,영덕군,2018,186,94,92,5,2017,194,98,96,0.982242134,0.980457794,0.984166209,,,
936,경북,영덕군,2019,174,87,87,5,2018,207,111,96,0.861164757,0.80116764,0.930678915,,,
937,경북,영덕군,2020,169,88,81,5,2019,207,107,100,0.836418643,0.84067091,0.831834396,,,
938,경북,영양군,2009,109,51,58,5,2008,110,56,54,1.01517557,0.930913384,1.103026862,,,
939,경북,영양군,2010,104,52,52,5,2009,83,39,44,1.283697195,1.36290587,1.213675325,,,
940,경북,영양군,2011,75,34,41,5,2010,105,53,52,0.731777934,0.65573773,0.809715342,,,
941,경북,영양군,2012,95,51,44,5,2011,87,49,38,1.118695002,1.063901011,1.189106998,,,
942,경북,영양군,2013,87,45,42,5,2012,116,54,62,0.768366831,0.851816169,0.695679901,,,
943,경북,영양군,2014,107,56,51,5,2013,107,56,51,1.024489107,1.022179402,1.026956044,,,
944,경북,영양군,2015,105,54,51,5,2014,84,48,36,1.280611384,1.149951828,1.454854395,,,
945,경북,영양군,2016,81,45,36,5,2015,95,49,46,0.873511765,0.938736186,0.80370473,,,
946,경북,영양군,2017,93,46,47,5,2016,85,53,32,1.120911612,0.887174576,1.508341689,,,
947,경북,영양군,2018,71,45,26,5,2017,83,45,38,0.8763702,1.022179402,0.702654135,,,
948,경북,영양군,2019,70,42,28,5,2018,89,53,36,0.80577795,0.81002896,0.79874359,,,
949,경북,영양군,2020,77,46,31,5,2019,81,31,50,0.973897053,1.516782339,0.636712747,,,
950,경북,영주시,2009,973,516,457,5,2008,952,472,480,1.047088132,1.117467313,0.977747733,,,
951,경북,영주시,2010,937,471,466,5,2009,869,450,419,1.104656264,1.069881108,1.142151591,,,
952,경북,영주시,2011,874,463,411,5,2010,852,461,391,1.050943051,1.02661402,1.079485765,,,
953,경북,영주시,2012,836,461,375,5,2011,840,448,392,1.019610588,1.051840858,0.982419685,,,
954,경북,영주시,2013,826,440,386,5,2012,854,417,437,0.990899301,1.078558602,0.907105338,,,
955,경북,영주시,2014,840,419,421,5,2013,806,402,404,1.067705769,1.065405894,1.070169541,,,
956,경북,영주시,2015,816,402,414,5,2014,776,389,387,1.077297824,1.056339639,1.09860414,,,
