"","SIG_CD","SIG_ENG_NM","SIG_KOR_NM","연도","시도","행정구역","코드","학제","date.x","성별","학생수","인구수_2년전_4세","인구수_1년전_5세","4세대비5세변동치","5세대비1학년변동치","4세대비1학년변동치","4세대비5세변동률","5세대비1학년변동률","4세대비1학년변동률"
"217","47720","Gunwi-gun","군위군","2021","경북","군위군","4772000000","초등학교","44287","전체",62,76,71,-5,-9,-14,-0.065789474,-0.126760563,-0.184210526
"218","47730","Uiseong-gun","의성군","2021","경북","의성군","4773000000","초등학교","44287","전체",170,177,172,-5,-2,-7,-0.028248588,-0.011627907,-0.039548023
"219","47750","Cheongsong-gun","청송군","2021","경북","청송군","4775000000","초등학교","44287","전체",97,122,116,-6,-19,-25,-0.049180328,-0.163793103,-0.204918033
"220","47760","Yeongyang-gun","영양군","2021","경북","영양군","4776000000","초등학교","44287","전체",71,95,89,-6,-18,-24,-0.063157895,-0.202247191,-0.252631579
"221","47770","Yeongdeok-gun","영덕군","2021","경북","영덕군","4777000000","초등학교","44287","전체",167,206,195,-11,-28,-39,-0.053398058,-0.143589744,-0.189320388
"222","47820","Cheongdo-gun","청도군","2021","경북","청도군","4782000000","초등학교","44287","전체",148,158,160,2,-12,-10,0.012658228,-0.075,-0.063291139
"223","47830","Goryeong-gun","고령군","2021","경북","고령군","4783000000","초등학교","44287","전체",157,170,158,-12,-1,-13,-0.070588235,-0.006329114,-0.076470588
"224","47840","Seongju-gun","성주군","2021","경북","성주군","4784000000","초등학교","44287","전체",147,215,191,-24,-44,-68,-0.111627907,-0.230366492,-0.31627907
"225","47850","Chilgok-gun","칠곡군","2021","경북","칠곡군","4785000000","초등학교","44287","전체",1016,1150,1102,-48,-86,-134,-0.04173913,-0.078039927,-0.116521739
"226","47900","Yecheon-gun","예천군","2021","경북","예천군","4790000000","초등학교","44287","전체",361,458,484,26,-123,-97,0.056768559,-0.254132231,-0.211790393
"227","47920","Bonghwa-gun","봉화군","2021","경북","봉화군","4792000000","초등학교","44287","전체",127,180,157,-23,-30,-53,-0.127777778,-0.191082803,-0.294444444
"228","47930","Uljin-gun","울진군","2021","경북","울진군","4793000000","초등학교","44287","전체",296,334,321,-13,-25,-38,-0.038922156,-0.07788162,-0.113772455
"229","47940","Ulleung-gun","울릉군","2021","경북","울릉군","4794000000","초등학교","44287","전체",43,48,39,-9,4,-5,-0.1875,0.102564103,-0.104166667
"230","48121","Uichang-gu, Changwon-si","창원시 의창구",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","48123","Seongsan-gu, Changwon-si","창원시 성산구",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","48125","Masanhappo-gu, Changwon-si","창원시 마산합포구",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","48127","Masanhoewon-gu, Changwon-si","창원시 마산회원구",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","48129","Jinhae-gu, Changwon-si","창원시 진해구",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","48170","Jinju-si","진주시","2021","경남","진주시","4817000000","초등학교","44287","전체",3329,3173,3211,38,118,156,0.011976048,0.036748676,0.049164828
"236","48220","Tongyeong-si","통영시","2021","경남","통영시","4822000000","초등학교","44287","전체",1168,1186,1166,-20,2,-18,-0.016863406,0.001715266,-0.015177066
"237","48240","Sacheon-si","사천시","2021","경남","사천시","4824000000","초등학교","44287","전체",926,922,909,-13,17,4,-0.014099783,0.01870187,0.004338395
"238","48250","Gimhae-si","김해시","2021","경남","김해시","4825000000","초등학교","44287","전체",5522,5511,5566,55,-44,11,0.00998004,-0.007905138,0.001996008
"239","48270","Miryang-si","밀양시","2021","경남","밀양시","4827000000","초등학교","44287","전체",610,594,601,7,9,16,0.011784512,0.014975042,0.026936027
"240","48310","Geoje-si","거제시","2021","경남","거제시","4831000000","초등학교","44287","전체",3108,3360,3292,-68,-184,-252,-0.020238095,-0.055893074,-0.075
"241","48330","Yangsan-si","양산시","2021","경남","양산시","4833000000","초등학교","44287","전체",3867,4020,4004,-16,-137,-153,-0.0039801,-0.034215784,-0.038059701
"242","48720","Uiryeong-gun","의령군","2021","경남","의령군","4872000000","초등학교","44287","전체",103,126,123,-3,-20,-23,-0.023809524,-0.162601626,-0.182539683
"243","48730","Haman-gun","함안군","2021","경남","함안군","4873000000","초등학교","44287","전체",475,475,468,-7,7,0,-0.014736842,0.014957265,0
"244","48740","Changnyeong-gun","창녕군","2021","경남","창녕군","4874000000","초등학교","44287","전체",324,353,346,-7,-22,-29,-0.019830028,-0.063583815,-0.082152975
"245","48820","Goseong-gun","고성군","2021","경남","고성군","4882000000","초등학교","44287","전체",305,325,315,-10,-10,-20,-0.030769231,-0.031746032,-0.061538462
"246","48840","Namhae-gun","남해군","2021","경남","남해군","4884000000","초등학교","44287","전체",188,186,188,2,0,2,0.010752688,0,0.010752688
"247","48850","Hadong-gun","하동군","2021","경남","하동군","4885000000","초등학교","44287","전체",183,252,238,-14,-55,-69,-0.055555556,-0.231092437,-0.273809524
"248","48860","Sancheong-gun","산청군","2021","경남","산청군","4886000000","초등학교","44287","전체",112,155,141,-14,-29,-43,-0.090322581,-0.205673759,-0.277419355
"249","48870","Hamyang-gun","함양군","2021","경남","함양군","4887000000","초등학교","44287","전체",210,211,207,-4,3,-1,-0.018957346,0.014492754,-0.004739336
"250","48880","Geochang-gun","거창군","2021","경남","거창군","4888000000","초등학교","44287","전체",453,437,423,-14,30,16,-0.032036613,0.070921986,0.036613272
"251","48890","Hapcheon-gun","합천군","2021","경남","합천군","4889000000","초등학교","44287","전체",155,174,176,2,-21,-19,0.011494253,-0.119318182,-0.109195402
"252","50110","Jeju-si","제주시","2021","제주","제주시","5011000000","초등학교","44287","전체",5130,4905,4950,45,180,225,0.009174312,0.036363636,0.04587156
"253","50130","Seogwipo-si","서귀포시","2021","제주","서귀포시","5013000000","초등학교","44287","전체",1495,1553,1595,42,-100,-58,0.02704443,-0.062695925,-0.03734707
"254","41110",NA,NA,"2021","경기","수원시","4111000000","초등학교","44287","전체",10618,11351,11169,-182,-551,-733,-0.01603383,-0.049332975,-0.064575808
"255","41130",NA,NA,"2021","경기","성남시","4113000000","초등학교","44287","전체",7180,7673,7688,15,-508,-493,0.001954907,-0.066077003,-0.064251271
"256","41170",NA,NA,"2021","경기","안양시","4117000000","초등학교","44287","전체",4229,4469,4342,-127,-113,-240,-0.028417991,-0.026024873,-0.053703289
"257","41270",NA,NA,"2021","경기","안산시","4127000000","초등학교","44287","전체",5078,4993,4897,-96,181,85,-0.019226918,0.036961405,0.017023833
"258","41460",NA,NA,"2021","경기","용인시","4146000000","초등학교","44287","전체",11033,11102,11410,308,-377,-69,0.027742749,-0.033041192,-0.006215096
"259","41280",NA,NA,"2021","경기","고양시","4128000000","초등학교","44287","전체",8568,8709,9111,402,-543,-141,0.046159146,-0.059598288,-0.016190148
"260","43110",NA,NA,"2021","충북","청주시","4311000000","초등학교","44287","전체",7889,8030,8031,1,-142,-141,0.000124533,-0.017681484,-0.017559153
"261","44130",NA,NA,"2021","충남","천안시","4413000000","초등학교","44287","전체",6716,6833,6806,-27,-90,-117,-0.003951412,-0.013223626,-0.017122786
"262","45110",NA,NA,"2021","전북","전주시","4511000000","초등학교","44287","전체",6132,5889,6046,157,86,243,0.026659874,0.014224281,0.041263372
"263","47110",NA,NA,"2021","경북","포항시","4711000000","초등학교","44287","전체",4408,4510,4536,26,-128,-102,0.005764967,-0.028218695,-0.022616408
