"","연도","시도","행정구역","학제","date.x","성별","학생수","인구수_2년전_4세","인구수_1년전_5세","4세대비5세변동치","5세대비1학년변동치","4세대비1학년변동치","4세대비5세변동률","5세대비1학년변동률","4세대비1학년변동률"
"574","2021","경북","김천시","초등학교",2021-04-01,"전체",1077,1141,1117,-24,-40,-64,-0.021034180543383,-0.035810205908684,-0.056091148115688
"575","2021","경북","김천시","초등학교",2021-04-01,"여자",530,553,547,-6,-17,-23,-0.0108499095840868,-0.0310786106032907,-0.0415913200723327
"576","2021","경북","김천시","초등학교",2021-04-01,"남자",547,588,570,-18,-23,-41,-0.0306122448979592,-0.0403508771929825,-0.0697278911564626
"577","2021","경북","안동시","초등학교",2021-04-01,"전체",1176,1128,1117,-11,59,48,-0.00975177304964539,0.0528200537153089,0.0425531914893617
"578","2021","경북","안동시","초등학교",2021-04-01,"여자",571,552,546,-6,25,19,-0.0108695652173913,0.0457875457875458,0.0344202898550725
"579","2021","경북","안동시","초등학교",2021-04-01,"남자",605,576,571,-5,34,29,-0.00868055555555556,0.0595446584938704,0.0503472222222222
"580","2021","경북","구미시","초등학교",2021-04-01,"전체",4685,4947,4906,-41,-221,-262,-0.00828785122296341,-0.0450468813697513,-0.0529613907418638
"581","2021","경북","구미시","초등학교",2021-04-01,"여자",2265,2413,2403,-10,-138,-148,-0.00414421881475342,-0.0574282147315855,-0.0613344384583506
"582","2021","경북","구미시","초등학교",2021-04-01,"남자",2420,2534,2503,-31,-83,-114,-0.0122336227308603,-0.0331602077506992,-0.0449881610102605
"583","2021","경북","영주시","초등학교",2021-04-01,"전체",665,673,671,-2,-6,-8,-0.00297176820208024,-0.00894187779433681,-0.011887072808321
"584","2021","경북","영주시","초등학교",2021-04-01,"여자",300,310,314,4,-14,-10,0.0129032258064516,-0.0445859872611465,-0.032258064516129
"585","2021","경북","영주시","초등학교",2021-04-01,"남자",365,363,357,-6,8,2,-0.0165289256198347,0.0224089635854342,0.00550964187327824
"586","2021","경북","영천시","초등학교",2021-04-01,"전체",511,600,578,-22,-67,-89,-0.0366666666666667,-0.115916955017301,-0.148333333333333
"587","2021","경북","영천시","초등학교",2021-04-01,"여자",235,308,296,-12,-61,-73,-0.038961038961039,-0.206081081081081,-0.237012987012987
"588","2021","경북","영천시","초등학교",2021-04-01,"남자",276,292,282,-10,-6,-16,-0.0342465753424658,-0.0212765957446809,-0.0547945205479452
"589","2021","경북","상주시","초등학교",2021-04-01,"전체",521,551,550,-1,-29,-30,-0.00181488203266788,-0.0527272727272727,-0.0544464609800363
"590","2021","경북","상주시","초등학교",2021-04-01,"여자",242,256,259,3,-17,-14,0.01171875,-0.0656370656370656,-0.0546875
"591","2021","경북","상주시","초등학교",2021-04-01,"남자",279,295,291,-4,-12,-16,-0.0135593220338983,-0.0412371134020619,-0.0542372881355932
"592","2021","경북","문경시","초등학교",2021-04-01,"전체",389,429,424,-5,-35,-40,-0.0116550116550117,-0.0825471698113208,-0.0932400932400932
"593","2021","경북","문경시","초등학교",2021-04-01,"여자",191,207,206,-1,-15,-16,-0.00483091787439614,-0.0728155339805825,-0.0772946859903382
"594","2021","경북","문경시","초등학교",2021-04-01,"남자",198,222,218,-4,-20,-24,-0.018018018018018,-0.0917431192660551,-0.108108108108108
"595","2021","경북","경산시","초등학교",2021-04-01,"전체",2210,2394,2376,-18,-166,-184,-0.0075187969924812,-0.0698653198653199,-0.076858813700919
"596","2021","경북","경산시","초등학교",2021-04-01,"여자",1112,1159,1150,-9,-38,-47,-0.00776531492666091,-0.0330434782608696,-0.0405522001725626
"597","2021","경북","경산시","초등학교",2021-04-01,"남자",1098,1235,1226,-9,-128,-137,-0.00728744939271255,-0.104404567699837,-0.110931174089069
"598","2021","경북","군위군","초등학교",2021-04-01,"전체",62,76,71,-5,-9,-14,-0.0657894736842105,-0.126760563380282,-0.184210526315789
"599","2021","경북","군위군","초등학교",2021-04-01,"여자",30,39,35,-4,-5,-9,-0.102564102564103,-0.142857142857143,-0.230769230769231
"600","2021","경북","군위군","초등학교",2021-04-01,"남자",32,37,36,-1,-4,-5,-0.027027027027027,-0.111111111111111,-0.135135135135135
"601","2021","경북","의성군","초등학교",2021-04-01,"전체",170,177,172,-5,-2,-7,-0.0282485875706215,-0.0116279069767442,-0.0395480225988701
"602","2021","경북","의성군","초등학교",2021-04-01,"여자",79,84,81,-3,-2,-5,-0.0357142857142857,-0.0246913580246914,-0.0595238095238095
"603","2021","경북","의성군","초등학교",2021-04-01,"남자",91,93,91,-2,0,-2,-0.021505376344086,0,-0.021505376344086
"604","2021","경북","청송군","초등학교",2021-04-01,"전체",97,122,116,-6,-19,-25,-0.0491803278688525,-0.163793103448276,-0.204918032786885
"605","2021","경북","청송군","초등학교",2021-04-01,"여자",55,65,62,-3,-7,-10,-0.0461538461538462,-0.112903225806452,-0.153846153846154
"606","2021","경북","청송군","초등학교",2021-04-01,"남자",42,57,54,-3,-12,-15,-0.0526315789473684,-0.222222222222222,-0.263157894736842
"607","2021","경북","영양군","초등학교",2021-04-01,"전체",71,95,89,-6,-18,-24,-0.0631578947368421,-0.202247191011236,-0.252631578947368
"608","2021","경북","영양군","초등학교",2021-04-01,"여자",44,58,52,-6,-8,-14,-0.103448275862069,-0.153846153846154,-0.241379310344828
"609","2021","경북","영양군","초등학교",2021-04-01,"남자",27,37,37,0,-10,-10,0,-0.27027027027027,-0.27027027027027
"610","2021","경북","영덕군","초등학교",2021-04-01,"전체",167,206,195,-11,-28,-39,-0.0533980582524272,-0.143589743589744,-0.189320388349515
"611","2021","경북","영덕군","초등학교",2021-04-01,"여자",81,95,90,-5,-9,-14,-0.0526315789473684,-0.1,-0.147368421052632
"612","2021","경북","영덕군","초등학교",2021-04-01,"남자",86,111,105,-6,-19,-25,-0.0540540540540541,-0.180952380952381,-0.225225225225225
"613","2021","경북","청도군","초등학교",2021-04-01,"전체",148,158,160,2,-12,-10,0.0126582278481013,-0.075,-0.0632911392405063
"614","2021","경북","청도군","초등학교",2021-04-01,"여자",73,74,75,1,-2,-1,0.0135135135135135,-0.0266666666666667,-0.0135135135135135
"615","2021","경북","청도군","초등학교",2021-04-01,"남자",75,84,85,1,-10,-9,0.0119047619047619,-0.117647058823529,-0.107142857142857
"616","2021","경북","고령군","초등학교",2021-04-01,"전체",157,170,158,-12,-1,-13,-0.0705882352941176,-0.00632911392405063,-0.0764705882352941
"617","2021","경북","고령군","초등학교",2021-04-01,"여자",70,77,68,-9,2,-7,-0.116883116883117,0.0294117647058824,-0.0909090909090909
"618","2021","경북","고령군","초등학교",2021-04-01,"남자",87,93,90,-3,-3,-6,-0.032258064516129,-0.0333333333333333,-0.0645161290322581
"619","2021","경북","성주군","초등학교",2021-04-01,"전체",147,215,191,-24,-44,-68,-0.111627906976744,-0.230366492146597,-0.316279069767442
"620","2021","경북","성주군","초등학교",2021-04-01,"여자",77,100,92,-8,-15,-23,-0.08,-0.16304347826087,-0.23
"621","2021","경북","성주군","초등학교",2021-04-01,"남자",70,115,99,-16,-29,-45,-0.139130434782609,-0.292929292929293,-0.391304347826087
"622","2021","경북","칠곡군","초등학교",2021-04-01,"전체",1016,1150,1102,-48,-86,-134,-0.0417391304347826,-0.0780399274047187,-0.116521739130435
"623","2021","경북","칠곡군","초등학교",2021-04-01,"여자",475,540,517,-23,-42,-65,-0.0425925925925926,-0.0812379110251451,-0.12037037037037
"624","2021","경북","칠곡군","초등학교",2021-04-01,"남자",541,610,585,-25,-44,-69,-0.040983606557377,-0.0752136752136752,-0.113114754098361
"625","2021","경북","예천군","초등학교",2021-04-01,"전체",361,458,484,26,-123,-97,0.0567685589519651,-0.254132231404959,-0.2117903930131
"626","2021","경북","예천군","초등학교",2021-04-01,"여자",163,218,222,4,-59,-55,0.018348623853211,-0.265765765765766,-0.252293577981651
"627","2021","경북","예천군","초등학교",2021-04-01,"남자",198,240,262,22,-64,-42,0.0916666666666667,-0.244274809160305,-0.175
"628","2021","경북","봉화군","초등학교",2021-04-01,"전체",127,180,157,-23,-30,-53,-0.127777777777778,-0.191082802547771,-0.294444444444444
"629","2021","경북","봉화군","초등학교",2021-04-01,"여자",56,74,66,-8,-10,-18,-0.108108108108108,-0.151515151515152,-0.243243243243243
"630","2021","경북","봉화군","초등학교",2021-04-01,"남자",71,106,91,-15,-20,-35,-0.141509433962264,-0.21978021978022,-0.330188679245283
"631","2021","경북","울진군","초등학교",2021-04-01,"전체",296,334,321,-13,-25,-38,-0.0389221556886228,-0.0778816199376947,-0.11377245508982
"632","2021","경북","울진군","초등학교",2021-04-01,"여자",157,164,162,-2,-5,-7,-0.0121951219512195,-0.0308641975308642,-0.0426829268292683
"633","2021","경북","울진군","초등학교",2021-04-01,"남자",139,170,159,-11,-20,-31,-0.0647058823529412,-0.125786163522013,-0.182352941176471
"634","2021","경북","울릉군","초등학교",2021-04-01,"전체",43,48,39,-9,4,-5,-0.1875,0.102564102564103,-0.104166666666667
"635","2021","경북","울릉군","초등학교",2021-04-01,"여자",24,24,20,-4,4,0,-0.166666666666667,0.2,0
"636","2021","경북","울릉군","초등학교",2021-04-01,"남자",19,24,19,-5,0,-5,-0.208333333333333,0,-0.208333333333333
"637","2021","경남","진주시","초등학교",2021-04-01,"전체",3329,3173,3211,38,118,156,0.0119760479041916,0.0367486764247898,0.0491648282382603
"638","2021","경남","진주시","초등학교",2021-04-01,"여자",1605,1581,1604,23,1,24,0.0145477545857052,0.000623441396508728,0.015180265654649
"639","2021","경남","진주시","초등학교",2021-04-01,"남자",1724,1592,1607,15,117,132,0.00942211055276382,0.0728064716863721,0.0829145728643216
"640","2021","경남","통영시","초등학교",2021-04-01,"전체",1168,1186,1166,-20,2,-18,-0.0168634064080944,0.00171526586620926,-0.015177065767285
"641","2021","경남","통영시","초등학교",2021-04-01,"여자",573,568,564,-4,9,5,-0.00704225352112676,0.0159574468085106,0.00880281690140845
"642","2021","경남","통영시","초등학교",2021-04-01,"남자",595,618,602,-16,-7,-23,-0.0258899676375405,-0.0116279069767442,-0.0372168284789644
"643","2021","경남","사천시","초등학교",2021-04-01,"전체",926,922,909,-13,17,4,-0.0140997830802603,0.0187018701870187,0.00433839479392625
"644","2021","경남","사천시","초등학교",2021-04-01,"여자",473,443,435,-8,38,30,-0.018058690744921,0.0873563218390805,0.0677200902934537
"645","2021","경남","사천시","초등학교",2021-04-01,"남자",453,479,474,-5,-21,-26,-0.0104384133611691,-0.0443037974683544,-0.0542797494780793
"646","2021","경남","김해시","초등학교",2021-04-01,"전체",5522,5511,5566,55,-44,11,0.00998003992015968,-0.00790513833992095,0.00199600798403194
"647","2021","경남","김해시","초등학교",2021-04-01,"여자",2668,2680,2689,9,-21,-12,0.00335820895522388,-0.00780959464484939,-0.00447761194029851
"648","2021","경남","김해시","초등학교",2021-04-01,"남자",2854,2831,2877,46,-23,23,0.0162486753797245,-0.00799443865137296,0.00812433768986224
"649","2021","경남","밀양시","초등학교",2021-04-01,"전체",610,594,601,7,9,16,0.0117845117845118,0.0149750415973378,0.0269360269360269
"650","2021","경남","밀양시","초등학교",2021-04-01,"여자",298,306,310,4,-12,-8,0.0130718954248366,-0.0387096774193548,-0.0261437908496732
"651","2021","경남","밀양시","초등학교",2021-04-01,"남자",312,288,291,3,21,24,0.0104166666666667,0.0721649484536082,0.0833333333333333
"652","2021","경남","거제시","초등학교",2021-04-01,"전체",3108,3360,3292,-68,-184,-252,-0.0202380952380952,-0.0558930741190765,-0.075
"653","2021","경남","거제시","초등학교",2021-04-01,"여자",1502,1674,1631,-43,-129,-172,-0.0256869772998805,-0.079092581238504,-0.102747909199522
"654","2021","경남","거제시","초등학교",2021-04-01,"남자",1606,1686,1661,-25,-55,-80,-0.0148279952550415,-0.033112582781457,-0.0474495848161329
"655","2021","경남","양산시","초등학교",2021-04-01,"전체",3867,4020,4004,-16,-137,-153,-0.00398009950248756,-0.0342157842157842,-0.0380597014925373
"656","2021","경남","양산시","초등학교",2021-04-01,"여자",1852,1940,1961,21,-109,-88,0.0108247422680412,-0.055583885772565,-0.045360824742268
"657","2021","경남","양산시","초등학교",2021-04-01,"남자",2015,2080,2043,-37,-28,-65,-0.0177884615384615,-0.0137053352912384,-0.03125
"658","2021","경남","의령군","초등학교",2021-04-01,"전체",103,126,123,-3,-20,-23,-0.0238095238095238,-0.16260162601626,-0.182539682539683
"659","2021","경남","의령군","초등학교",2021-04-01,"여자",41,41,39,-2,2,0,-0.0487804878048781,0.0512820512820513,0
"660","2021","경남","의령군","초등학교",2021-04-01,"남자",62,85,84,-1,-22,-23,-0.0117647058823529,-0.261904761904762,-0.270588235294118
"661","2021","경남","함안군","초등학교",2021-04-01,"전체",475,475,468,-7,7,0,-0.0147368421052632,0.014957264957265,0
"662","2021","경남","함안군","초등학교",2021-04-01,"여자",237,236,237,1,0,1,0.00423728813559322,0,0.00423728813559322
"663","2021","경남","함안군","초등학교",2021-04-01,"남자",238,239,231,-8,7,-1,-0.0334728033472803,0.0303030303030303,-0.00418410041841004
"664","2021","경남","창녕군","초등학교",2021-04-01,"전체",324,353,346,-7,-22,-29,-0.0198300283286119,-0.0635838150289017,-0.0821529745042493
"665","2021","경남","창녕군","초등학교",2021-04-01,"여자",151,176,174,-2,-23,-25,-0.0113636363636364,-0.132183908045977,-0.142045454545455
"666","2021","경남","창녕군","초등학교",2021-04-01,"남자",173,177,172,-5,1,-4,-0.0282485875706215,0.00581395348837209,-0.0225988700564972
"667","2021","경남","고성군","초등학교",2021-04-01,"전체",305,325,315,-10,-10,-20,-0.0307692307692308,-0.0317460317460317,-0.0615384615384615
"668","2021","경남","고성군","초등학교",2021-04-01,"여자",167,171,166,-5,1,-4,-0.0292397660818713,0.00602409638554217,-0.0233918128654971
"669","2021","경남","고성군","초등학교",2021-04-01,"남자",138,154,149,-5,-11,-16,-0.0324675324675325,-0.0738255033557047,-0.103896103896104
"670","2021","경남","남해군","초등학교",2021-04-01,"전체",188,186,188,2,0,2,0.010752688172043,0,0.010752688172043
"671","2021","경남","남해군","초등학교",2021-04-01,"여자",78,78,76,-2,2,0,-0.0256410256410256,0.0263157894736842,0
"672","2021","경남","남해군","초등학교",2021-04-01,"남자",110,108,112,4,-2,2,0.037037037037037,-0.0178571428571429,0.0185185185185185
"673","2021","경남","하동군","초등학교",2021-04-01,"전체",183,252,238,-14,-55,-69,-0.0555555555555556,-0.23109243697479,-0.273809523809524
"674","2021","경남","하동군","초등학교",2021-04-01,"여자",71,116,104,-12,-33,-45,-0.103448275862069,-0.317307692307692,-0.387931034482759
"675","2021","경남","하동군","초등학교",2021-04-01,"남자",112,136,134,-2,-22,-24,-0.0147058823529412,-0.164179104477612,-0.176470588235294
"676","2021","경남","산청군","초등학교",2021-04-01,"전체",112,155,141,-14,-29,-43,-0.0903225806451613,-0.205673758865248,-0.27741935483871
"677","2021","경남","산청군","초등학교",2021-04-01,"여자",50,78,71,-7,-21,-28,-0.0897435897435897,-0.295774647887324,-0.358974358974359
"678","2021","경남","산청군","초등학교",2021-04-01,"남자",62,77,70,-7,-8,-15,-0.0909090909090909,-0.114285714285714,-0.194805194805195
"679","2021","경남","함양군","초등학교",2021-04-01,"전체",210,211,207,-4,3,-1,-0.018957345971564,0.0144927536231884,-0.004739336492891
"680","2021","경남","함양군","초등학교",2021-04-01,"여자",101,108,107,-1,-6,-7,-0.00925925925925926,-0.0560747663551402,-0.0648148148148148
"681","2021","경남","함양군","초등학교",2021-04-01,"남자",109,103,100,-3,9,6,-0.029126213592233,0.09,0.058252427184466
"682","2021","경남","거창군","초등학교",2021-04-01,"전체",453,437,423,-14,30,16,-0.0320366132723112,0.0709219858156028,0.0366132723112128
"683","2021","경남","거창군","초등학교",2021-04-01,"여자",228,219,213,-6,15,9,-0.0273972602739726,0.0704225352112676,0.0410958904109589
"684","2021","경남","거창군","초등학교",2021-04-01,"남자",225,218,210,-8,15,7,-0.036697247706422,0.0714285714285714,0.0321100917431193
"685","2021","경남","합천군","초등학교",2021-04-01,"전체",155,174,176,2,-21,-19,0.0114942528735632,-0.119318181818182,-0.109195402298851
"686","2021","경남","합천군","초등학교",2021-04-01,"여자",77,82,85,3,-8,-5,0.0365853658536585,-0.0941176470588235,-0.0609756097560976
"687","2021","경남","합천군","초등학교",2021-04-01,"남자",78,92,91,-1,-13,-14,-0.0108695652173913,-0.142857142857143,-0.152173913043478
"688","2021","제주","제주시","초등학교",2021-04-01,"전체",5130,4905,4950,45,180,225,0.00917431192660551,0.0363636363636364,0.0458715596330275
"689","2021","제주","제주시","초등학교",2021-04-01,"여자",2501,2406,2454,48,47,95,0.0199501246882793,0.0191524042379788,0.0394846217788861
"690","2021","제주","제주시","초등학교",2021-04-01,"남자",2629,2499,2496,-3,133,130,-0.00120048019207683,0.0532852564102564,0.0520208083233293
"691","2021","제주","서귀포시","초등학교",2021-04-01,"전체",1495,1553,1595,42,-100,-58,0.0270444301352222,-0.0626959247648903,-0.0373470701867354
"692","2021","제주","서귀포시","초등학교",2021-04-01,"여자",747,769,774,5,-27,-22,0.00650195058517555,-0.0348837209302326,-0.0286085825747724
"693","2021","제주","서귀포시","초등학교",2021-04-01,"남자",748,784,821,37,-73,-36,0.0471938775510204,-0.0889159561510353,-0.0459183673469388
"694","2015","서울","종로구","초등학교",2015-04-01,"전체",976,1006,1009,3,-33,-30,0.00298210735586481,-0.0327056491575818,-0.0298210735586481
"695","2015","서울","종로구","초등학교",2015-04-01,"여자",472,488,488,0,-16,-16,0,-0.0327868852459016,-0.0327868852459016
"696","2015","서울","종로구","초등학교",2015-04-01,"남자",504,518,521,3,-17,-14,0.00579150579150579,-0.0326295585412668,-0.027027027027027
"697","2015","서울","중구","초등학교",2015-04-01,"전체",977,886,805,-81,172,91,-0.0914221218961625,0.213664596273292,0.102708803611738
"698","2015","서울","중구","초등학교",2015-04-01,"여자",496,445,398,-47,98,51,-0.10561797752809,0.246231155778894,0.114606741573034
"699","2015","서울","중구","초등학교",2015-04-01,"남자",481,441,407,-34,74,40,-0.0770975056689342,0.181818181818182,0.090702947845805
"700","2015","서울","용산구","초등학교",2015-04-01,"전체",1414,1858,1796,-62,-382,-444,-0.0333692142088267,-0.212694877505568,-0.238966630785791
"701","2015","서울","용산구","초등학교",2015-04-01,"여자",714,944,927,-17,-213,-230,-0.0180084745762712,-0.229773462783172,-0.24364406779661
"702","2015","서울","용산구","초등학교",2015-04-01,"남자",700,914,869,-45,-169,-214,-0.0492341356673961,-0.194476409666283,-0.234135667396061
"703","2015","서울","성동구","초등학교",2015-04-01,"전체",2147,2441,2362,-79,-215,-294,-0.0323637853338796,-0.0910245554614733,-0.120442441622286
"704","2015","서울","성동구","초등학교",2015-04-01,"여자",1040,1187,1150,-37,-110,-147,-0.0311710193765796,-0.0956521739130435,-0.123841617523168
"705","2015","서울","성동구","초등학교",2015-04-01,"남자",1107,1254,1212,-42,-105,-147,-0.0334928229665072,-0.0866336633663366,-0.117224880382775
"706","2015","서울","광진구","초등학교",2015-04-01,"전체",2601,2615,2532,-83,69,-14,-0.0317399617590822,0.0272511848341232,-0.00535372848948375
"707","2015","서울","광진구","초등학교",2015-04-01,"여자",1237,1265,1221,-44,16,-28,-0.0347826086956522,0.0131040131040131,-0.0221343873517787
"708","2015","서울","광진구","초등학교",2015-04-01,"남자",1364,1350,1311,-39,53,14,-0.0288888888888889,0.0404271548436308,0.0103703703703704
"709","2015","서울","동대문구","초등학교",2015-04-01,"전체",2596,2692,2644,-48,-48,-96,-0.0178306092124814,-0.0181543116490166,-0.0356612184249629
"710","2015","서울","동대문구","초등학교",2015-04-01,"여자",1267,1327,1298,-29,-31,-60,-0.0218538055764883,-0.0238828967642527,-0.0452147701582517
"711","2015","서울","동대문구","초등학교",2015-04-01,"남자",1329,1365,1346,-19,-17,-36,-0.0139194139194139,-0.012630014858841,-0.0263736263736264
"712","2015","서울","중랑구","초등학교",2015-04-01,"전체",2812,3082,3019,-63,-207,-270,-0.0204412719013628,-0.0685657502484266,-0.0876054510058404
"713","2015","서울","중랑구","초등학교",2015-04-01,"여자",1389,1505,1468,-37,-79,-116,-0.0245847176079734,-0.0538147138964578,-0.0770764119601329
"714","2015","서울","중랑구","초등학교",2015-04-01,"남자",1423,1577,1551,-26,-128,-154,-0.0164870006341154,-0.0825274016763378,-0.0976537729866836
"715","2015","서울","성북구","초등학교",2015-04-01,"전체",3876,4069,3973,-96,-97,-193,-0.0235930203981322,-0.0244147998993204,-0.0474318014254116
"716","2015","서울","성북구","초등학교",2015-04-01,"여자",1871,1978,1951,-27,-80,-107,-0.0136501516683519,-0.0410046130189646,-0.0540950455005056
"717","2015","서울","성북구","초등학교",2015-04-01,"남자",2005,2091,2022,-69,-17,-86,-0.0329985652797704,-0.00840751730959446,-0.0411286465805835
"718","2015","서울","강북구","초등학교",2015-04-01,"전체",1855,2540,2417,-123,-562,-685,-0.0484251968503937,-0.232519652461729,-0.269685039370079
"719","2015","서울","강북구","초등학교",2015-04-01,"여자",927,1282,1214,-68,-287,-355,-0.0530421216848674,-0.236408566721582,-0.276911076443058
"720","2015","서울","강북구","초등학교",2015-04-01,"남자",928,1258,1203,-55,-275,-330,-0.0437201907790143,-0.228595178719867,-0.262321144674086
"721","2015","서울","도봉구","초등학교",2015-04-01,"전체",2813,2687,2620,-67,193,126,-0.0249348716040194,0.0736641221374046,0.0468924451060662
"722","2015","서울","도봉구","초등학교",2015-04-01,"여자",1349,1307,1291,-16,58,42,-0.0122417750573833,0.0449264136328428,0.0321346595256312
"723","2015","서울","도봉구","초등학교",2015-04-01,"남자",1464,1380,1329,-51,135,84,-0.0369565217391304,0.101580135440181,0.0608695652173913
"724","2015","서울","노원구","초등학교",2015-04-01,"전체",4895,4832,4734,-98,161,63,-0.0202814569536424,0.0340092944655682,0.0130380794701987
"725","2015","서울","노원구","초등학교",2015-04-01,"여자",2388,2404,2341,-63,47,-16,-0.0262063227953411,0.0200768902178556,-0.00665557404326123
"726","2015","서울","노원구","초등학교",2015-04-01,"남자",2507,2428,2393,-35,114,79,-0.0144151565074135,0.0476389469285416,0.0325370675453048
"727","2015","서울","은평구","초등학교",2015-04-01,"전체",3960,4302,4167,-135,-207,-342,-0.0313807531380753,-0.0496760259179266,-0.0794979079497908
"728","2015","서울","은평구","초등학교",2015-04-01,"여자",1898,2059,1990,-69,-92,-161,-0.0335114133074308,-0.0462311557788945,-0.0781932977173385
"729","2015","서울","은평구","초등학교",2015-04-01,"남자",2062,2243,2177,-66,-115,-181,-0.0294248773963442,-0.0528249885163068,-0.0806954971020954
"730","2015","서울","서대문구","초등학교",2015-04-01,"전체",2109,2256,2196,-60,-87,-147,-0.0265957446808511,-0.0396174863387978,-0.0651595744680851
"731","2015","서울","서대문구","초등학교",2015-04-01,"여자",1029,1070,1057,-13,-28,-41,-0.0121495327102804,-0.0264900662251656,-0.0383177570093458
"732","2015","서울","서대문구","초등학교",2015-04-01,"남자",1080,1186,1139,-47,-59,-106,-0.0396290050590219,-0.0517998244073749,-0.0893760539629005
"733","2015","서울","마포구","초등학교",2015-04-01,"전체",2917,3262,3183,-79,-266,-345,-0.0242182709993869,-0.0835689601005341,-0.105763335377069
"734","2015","서울","마포구","초등학교",2015-04-01,"여자",1412,1559,1535,-24,-123,-147,-0.0153944836433611,-0.0801302931596091,-0.0942912123155869
"735","2015","서울","마포구","초등학교",2015-04-01,"남자",1505,1703,1648,-55,-143,-198,-0.0322959483264827,-0.0867718446601942,-0.116265413975338
"736","2015","서울","양천구","초등학교",2015-04-01,"전체",4071,3822,3914,92,157,249,0.0240711669283098,0.040112416964742,0.065149136577708
"737","2015","서울","양천구","초등학교",2015-04-01,"여자",1975,1859,1904,45,71,116,0.0242065626681011,0.0372899159663866,0.0623991393222162
"738","2015","서울","양천구","초등학교",2015-04-01,"남자",2096,1963,2010,47,86,133,0.0239429444727458,0.0427860696517413,0.0677534386143658
"739","2015","서울","강서구","초등학교",2015-04-01,"전체",4757,4663,4591,-72,166,94,-0.015440703409822,0.0361576998475278,0.0201586961183787
"740","2015","서울","강서구","초등학교",2015-04-01,"여자",2324,2279,2233,-46,91,45,-0.0201842913558578,0.0407523510971787,0.0197455024133392
"741","2015","서울","강서구","초등학교",2015-04-01,"남자",2433,2384,2358,-26,75,49,-0.0109060402684564,0.0318066157760814,0.0205536912751678
"742","2015","서울","구로구","초등학교",2015-04-01,"전체",3516,4034,3917,-117,-401,-518,-0.0290034705007437,-0.102374266019913,-0.128408527516113
"743","2015","서울","구로구","초등학교",2015-04-01,"여자",1728,1996,1950,-46,-222,-268,-0.0230460921843687,-0.113846153846154,-0.134268537074148
"744","2015","서울","구로구","초등학교",2015-04-01,"남자",1788,2038,1967,-71,-179,-250,-0.034838076545633,-0.0910015251652262,-0.122669283611384
"745","2015","서울","금천구","초등학교",2015-04-01,"전체",1550,1731,1636,-95,-86,-181,-0.0548815713460427,-0.0525672371638142,-0.104563835932987
"746","2015","서울","금천구","초등학교",2015-04-01,"여자",753,851,809,-42,-56,-98,-0.0493537015276146,-0.069221260815822,-0.115158636897767
"747","2015","서울","금천구","초등학교",2015-04-01,"남자",797,880,827,-53,-30,-83,-0.0602272727272727,-0.0362756952841596,-0.0943181818181818
"748","2015","서울","영등포구","초등학교",2015-04-01,"전체",2589,3099,2939,-160,-350,-510,-0.0516295579219103,-0.119088125212657,-0.164569215876089
"749","2015","서울","영등포구","초등학교",2015-04-01,"여자",1265,1560,1484,-76,-219,-295,-0.0487179487179487,-0.147574123989218,-0.189102564102564
"750","2015","서울","영등포구","초등학교",2015-04-01,"남자",1324,1539,1455,-84,-131,-215,-0.0545808966861598,-0.0900343642611684,-0.139701104613385
"751","2015","서울","동작구","초등학교",2015-04-01,"전체",2904,3239,3177,-62,-273,-335,-0.0191417104044458,-0.0859301227573182,-0.103426983636925
"752","2015","서울","동작구","초등학교",2015-04-01,"여자",1429,1607,1571,-36,-142,-178,-0.0224019912881145,-0.0903882877148313,-0.110765401369011
"753","2015","서울","동작구","초등학교",2015-04-01,"남자",1475,1632,1606,-26,-131,-157,-0.0159313725490196,-0.0815691158156912,-0.0962009803921569
"754","2015","서울","관악구","초등학교",2015-04-01,"전체",3014,3557,3354,-203,-340,-543,-0.0570705650829351,-0.101371496720334,-0.152656733202137
"755","2015","서울","관악구","초등학교",2015-04-01,"여자",1454,1697,1590,-107,-136,-243,-0.0630524454920448,-0.0855345911949685,-0.143193871538008
"756","2015","서울","관악구","초등학교",2015-04-01,"남자",1560,1860,1764,-96,-204,-300,-0.0516129032258065,-0.115646258503401,-0.161290322580645
"757","2015","서울","서초구","초등학교",2015-04-01,"전체",3926,3839,4001,162,-75,87,0.0421984891898932,-0.0187453136715821,0.0226621516019797
"758","2015","서울","서초구","초등학교",2015-04-01,"여자",1928,1881,1975,94,-47,47,0.049973418394471,-0.0237974683544304,0.0249867091972355
"759","2015","서울","서초구","초등학교",2015-04-01,"남자",1998,1958,2026,68,-28,40,0.034729315628192,-0.0138203356367226,0.0204290091930541
"760","2015","서울","강남구","초등학교",2015-04-01,"전체",3970,4050,4114,64,-144,-80,0.0158024691358025,-0.0350024307243559,-0.0197530864197531
"761","2015","서울","강남구","초등학교",2015-04-01,"여자",1881,1924,1954,30,-73,-43,0.0155925155925156,-0.0373592630501535,-0.0223492723492724
"762","2015","서울","강남구","초등학교",2015-04-01,"남자",2089,2126,2160,34,-71,-37,0.0159924741298213,-0.0328703703703704,-0.0174035747883349
"763","2015","서울","송파구","초등학교",2015-04-01,"전체",5204,5431,5633,202,-429,-227,0.0371938869453139,-0.0761583525652405,-0.0417970907751795
"764","2015","서울","송파구","초등학교",2015-04-01,"여자",2489,2626,2720,94,-231,-137,0.0357958872810358,-0.0849264705882353,-0.0521706016755522
