"","prov","distinct","adm.year","adm.total","adm.male","adm.female","pop.age","pop.year","pop.total","pop.male","pop.female","adm.per.pop.total","adm.per.pop.male","adm.per.pop.female"
"1","강원","강릉시",2010,2054,1059,995,"4",2008,2018,1050,968,1.04024057274701,1.02895540075347,1.05248369348194
"2","강원","강릉시",2011,1935,989,946,"4",2009,1763,912,851,1.12171665532044,1.10634695085612,1.13822790529006
"3","강원","강릉시",2012,1735,919,816,"4",2010,1729,957,772,1.02555509641051,0.979700802058943,1.08228218772237
"4","강원","강릉시",2013,1704,923,781,"4",2011,1903,1016,887,0.915135311581799,0.9268253056295,0.901560895958818
"5","강원","강릉시",2014,1839,999,840,"4",2012,1639,844,795,1.14671973553666,1.20757171392617,1.08188178735695
"6","강원","강릉시",2015,1627,850,777,"4",2013,1662,819,843,1.00048606667283,1.05882677252421,0.943758979095635
"7","강원","강릉시",2016,1659,820,839,"4",2014,1652,868,784,1.02633905270704,0.963793553661984,1.09575522591112
"8","강원","강릉시",2017,1625,869,756,"4",2015,1650,873,777,1.00652353078417,1.01553623219457,0.996250217315188
"9","강원","강릉시",2018,1662,875,787,"4",2016,1627,823,804,1.04399394013311,1.08467119699831,1.00227370363464
"10","강원","강릉시",2019,1627,824,803,"4",2017,1447,778,669,1.14914156379422,1.08053168062695,1.22901470713551
"11","강원","강릉시",2020,1451,770,681,"4",2018,1373,693,680,1.08006871476359,1.13356748587886,1.02542960480763
"12","강원","고성군",2010,196,99,97,"4",2008,219,111,108,0.914674281294274,0.909917684610872,0.919635295767543
"13","강원","고성군",2011,175,97,78,"4",2009,194,98,96,0.921914891400249,1.00980042364515,0.831938115501051
"14","강원","고성군",2012,183,102,81,"4",2010,195,104,91,0.95911567690818,1.00059130003538,0.911404731774609
"15","강원","고성군",2013,181,99,82,"4",2011,169,97,72,1.09457715964931,1.04124601022481,1.16613547813823
"16","강원","고성군",2014,162,91,71,"4",2012,157,89,68,1.05455654984266,1.04313682127504,1.06909694480678
"17","강원","고성군",2015,160,94,66,"4",2013,146,70,76,1.12000932403381,1.36999727579074,0.889197014138775
"18","강원","고성군",2016,144,69,75,"4",2014,153,83,70,0.961890360640798,0.848126998470813,1.09706125121018
"19","강원","고성군",2017,154,82,72,"4",2015,161,91,70,0.977573355651245,0.9193107742622,1.05317880116177
"20","강원","고성군",2018,163,90,73,"4",2016,169,94,75,0.985724182446616,0.976797514427532,0.996619198877156
"21","강원","고성군",2019,155,78,77,"4",2017,144,68,76,1.10007860255577,1.17024172806906,1.03739651649524
"22","강원","고성군",2020,150,76,74,"4",2018,143,75,68,1.0720368966932,1.03381354712152,1.11427005515073
"23","강원","동해시",2010,980,531,449,"4",2008,920,496,424,1.08866123697525,1.09220141431756,1.08429670206088
"24","강원","동해시",2011,943,507,436,"4",2009,848,464,384,1.1365023858662,1.11475612889337,1.16258018704634
"25","강원","동해시",2012,845,436,409,"4",2010,827,435,392,1.0442529497132,1.02255604933073,1.06832869463086
"26","강원","동해시",2013,845,445,400,"4",2011,877,455,422,0.984717433766039,0.997788523284583,0.970543918922116
"27","강원","동해시",2014,928,484,444,"4",2012,786,423,363,1.20664617759774,1.16733332588377,1.2524027066157
"28","강원","동해시",2015,836,452,384,"4",2013,843,425,418,1.01352207928729,1.08502412530711,0.940638163717051
"29","강원","동해시",2016,869,429,440,"4",2014,843,449,394,1.05352952978548,0.974767051888262,1.1434682415321
"30","강원","동해시",2017,810,426,384,"4",2015,827,431,396,1.00099986895585,1.00837534590709,0.99289583947911
"31","강원","동해시",2018,829,436,393,"4",2016,868,440,428,0.976088771062123,1.0109360942247,0.940191745196012
"32","강원","동해시",2019,861,439,422,"4",2017,759,394,365,1.15935352509053,1.13673226819985,1.18382426888579
"33","강원","동해시",2020,756,386,370,"4",2018,734,393,341,1.052640915783,1.00203904476926,1.11100240103005
"34","강원","삼척시",2010,522,267,255,"4",2008,573,271,302,0.931044400122866,1.00515227622395,0.864571449629212
"35","강원","삼척시",2011,547,268,279,"4",2009,491,247,244,1.13857159669027,1.10694930199993,1.17079815498004
"36","강원","삼척시",2012,473,234,239,"4",2010,488,268,220,0.990594312232666,0.890781016888391,1.11235362016644
"37","강원","삼척시",2013,464,256,208,"4",2011,537,285,252,0.883076252878796,0.916399820163124,0.845143482413766
"38","강원","삼척시",2014,500,266,234,"4",2012,478,231,247,1.06904655667453,1.174788121729,0.970033106333209
"39","강원","삼척시",2015,447,216,231,"4",2013,485,264,221,0.941933614756369,0.834717875965345,1.07025522968739
"40","강원","삼척시",2016,461,249,212,"4",2014,486,246,240,0.969436054056318,1.03265233164818,0.904466053775501
"41","강원","삼척시",2017,464,236,228,"4",2015,473,243,230,1.00256225749665,0.990821950620044,1.01502014894576
"42","강원","삼척시",2018,450,233,217,"4",2016,511,269,242,0.900007492527165,0.883676958322669,0.918146578836506
"43","강원","삼척시",2019,486,260,226,"4",2017,439,218,221,1.13142627557151,1.21676509952135,1.04708953207511
"44","강원","삼척시",2020,400,199,201,"4",2018,426,223,203,0.959632402047744,0.910412272291052,1.01383591491147
"45","강원","속초시",2010,847,429,418,"4",2008,805,423,382,1.07533069121637,1.03468181157879,1.12041927435985
"46","강원","속초시",2011,803,424,379,"4",2009,680,340,340,1.2068718118665,1.27226280179816,1.1413739213571
"47","강원","속초시",2012,677,339,338,"4",2010,688,342,346,1.00566825586982,1.0112615202972,1.00024929493768
"48","강원","속초시",2013,680,340,340,"4",2011,712,383,329,0.976075541521034,0.905670106211312,1.05815836996159
"49","강원","속초시",2014,712,399,313,"4",2012,630,320,310,1.15503183781708,1.27207526305969,1.03383277479634
"50","강원","속초시",2015,644,312,332,"4",2013,614,325,289,1.0719437773102,0.979402307799339,1.17627236346595
"51","강원","속초시",2016,597,314,283,"4",2014,708,348,360,0.861778360711816,0.920534975601629,0.804917903202726
"52","강원","속초시",2017,666,316,350,"4",2015,673,355,318,1.01137840482681,0.90813124784211,1.12696019516349
"53","강원","속초시",2018,648,342,306,"4",2016,671,314,357,0.986976919971966,1.11118494316406,0.877649000968142
"54","강원","속초시",2019,663,324,339,"4",2017,612,301,311,1.10717588386258,1.098167039476,1.11610990316045
"55","강원","속초시",2020,579,274,305,"4",2018,630,309,321,0.939274486090017,0.904652886788764,0.972887132433532
"56","강원","양구군",2010,210,106,104,"4",2008,235,115,120,0.913284198799906,0.940368157850814,0.887400656534454
"57","강원","양구군",2011,222,105,117,"4",2009,209,118,91,1.08557841538827,0.907814639114853,1.31647350145221
"58","강원","양구군",2012,192,100,92,"4",2010,212,108,104,0.925592611182654,0.94463957156572,0.905778776640197
"59","강원","양구군",2013,199,110,89,"4",2011,211,115,96,0.963884801554448,0.975853748713109,0.949262721533251
"60","강원","양구군",2014,209,115,94,"4",2012,211,106,105,1.01232122374311,1.10683240366474,0.916655623233392
"61","강원","양구군",2015,197,106,91,"4",2013,177,88,89,1.13748969554591,1.22889020628231,1.04693335883278
"62","강원","양구군",2016,166,85,81,"4",2014,215,106,109,0.789085638874515,0.818093515752199,0.760897528362288
"63","강원","양구군",2017,197,93,104,"4",2015,218,120,98,0.923558147301041,0.790663321400508,1.0866130488177
"64","강원","양구군",2018,199,110,89,"4",2016,229,114,115,0.888120930689907,0.984413869315856,0.792428011019061
"65","강원","양구군",2019,195,97,98,"4",2017,179,84,95,1.1133612239959,1.17810049425268,1.05625827134061
"66","강원","양구군",2020,166,83,83,"4",2018,186,94,92,0.912115120204412,0.900824374416502,0.923757372395816
"67","강원","양양군",2010,207,113,94,"4",2008,206,117,89,1.02696971453124,0.985331737725474,1.08144764538771
"68","강원","양양군",2011,180,103,77,"4",2009,189,97,92,0.973341436362712,1.08331655609248,0.856979731017805
"69","강원","양양군",2012,169,85,84,"4",2010,170,85,85,1.01599669342684,1.02021073729098,1.01187767170445
"70","강원","양양군",2013,168,82,86,"4",2011,197,97,100,0.87156055519991,0.862446190287218,0.880574497638036
"71","강원","양양군",2014,175,89,86,"4",2012,166,93,73,1.07741860802198,0.976330705579538,1.2062664351206
"72","강원","양양군",2015,150,87,63,"4",2013,167,80,87,0.917971713934893,1.10947917680394,0.741462087024809
"73","강원","양양군",2016,151,70,81,"4",2014,158,76,82,0.976729650223468,0.939667784346953,1.0114369584328
"74","강원","양양군",2017,158,85,73,"4",2015,160,84,76,1.00923340182859,1.03235610321111,0.983505788365615
"75","강원","양양군",2018,146,74,72,"4",2016,155,79,76,0.962666078673572,0.955640437462435,0.970033106333209
"76","강원","양양군",2019,154,83,71,"4",2017,145,80,65,1.08544351903345,1.05846863993939,1.11843988072094
"77","강원","양양군",2020,141,76,65,"4",2018,133,70,63,1.08348270416165,1.10765737191592,1.05642935301721
"78","강원","영월군",2010,283,144,139,"4",2008,297,144,153,0.973833022946733,1.02021073729098,0.930231457453161
"79","강원","영월군",2011,287,147,140,"4",2009,255,142,113,1.15026055626629,1.05613365057587,1.26857820198935
"80","강원","영월군",2012,244,132,112,"4",2010,256,134,122,0.97410185935987,1.00498371136126,0.939995651310141
"81","강원","영월군",2013,253,137,116,"4",2011,268,132,136,0.964806539439382,1.05885508340048,0.873346799983004
"82","강원","영월군",2014,254,136,118,"4",2012,239,121,118,1.08615130158132,1.14668314274027,1.02392383446283
"83","강원","영월군",2015,232,120,112,"4",2013,216,113,103,1.09771284212017,1.08340963252139,1.11339290737706
"84","강원","영월군",2016,205,113,92,"4",2014,223,125,98,0.939514547879254,0.922270506511044,0.961234620107965
"85","강원","영월군",2017,221,121,100,"4",2015,251,128,123,0.899856096844491,0.964417962595377,0.832458402002302
"86","강원","영월군",2018,238,115,123,"4",2016,202,111,91,1.20414863835169,1.05697508818435,1.38398496306515
"87","강원","영월군",2019,198,117,81,"4",2017,177,92,85,1.14326375491417,1.29744191590266,0.975739183429287
"88","강원","영월군",2020,168,88,80,"4",2018,188,104,84,0.913284198799906,0.863255239246212,0.975165556631268
"89","강원","원주시",2010,3262,1724,1538,"4",2008,3127,1613,1514,1.06613103731561,1.09041742782991,1.0401551237806
"90","강원","원주시",2011,3221,1671,1550,"4",2009,2983,1571,1412,1.1035499178178,1.08515094972198,1.12399571063555
"91","강원","원주시",2012,3041,1599,1442,"4",2010,3014,1543,1471,1.03116385978034,1.05723718012202,1.00373770856248
"92","강원","원주시",2013,3061,1576,1485,"4",2011,3389,1739,1650,0.923094731053873,0.924584313956631,0.921531451016549
"93","강원","원주시",2014,3415,1764,1651,"4",2012,3063,1566,1497,1.13945773928749,1.14920289947719,1.12925734849575
"94","강원","원주시",2015,3085,1569,1516,"4",2013,3010,1587,1423,1.04747383645778,1.00863934896632,1.09084225793792
"95","강원","원주시",2016,3173,1655,1518,"4",2014,3108,1561,1547,1.04338255999287,1.0816455927076,1.00472939929837
"96","강원","원주시",2017,3285,1649,1636,"4",2015,3200,1645,1555,1.0491556091794,1.02269149288317,1.0772600599236
"97","강원","원주시",2018,3224,1648,1576,"4",2016,3302,1648,1654,0.997866574916733,1.02021073729098,0.975637220745721
"98","강원","원주시",2019,3303,1634,1669,"4",2017,2860,1444,1416,1.18031262325921,1.15444899219769,1.20687067776728
"99","강원","원주시",2020,3008,1537,1471,"4",2018,2846,1443,1403,1.08018327217428,1.08666937159822,1.07355093406616
"100","강원","인제군",2010,305,165,140,"4",2008,334,180,154,0.933271242500475,0.935193175850063,0.930839849511665
"101","강원","인제군",2011,323,167,156,"4",2009,326,184,142,1.01260352190924,0.925952136563007,1.12487407166339
"102","강원","인제군",2012,279,146,133,"4",2010,323,166,157,0.882787534930206,0.89729378099086,0.867400445755138
"103","강원","인제군",2013,291,140,151,"4",2011,337,178,159,0.88250586314726,0.802412939442342,0.972405654112501
"104","강원","인제군",2014,310,159,151,"4",2012,286,146,140,1.1077714599163,1.11105141937853,1.10437499288491
"105","강원","인제군",2015,282,138,144,"4",2013,301,160,141,0.957496343212621,0.879931760913468,1.04570944796204
"106","강원","인제군",2016,264,137,127,"4",2014,335,185,150,0.805403719879832,0.755507410858724,0.866922179845198
"107","강원","인제군",2017,300,163,137,"4",2015,292,161,131,1.05000874128169,1.03288416259894,1.07082110932372
"108","강원","인제군",2018,253,152,101,"4",2016,326,163,163,0.79315384223851,0.951362159927783,0.634455872888012
"109","강원","인제군",2019,274,140,134,"4",2017,280,144,136,1.00010832586269,0.991871550144006,1.00886613101485
"110","강원","인제군",2020,251,123,128,"4",2018,243,137,106,1.05565487882055,0.915955625451024,1.23643632840795
"111","강원","정선군",2010,251,125,126,"4",2008,279,144,135,0.919441346069508,0.885599598342863,0.955662245498643
"112","강원","정선군",2011,256,142,114,"4",2009,275,138,137,0.951397011251989,1.04978206300956,0.852024212618707
"113","강원","정선군",2012,255,124,131,"4",2010,237,113,124,1.09962940753635,1.11952328693877,1.08172598640831
"114","강원","정선군",2013,227,112,115,"4",2011,286,148,138,0.811174585164519,0.77205136876074,0.85326986205236
"115","강원","정선군",2014,289,148,141,"4",2012,252,123,129,1.17206531295343,1.22757064324443,1.11917256325007
"116","강원","정선군",2015,238,114,124,"4",2013,280,146,134,0.86870723195372,0.796602904460079,0.947511608010382
"117","강원","정선군",2016,267,143,124,"4",2014,259,131,128,1.05357633854937,1.11366515597412,0.991926214635868
"118","강원","정선군",2017,262,134,128,"4",2015,237,115,122,1.12981531284127,1.18876729388688,1.07428074435445
"119","강원","정선군",2018,218,108,110,"4",2016,269,140,129,0.828244813321282,0.787019711624469,0.873113347216368
"120","강원","정선군",2019,251,136,115,"4",2017,196,98,98,1.30879660996629,1.41580265583238,1.20154327513496
"121","강원","정선군",2020,187,95,92,"4",2018,221,109,112,0.864776429999179,0.889174495804063,0.841080292594469
"122","강원","철원군",2010,416,216,200,"4",2008,432,235,197,0.984156341211186,0.937725613850431,1.039516583211
"123","강원","철원군",2011,432,241,191,"4",2009,429,216,213,1.02915542082547,1.13829068373669,0.918166443109863
"124","강원","철원군",2012,402,200,202,"4",2010,476,237,239,0.863124832539287,0.860937331047239,0.865408429127582
"125","강원","철원군",2013,441,225,216,"4",2011,448,227,221,1.00603962524052,1.01122209643379,1.00075813685055
"126","강원","철원군",2014,427,216,211,"4",2012,453,243,210,0.963350183207995,0.906853988703091,1.02879966224599
"127","강원","철원군",2015,418,221,197,"4",2013,404,204,200,1.05742464460296,1.10522829873189,1.00856497694589
"128","강원","철원군",2016,361,184,177,"4",2014,427,222,205,0.864039979984276,0.845580070547477,0.884070822926445
"129","강원","철원군",2017,371,200,171,"4",2015,371,206,165,1.02200850818085,0.990495861447551,1.0611574284433
"130","강원","철원군",2018,359,200,159,"4",2016,400,202,198,0.917252636092311,1.01010964088216,0.822241867068638
"131","강원","철원군",2019,336,160,176,"4",2017,323,163,160,1.06314197755036,1.00143385255556,1.12631621790912
"132","강원","철원군",2020,301,141,160,"4",2018,368,190,178,0.835936306963139,0.757103757673831,0.920380974798051
"133","강원","춘천시",2010,2590,1314,1276,"4",2008,2405,1271,1134,1.10062454727168,1.05472612808839,1.15214004653842
"134","강원","춘천시",2011,2406,1264,1142,"4",2009,2367,1237,1130,1.03884768512172,1.04247887787857,1.03479736190845
"135","강원","춘천시",2012,2418,1265,1153,"4",2010,2264,1183,1081,1.09152675476205,1.09092695069576,1.09212227672123
"136","강원","춘천시",2013,2271,1199,1072,"4",2011,2528,1301,1227,0.918109700189361,0.940224960808518,0.894577302806973
"137","강원","춘천시",2014,2517,1289,1228,"4",2012,2415,1265,1150,1.06517408492389,1.03956651412496,1.09337258149596
"138","강원","춘천시",2015,2436,1277,1159,"4",2013,2254,1178,1076,1.10453093430725,1.10595000977978,1.10290680682381
"139","강원","춘천시",2016,2297,1190,1107,"4",2014,2478,1273,1205,0.947358169205572,0.953692676650639,0.940650360788676
"140","강원","춘천시",2017,2485,1289,1196,"4",2015,2594,1336,1258,0.97906366338836,0.984320090095861,0.973460179664187
"141","강원","춘천시",2018,2570,1337,1233,"4",2016,2568,1337,1231,1.02280446496292,1.02021073729098,1.02558739877553
"142","강원","춘천시",2019,2544,1308,1236,"4",2017,2383,1205,1178,1.09105734150738,1.1074154725117,1.0743377414228
"143","강원","춘천시",2020,2377,1212,1165,"4",2018,2267,1167,1100,1.071598687228,1.05955048294487,1.08442842468109
"144","강원","태백시",2010,437,224,213,"4",2008,434,225,209,1.02907308312219,1.01567646734746,1.0435204628736
"145","강원","태백시",2011,397,195,202,"4",2009,418,222,196,0.9706635831287,0.896131053025859,1.05526844164027
"146","강원","태백시",2012,406,221,185,"4",2010,442,220,222,0.938767996202317,1.02484805882412,0.85326986205236
"147","강원","태백시",2013,415,196,219,"4",2011,485,265,220,0.874502125556808,0.75457096041144,1.01926963521527
"148","강원","태백시",2014,449,244,205,"4",2012,444,227,217,1.0335176130027,1.09661418457709,0.967301318271339
"149","강원","태백시",2015,399,204,195,"4",2013,413,193,220,0.987364151971327,1.07835746325057,0.907568853273874
"150","강원","태백시",2016,399,189,210,"4",2014,432,217,215,0.943938413805922,0.888570642156658,1.00011165226602
"151","강원","태백시",2017,397,193,204,"4",2015,393,189,204,1.03241063040152,1.04180249892677,1.02392383446283
"152","강원","태백시",2018,373,181,192,"4",2016,394,196,198,0.967535973480853,0.94213338494728,0.99289583947911
"153","강원","태백시",2019,360,179,181,"4",2017,312,164,148,1.17924058636252,1.11352269497003,1.2522311759309
"154","강원","태백시",2020,284,152,132,"4",2018,310,160,150,0.936291665559228,0.969200200426429,0.901052974327292
"155","강원","평창군",2010,336,171,165,"4",2008,326,181,145,1.05335846241952,0.963845503186504,1.16515470818184
"156","강원","평창군",2011,314,178,136,"4",2009,279,151,128,1.15021746082002,1.2026325247536,1.08791907411676
"157","강원","평창군",2012,304,175,129,"4",2010,297,159,138,1.0460962507979,1.12287345299321,0.957146193084821
"158","강원","평창군",2013,286,146,140,"4",2011,332,177,155,0.880404919697959,0.841529760703293,0.924834431127719
"159","강원","평창군",2014,313,163,150,"4",2012,327,167,160,0.978252792234267,0.995774551966643,0.959928594808905
"160","강원","평창군",2015,312,156,156,"4",2013,274,136,138,1.16374691442491,1.17024172806906,1.15747911721885
"161","강원","평창군",2016,258,128,130,"4",2014,286,157,129,0.921951731156149,0.831764167982453,1.03186122852844
"162","강원","평창군",2017,278,157,121,"4",2015,244,125,119,1.1644195298126,1.28138468603747,1.04113263840338
"163","강원","평창군",2018,237,116,121,"4",2016,261,133,128,0.928030714325137,0.88980786109589,0.967927999765646
"164","강원","평창군",2019,261,132,129,"4",2017,229,125,104,1.16482192417118,1.07734253857927,1.27005937159332
"165","강원","평창군",2020,213,119,94,"4",2018,191,86,105,1.13972676566765,1.41168695043752,0.916655623233392
"166","강원","홍천군",2010,588,324,264,"4",2008,583,281,302,1.03077358972614,1.17632839459885,0.895085736086714
"167","강원","홍천군",2011,530,259,271,"4",2009,517,262,255,1.04770698130725,1.00852893495559,1.08817003584089
"168","강원","홍천군",2012,495,250,245,"4",2010,478,251,227,1.05835609110778,1.01614615268026,1.10511603279028
"169","강원","홍천군",2013,456,240,216,"4",2011,573,286,287,0.813326142636067,0.856120898425995,0.770618634996417
"170","강원","홍천군",2014,569,287,282,"4",2012,518,241,277,1.12263096748051,1.21493975768677,1.04240621414628
"171","강원","홍천군",2015,494,241,253,"4",2013,516,284,232,0.978434502018098,0.865742210165935,1.11660659534093
"172","강원","홍천군",2016,504,274,230,"4",2014,528,278,250,0.975553575990809,1.00553144610693,0.942009927705805
"173","강원","홍천군",2017,495,240,255,"4",2015,497,234,263,1.01789579788636,1.04636998696511,0.992777862311871
"174","강원","홍천군",2018,474,232,242,"4",2016,485,240,245,0.998828933768498,0.986203712714612,1.01138599159186
"175","강원","홍천군",2019,443,220,223,"4",2017,419,213,206,1.08054837499789,1.05373878969021,1.10842240332627
"176","강원","홍천군",2020,384,195,189,"4",2018,402,195,207,0.976246933187675,1.02021073729098,0.934886979292151
"177","강원","화천군",2010,200,95,105,"4",2008,236,123,113,0.866108905238006,0.787967642623113,0.951433651492012
"178","강원","화천군",2011,221,120,101,"4",2009,221,120,101,1.02200850818085,1.02021073729098,1.02392383446283
"179","강원","화천군",2012,188,112,76,"4",2010,217,112,105,0.885426725981564,1.02021073729098,0.741125823039764
"180","강원","화천군",2013,190,93,97,"4",2011,252,130,122,0.770561970453813,0.729843065908161,0.814103376581104
"181","강원","화천군",2014,243,117,126,"4",2012,234,126,108,1.06131652772626,0.947338541770194,1.1945778068733
"182","강원","화천군",2015,191,99,92,"4",2013,231,121,110,0.845037337933082,0.834717875965346,0.856372661550732
"183","강원","화천군",2016,208,97,111,"4",2014,255,121,134,0.833638312555358,0.817854888572106,0.848175713622197
"184","강원","화천군",2017,197,101,96,"4",2015,223,114,109,0.902850565522991,0.903870916371831,0.901804478059008
"185","강원","화천군",2018,190,100,90,"4",2016,231,111,120,0.840613058676888,0.919108772334214,0.767942875847124
"186","강원","화천군",2019,191,87,104,"4",2017,219,111,108,0.891340753710237,0.799624631930766,0.986000729482727
"187","강원","화천군",2020,180,94,86,"4",2018,208,117,91,0.884430439771887,0.819656489789333,0.96766428311872
"188","강원","횡성군",2010,292,152,140,"4",2008,305,164,141,0.978447489799369,0.945561171147736,1.01666196329643
"189","강원","횡성군",2011,309,164,145,"4",2009,293,138,155,1.07781784651154,1.21242435446174,0.957864232239423
"190","강원","횡성군",2012,291,148,143,"4",2010,276,132,144,1.07755244884285,1.1438726448414,1.01681325227906
"191","강원","횡성군",2013,292,156,136,"4",2011,325,158,167,0.918235336580946,1.00729667732527,0.83385414064039
"192","강원","횡성군",2014,314,159,155,"4",2012,280,152,128,1.14610954131709,1.06719412650833,1.23990776829484
"193","강원","횡성군",2015,293,156,137,"4",2013,288,142,146,1.03975171144788,1.12079489448868,0.960805241927452
"194","강원","횡성군",2016,260,135,125,"4",2014,274,137,137,0.969789095354089,1.00531714988527,0.93423707523981
"195","강원","횡성군",2017,255,126,129,"4",2015,259,139,120,1.00622459299659,0.924795344594699,1.10071812204754
"196","강원","횡성군",2018,268,143,125,"4",2016,263,125,138,1.04143832772801,1.16712108346088,0.927467241361261
"197","강원","횡성군",2019,265,132,133,"4",2017,230,114,116,1.17753154203445,1.18129664317903,1.17398163778928
"198","강원","횡성군",2020,221,114,107,"4",2018,230,117,113,0.982016870904206,0.99405148761685,0.969556197234717
"199","경기","가평군",2010,463,254,209,"4",2008,480,249,231,0.985812373516109,1.04069689667433,0.926407278799705
"200","경기","가평군",2011,494,261,233,"4",2009,441,221,220,1.14483492753138,1.20486426440247,1.08442842468109
"201","경기","가평군",2012,447,236,211,"4",2010,428,229,199,1.06737804475897,1.05139621834354,1.08566798528471
"202","경기","가평군",2013,440,233,207,"4",2011,439,229,210,1.0243365457849,1.03803101217816,1.00929635111336
"203","경기","가평군",2014,450,234,216,"4",2012,465,253,212,0.989040491787917,0.943594120656478,1.04324315209421
"204","경기","가평군",2015,438,224,214,"4",2013,424,220,204,1.05575407213021,1.03876002342354,1.07411617928944
"205","경기","가평군",2016,418,217,201,"4",2014,442,222,220,0.966514833528494,0.997233017982623,0.935494048759224
"206","경기","가평군",2017,459,238,221,"4",2015,449,215,234,1.04477039032296,1.12934956035001,0.967039176992675
"207","경기","가평군",2018,422,196,226,"4",2016,463,220,243,0.931506674843019,0.908915020495598,0.952291302833745
"208","경기","가평군",2019,436,204,232,"4",2017,366,197,169,1.21747461630287,1.0564618802404,1.40562325204365
"209","경기","가평군",2020,357,189,168,"4",2018,353,183,170,1.03358934113474,1.05366026966117,1.01187767170445
"210","경기","고양시",2010,9935,5232,4703,"4",2008,9909,5040,4869,1.02469013308878,1.0590759082354,0.989014950396118
"211","경기","고양시",2011,9446,4811,4635,"4",2009,8670,4430,4240,1.11348239541826,1.10795346661555,1.11931296526774
"212","경기","고양시",2012,8370,4267,4103,"4",2010,8869,4572,4297,0.964506845582782,0.95215205949707,0.977695948987898
"213","경기","고양시",2013,8587,4387,4200,"4",2011,9599,5008,4591,0.914260554198243,0.893702976137284,0.936719691732497
"214","경기","고양시",2014,9425,4870,4555,"4",2012,9142,4632,4510,1.05364583128467,1.07263089175455,1.0341403693965
"215","경기","고양시",2015,9234,4715,4519,"4",2013,8768,4473,4295,1.07632602241582,1.0754065786557,1.07732521721479
"216","경기","고양시",2016,8646,4490,4156,"4",2014,9363,4841,4522,0.943745120338738,0.946239663382873,0.941049857591227
"217","경기","고양시",2017,9165,4721,4444,"4",2015,9564,4869,4695,0.979371390367782,0.989200018638469,0.969183710405288
"218","경기","고양시",2018,9095,4631,4464,"4",2016,9910,5105,4805,0.937958363461635,0.925484020449465,0.951258272017082
"219","경기","고양시",2019,9283,4787,4496,"4",2017,8710,4465,4245,1.08924282220928,1.09378472551219,1.08446679852648
"220","경기","고양시",2020,8550,4305,4245,"4",2018,8622,4425,4197,1.01347399036723,0.992544005432239,1.03563418567899
"221","경기","과천시",2010,711,391,320,"4",2008,707,370,337,1.02779073453548,1.07811458994803,0.972271890291116
"222","경기","과천시",2011,677,349,328,"4",2009,729,373,356,0.9491080384615,0.954567150977349,0.943390499168002
"223","경기","과천시",2012,606,312,294,"4",2010,659,370,289,0.939813590223966,0.860285810904825,1.04163877969575
"224","경기","과천시",2013,590,331,259,"4",2011,631,338,293,0.955602250121553,0.999082112554182,0.905106734217998
"225","경기","과천시",2014,578,304,274,"4",2012,656,337,319,0.900489203854466,0.920308795657143,0.879483168159298
"226","경기","과천시",2015,554,278,276,"4",2013,586,302,284,0.966199169850153,0.939134387307589,0.995080909548386
"227","경기","과천시",2016,496,258,238,"4",2014,569,305,264,0.89088966618225,0.862997935151057,0.923082850765735
"228","경기","과천시",2017,440,229,211,"4",2015,551,278,273,0.816122946641693,0.840389420286453,0.791384355573837
"229","경기","과천시",2018,418,205,213,"4",2016,529,270,259,0.807560598146681,0.774604448683891,0.842068636064028
"230","경기","과천시",2019,466,242,224,"4",2017,440,225,215,1.0823999200279,1.09729332633074,1.06678576241709
"231","경기","과천시",2020,483,253,230,"4",2018,462,243,219,1.06846344037089,1.06219471824945,1.07535379875092
"232","경기","광명시",2010,3376,1785,1591,"4",2008,3285,1644,1641,1.05031985498281,1.10771056329951,0.992725667660186
"233","경기","광명시",2011,3560,1794,1766,"4",2009,2995,1573,1422,1.21480810989109,1.16354613013351,1.27162411509238
"234","경기","광명시",2012,3308,1765,1543,"4",2010,3617,1880,1737,0.934698408919614,0.957804229424774,0.909565041206764
"235","경기","광명시",2013,3595,1859,1736,"4",2011,4078,2027,2051,0.900961399438486,0.935654543968391,0.866665907668199
"236","경기","광명시",2014,3800,1877,1923,"4",2012,3990,2017,1973,0.973341436362712,0.949397894841431,0.997975435211366
"237","경기","광명시",2015,3612,1822,1790,"4",2013,3621,1903,1718,1.01946830476366,0.976786107905497,1.06683565988852
"238","경기","광명시",2016,3274,1735,1539,"4",2014,3646,1864,1782,0.917733366918292,0.949606024248845,0.884297857036082
"239","경기","광명시",2017,3272,1651,1621,"4",2015,3630,1883,1747,0.921215382580643,0.894512972526503,0.950074719899399
"240","경기","광명시",2018,3176,1654,1522,"4",2016,3486,1797,1689,0.931124217436136,0.939025353076949,0.922683289551468
"241","경기","광명시",2019,3071,1575,1496,"4",2017,2932,1503,1429,1.07045979830265,1.06908310793965,1.07193146001147
"242","경기","광명시",2020,2623,1355,1268,"4",2018,2851,1479,1372,0.940276505422084,0.934675827606001,0.946308616690139
"243","경기","광주시",2010,2600,1361,1239,"4",2008,2875,1473,1402,0.924251172615723,0.942638705670754,0.904879907916868
"244","경기","광주시",2011,2694,1385,1309,"4",2009,2586,1304,1282,1.06469099808167,1.08358272327301,1.04548853300456
"245","경기","광주시",2012,2576,1312,1264,"4",2010,2749,1411,1338,0.957691494024686,0.948629686269144,0.967294265142765
"246","경기","광주시",2013,2725,1405,1320,"4",2011,3215,1572,1643,0.866243603357017,0.911829571179277,0.822629008819804
