"","prov","distinct","adm.year","adm.total","adm.male","adm.female","pop.age","pop.year","pop.total","pop.male","pop.female","adm.per.pop.total","adm.per.pop.male","adm.per.pop.female"
"499","경기","평택시",2018,5043,2593,2450,"4",2016,5130,2660,2470,1.00467620014737,0.994513699923122,1.01563295321212
"500","경기","평택시",2019,5410,2767,2643,"4",2017,4679,2340,2339,1.18167686028177,1.20637739747185,1.1570032896474
"501","경기","평택시",2020,5066,2515,2551,"4",2018,4837,2460,2377,1.07039386033578,1.04302032694586,1.09887660989259
"502","경기","포천시",2010,1571,773,798,"4",2008,1427,715,712,1.12514041089847,1.10296909080549,1.14760002795132
"503","경기","포천시",2011,1273,642,631,"4",2009,1358,734,624,0.958038903471442,0.892336911908457,1.03541015952892
"504","경기","포천시",2012,1263,683,580,"4",2010,1414,746,668,0.912868985737207,0.93405353025434,0.889035664653357
"505","경기","포천시",2013,1322,689,633,"4",2011,1404,758,646,0.962318552574843,0.927341949859477,1.00331855606033
"506","경기","포천시",2014,1335,733,602,"4",2012,1282,666,616,1.06426002996992,1.12284455020163,1.00065283822504
"507","경기","포천시",2015,1240,653,587,"4",2013,1253,617,636,1.01140506795231,1.079736809483,0.945036620801387
"508","경기","포천시",2016,1192,603,589,"4",2014,1256,652,604,0.969931641521951,0.943538457954693,0.998495262414914
"509","경기","포천시",2017,1171,605,566,"4",2015,1184,643,541,1.01078713097954,0.959918345351542,1.07124009298699
"510","경기","포천시",2018,1110,606,504,"4",2016,1262,636,626,0.898913981046546,0.972087589305554,0.824373183017999
"511","경기","포천시",2019,1127,553,574,"4",2017,1034,535,499,1.11392996974837,1.05453558452694,1.17782020236807
"512","경기","포천시",2020,922,486,436,"4",2018,997,502,495,0.945127226221405,0.98769406040521,0.901880387526858
"513","경기","하남시",2010,1286,666,620,"4",2008,1470,730,740,0.894083633687462,0.930767604158618,0.857882131576967
"514","경기","하남시",2011,1320,676,644,"4",2009,1328,715,613,1.01585183042072,0.964562878893288,1.07570464827743
"515","경기","하남시",2012,1109,598,511,"4",2010,1405,740,665,0.806695683681537,0.82444056878379,0.786804630692492
"516","경기","하남시",2013,1189,624,565,"4",2011,1543,808,735,0.787536044217127,0.787885519888082,0.787097913566667
"517","경기","하남시",2014,1328,699,629,"4",2012,1389,700,689,0.977125485143388,1.01875329338056,0.934757753087259
"518","경기","하남시",2015,1390,709,681,"4",2013,1251,631,620,1.13556500908983,1.14632236567243,1.12466472785353
"519","경기","하남시",2016,1652,836,816,"4",2014,1435,750,685,1.17655613624722,1.13719490183368,1.2197399254331
"520","경기","하남시",2017,2477,1269,1208,"4",2015,1846,908,938,1.37135161146477,1.42582315597164,1.31865670792228
"521","경기","하남시",2018,2735,1333,1402,"4",2016,2668,1413,1255,1.04767363938329,0.962449336736641,1.14385754256326
"522","경기","하남시",2019,3089,1646,1443,"4",2017,2749,1406,1343,1.14841188860336,1.19435766257536,1.10016537090831
"523","경기","하남시",2020,3027,1522,1505,"4",2018,3073,1561,1512,1.00670997535419,0.994721807915995,1.01918344634032
"524","경기","화성시",2010,7266,3772,3494,"4",2008,7062,3652,3410,1.05153126882498,1.05373354355465,1.04914659167541
"525","경기","화성시",2011,7373,3783,3590,"4",2009,7115,3645,3470,1.05906798746555,1.05883599977278,1.05933330424253
"526","경기","화성시",2012,6814,3475,3339,"4",2010,7805,4003,3802,0.8922441991985,0.885643845137684,0.899232425899894
"527","경기","화성시",2013,7351,3762,3589,"4",2011,8533,4313,4220,0.880438830849339,0.889875444861734,0.870820531252868
"528","경기","화성시",2014,8041,4064,3977,"4",2012,8376,4311,4065,0.981133048505515,0.961757466098477,1.00175770963313
"529","경기","화성시",2015,8225,4211,4014,"4",2013,7877,4090,3787,1.06716008376126,1.05039301093699,1.08529978123417
"530","경기","화성시",2016,8751,4483,4268,"4",2014,8201,4191,4010,1.0905495006817,1.09129199123728,1.08980222580732
"531","경기","화성시",2017,9716,4984,4732,"4",2015,9097,4664,4433,1.09155047438552,1.09020804345159,1.09298614587821
"532","경기","화성시",2018,10549,5378,5171,"4",2016,9939,5075,4864,1.08473365054832,1.08112184140904,1.08855060608703
"533","경기","화성시",2019,11743,5921,5822,"4",2017,9585,5003,4582,1.25210703302741,1.2074091096342,1.30102238416469
"534","경기","화성시",2020,11118,5741,5377,"4",2018,10480,5251,5229,1.08422620171323,1.11541227247905,1.0529046582342
"535","경남","거제시",2010,2755,1388,1367,"4",2008,2777,1458,1319,1.01391193375522,0.971229426172755,1.06118565709681
"536","경남","거제시",2011,2706,1429,1277,"4",2009,2603,1333,1270,1.06244910608428,1.0936842787613,1.02956750914097
"537","경남","거제시",2012,2467,1272,1195,"4",2010,2760,1416,1344,0.913512677421069,0.916460492820709,0.910408468886223
"538","경남","거제시",2013,2643,1349,1294,"4",2011,3134,1641,1493,0.861891667875552,0.83867415271513,0.887446377625522
"539","경남","거제시",2014,3060,1594,1466,"4",2012,3048,1537,1511,1.02603216372487,1.0580454881209,0.993429742768042
"540","경남","거제시",2015,3028,1546,1482,"4",2013,3077,1633,1444,1.00573342956503,0.965857807625139,1.05086919852764
"541","경남","거제시",2016,3054,1595,1459,"4",2014,3360,1709,1651,0.928932733328663,0.952156890567062,0.90484850059435
"542","경남","거제시",2017,3305,1674,1631,"4",2015,3570,1810,1760,0.946145131523165,0.943554018908893,0.948874871595954
"543","경남","거제시",2018,3396,1731,1665,"4",2016,3671,1936,1735,0.945448350253925,0.912182224303039,0.982612786386522
"544","경남","거제시",2019,3412,1791,1621,"4",2017,3285,1703,1582,1.06151994822315,1.07292861449685,1.04916595174731
"545","경남","거제시",2020,3038,1573,1465,"4",2018,3275,1671,1604,0.948049419191882,0.960377911285882,0.935192280229457
"546","경남","거창군",2010,473,280,193,"4",2008,488,254,234,0.990594312232666,1.1246417576436,0.84451837628772
"547","경남","거창군",2011,484,249,235,"4",2009,437,232,205,1.13192704338565,1.09496755855799,1.17376634682325
"548","경남","거창군",2012,453,239,214,"4",2010,424,217,207,1.09191003350454,1.1236422406108,1.05854927814032
"549","경남","거창군",2013,428,216,212,"4",2011,506,265,241,0.864465694666804,0.831567997188118,0.90071308259801
"550","경남","거창군",2014,495,246,249,"4",2012,468,247,221,1.08097053749897,1.01608032944769,1.15365174109161
"551","경남","거창군",2015,483,252,231,"4",2013,458,248,210,1.07779499880207,1.03666574918277,1.12631621790912
"552","경남","거창군",2016,490,260,230,"4",2014,437,231,206,1.14595919681605,1.14828914153963,1.1432159316818
"553","경남","거창군",2017,454,240,214,"4",2015,500,264,236,0.92798372542821,0.927464306628162,0.928473307521381
"554","경남","거창군",2018,519,269,250,"4",2016,465,246,219,1.1406933671954,1.11559629402957,1.16886282472926
"555","경남","거창군",2019,482,255,227,"4",2017,437,222,215,1.12724965890885,1.17186368472612,1.08107307173518
"556","경남","거창군",2020,427,219,208,"4",2018,449,226,223,0.9719323674682,0.98861128967577,0.955050033938426
"557","경남","고성군",2010,356,176,180,"4",2008,343,171,172,1.06074352452589,1.05004146060358,1.07154819885645
"558","경남","고성군",2011,339,165,174,"4",2009,346,150,196,1.00133203547199,1.12223181102008,0.908993608145575
"559","경남","고성군",2012,333,155,178,"4",2010,371,188,183,0.917328391439952,0.841131192979264,0.995947773411935
"560","경남","고성군",2013,374,193,181,"4",2011,398,227,171,0.960379854421198,0.867403842718761,1.08380242127352
"561","경남","고성군",2014,382,210,172,"4",2012,420,217,203,0.92954107172639,0.987300713507398,0.867561081416784
"562","경남","고성군",2015,397,207,190,"4",2013,382,204,178,1.06213973232407,1.03521383636879,1.09295240757269
"563","경남","고성군",2016,364,187,177,"4",2014,424,227,197,0.877384662683558,0.840437920147193,0.919972176141732
"564","경남","고성군",2017,397,214,183,"4",2015,400,214,186,1.01434344436949,1.02021073729098,1.00740893390698
"565","경남","고성군",2018,368,194,174,"4",2016,427,218,209,0.880794217823306,0.907893958873623,0.852453335868578
"566","경남","고성군",2019,382,197,185,"4",2017,338,156,182,1.15505103587303,1.28834304645079,1.04080169986607
"567","경남","고성군",2020,309,142,167,"4",2018,332,151,181,0.951206713939403,0.959403474803436,0.944725305830348
"568","경남","김해시",2010,6399,3400,2999,"4",2008,6091,3191,2900,1.07368780887362,1.08703118357547,1.05887847570829
"569","경남","김해시",2011,6059,3190,2869,"4",2009,5638,2967,2671,1.09832379408793,1.0968898725845,1.09982683679291
"570","경남","김해시",2012,5594,2977,2617,"4",2010,5965,3077,2888,0.958443519658619,0.987054717229523,0.927842338915939
"571","경남","김해시",2013,5830,3015,2815,"4",2011,6474,3279,3195,0.92034439337262,0.938071171983013,0.902142595935171
"572","경남","김해시",2014,6507,3312,3195,"4",2012,6062,3117,2945,1.0970322274386,1.08403527812246,1.11084436370416
"573","경남","김해시",2015,6072,3127,2945,"4",2013,5801,2981,2820,1.06975274291917,1.07017744901338,1.06931052925285
"574","경남","김해시",2016,5671,2930,2741,"4",2014,6075,3165,2910,0.954042839488656,0.944460492973954,0.964458842014647
"575","경남","김해시",2017,5886,3038,2848,"4",2015,6030,3027,3003,0.997602334851155,1.02391814333994,0.971073952897151
"576","경남","김해시",2018,5838,2909,2929,"4",2016,6069,3020,3049,0.983108530360815,0.982712925423661,0.983625093847699
"577","경남","김해시",2019,6171,3071,3100,"4",2017,5472,2769,2703,1.15256113011404,1.13147965844008,1.17431146386784
"578","경남","김해시",2020,5602,2829,2773,"4",2018,5441,2765,2676,1.05224989208401,1.04382501837113,1.06103916030098
"579","경남","남해군",2010,259,128,131,"4",2008,282,149,133,0.938653204322126,0.876422646800303,1.00852648356865
"580","경남","남해군",2011,244,129,115,"4",2009,227,116,111,1.09854659029131,1.13454469922876,1.06082199065969
"581","경남","남해군",2012,218,118,100,"4",2010,232,125,107,0.960335580963038,0.963078936002683,0.956938163049376
"582","경남","남해군",2013,218,120,98,"4",2011,278,138,140,0.801431132314477,0.887139771557372,0.716746684123982
"583","경남","남해군",2014,245,121,124,"4",2012,243,130,113,1.03042010084077,0.949580763170833,1.12359783604771
"584","경남","남해군",2015,237,131,106,"4",2013,227,129,98,1.06703090942229,1.03602795802417,1.10750945360265
"585","경남","남해군",2016,226,132,94,"4",2014,233,121,112,0.99130438990932,1.11295716795379,0.859364646781305
"586","경남","남해군",2017,221,114,107,"4",2015,206,120,86,1.09642660343673,0.969200200426429,1.27395174752934
"587","경남","남해군",2018,197,119,78,"4",2016,196,100,96,1.02722283730422,1.21405077737626,0.831938115501051
"588","경남","남해군",2019,183,91,92,"4",2017,152,71,81,1.23044445392826,1.30759404357013,1.16297521938988
"589","경남","남해군",2020,152,71,81,"4",2018,188,107,81,0.826304751295153,0.676962264931396,1.02392383446283
"590","경남","마산시",2010,3481,1875,1606,"4",2008,3493,1833,1660,1.01849745690739,1.0435870880636,0.990615468763439
"591","경남","마산시",2011,0,0,0,"4",2009,3120,1619,1501,0,0,0
"592","경남","밀양시",2010,774,394,380,"4",2008,751,398,353,1.05330836928359,1.00995736304685,1.10224095494582
"593","경남","밀양시",2011,728,391,337,"4",2009,725,372,353,1.02623750890435,1.07231827494831,0.977513688991429
"594","경남","밀양시",2012,681,348,333,"4",2010,684,348,336,1.01752601472391,1.02021073729098,1.01478165736941
"595","경남","밀양시",2013,667,344,323,"4",2011,802,409,393,0.849974657053149,0.858074556547913,0.841545543337137
"596","경남","밀양시",2014,782,402,380,"4",2012,723,356,367,1.10540892586089,1.15203572019936,1.06019361606506
"597","경남","밀양시",2015,739,364,375,"4",2013,628,338,290,1.2026501394039,1.09868848631336,1.32403944111573
"598","경남","밀양시",2016,635,330,305,"4",2014,684,362,322,0.948794448384266,0.93002636272382,0.96986574382349
"599","경남","밀양시",2017,692,359,333,"4",2015,676,338,338,1.04619805867033,1.08359661150136,1.00877703217788
"600","경남","밀양시",2018,648,333,315,"4",2016,702,369,333,0.943392469090013,0.920677982433321,0.968576600167544
"601","경남","밀양시",2019,673,359,314,"4",2017,631,302,329,1.09003443107086,1.21276706850153,0.977240376964526
"602","경남","밀양시",2020,607,298,309,"4",2018,613,313,300,1.01200516226064,0.971318848922401,1.05464154949672
"603","경남","사천시",2010,1083,564,519,"4",2008,1113,581,532,0.994461109038506,0.990359476475235,0.998903139259793
"604","경남","사천시",2011,1052,555,497,"4",2009,1054,531,523,1.02006921309891,1.06632195705554,0.973021311143456
"605","경남","사천시",2012,972,497,475,"4",2010,1071,562,509,0.927537133475055,0.902214833511772,0.955528136286533
"606","경남","사천시",2013,1065,555,510,"4",2011,1156,568,588,0.941556281325781,0.996860843655797,0.88809720336062
"607","경남","사천시",2014,1172,587,585,"4",2012,1185,630,555,1.01079660049616,0.950577306015562,1.07927106875812
"608","경남","사천시",2015,1166,602,564,"4",2013,1210,607,603,0.984844562428817,1.01180702446321,0.957699904870708
"609","경남","사천시",2016,1121,546,575,"4",2014,1258,643,615,0.910708694491836,0.866306473656102,0.957327162302648
"610","경남","사천시",2017,1167,619,548,"4",2015,1147,598,549,1.03982905758243,1.05603753575772,1.02205876372611
"611","경남","사천시",2018,1061,554,507,"4",2016,1133,593,540,0.957061806866619,0.953114246980104,0.961350711245659
"612","경남","사천시",2019,1068,551,517,"4",2017,991,528,463,1.10141784736342,1.06465173531691,1.14334475684079
"613","경남","사천시",2020,904,481,423,"4",2018,973,490,483,0.949533084681897,1.00147217272849,0.896728327076145
"614","경남","산청군",2010,187,98,89,"4",2008,198,108,90,0.965230257726356,0.925746780134406,1.0125469029688
"615","경남","산청군",2011,184,99,85,"4",2009,202,89,113,0.930938443095425,1.13484115721131,0.770208194064962
"616","경남","산청군",2012,181,86,95,"4",2010,202,100,102,0.915760098914522,0.877381234070241,0.953654551705579
"617","경남","산청군",2013,181,92,89,"4",2011,245,124,121,0.755034857064218,0.756930547022338,0.753134060059438
"618","경남","산청군",2014,215,110,105,"4",2012,176,105,71,1.24847630260729,1.0687922009715,1.51425355800841
"619","경남","산청군",2015,175,107,68,"4",2013,181,99,82,0.988129773103029,1.10265200899126,0.849107570042348
"620","경남","산청군",2016,159,77,82,"4",2014,209,112,97,0.777508865075382,0.701394881887547,0.865585097174765
"621","경남","산청군",2017,194,108,86,"4",2015,179,106,73,1.10765167925745,1.03945999648515,1.2062664351206
"622","경남","산청군",2018,149,88,61,"4",2016,179,91,88,0.850722166027633,0.986577416281385,0.709765385252645
"623","경남","산청군",2019,159,90,69,"4",2017,179,94,85,0.907817613412038,0.976797514427532,0.831185230328652
"624","경남","산청군",2020,139,77,62,"4",2018,143,78,65,0.993420857602362,1.00713111245391,0.976665811333778
"625","경남","양산시",2010,2902,1539,1363,"4",2008,2798,1456,1342,1.05999595809179,1.07836835487007,1.03994648761016
"626","경남","양산시",2011,2830,1462,1368,"4",2009,2679,1383,1296,1.0796133177125,1.07848741715069,1.08080849193299
"627","경남","양산시",2012,2683,1385,1298,"4",2010,2805,1466,1339,0.977557514242144,0.96384165835471,0.992571424296308
"628","경남","양산시",2013,2741,1394,1347,"4",2011,3179,1652,1527,0.881197018220731,0.860880004711636,0.903225543563481
"629","경남","양산시",2014,3194,1612,1582,"4",2012,3000,1589,1411,1.08809839170988,1.03497779012779,1.14801382432332
"630","경남","양산시",2015,3213,1671,1542,"4",2013,2880,1472,1408,1.14017824193926,1.15813324865029,1.12137113120858
"631","경남","양산시",2016,3092,1584,1508,"4",2014,3339,1717,1622,0.946406201645756,0.941184512445491,0.951958780745962
"632","경남","양산시",2017,3559,1800,1759,"4",2015,3514,1780,1734,1.03509626653831,1.03167377928301,1.0386862888236
"633","경남","양산시",2018,3935,1987,1948,"4",2016,3723,1929,1794,1.08020507109633,1.05088581389174,1.1118191914903
"634","경남","양산시",2019,4026,2088,1938,"4",2017,3754,1852,1902,1.09605920456476,1.15021599323086,1.04330409631386
"635","경남","양산시",2020,3713,1862,1851,"4",2018,4007,2095,1912,0.947022109028072,0.906745772236659,0.991256808363338
"636","경남","의령군",2010,156,93,63,"4",2008,185,94,91,0.861801769060606,1.00935743157512,0.708870346935807
"637","경남","의령군",2011,161,85,76,"4",2009,156,79,77,1.05476519113536,1.09769509708523,1.01062612232695
"638","경남","의령군",2012,130,70,60,"4",2010,140,73,67,0.949007900453644,0.978284268635184,0.916946717429402
"639","경남","의령군",2013,129,66,63,"4",2011,180,88,92,0.732439430862941,0.765158052968233,0.701165234469113
"640","경남","의령군",2014,142,69,73,"4",2012,184,97,87,0.788723957400437,0.725716916217294,0.859154481790652
"641","경남","의령군",2015,131,65,66,"4",2013,193,95,98,0.693694894153839,0.69803892551488,0.68958135790354
"642","경남","의령군",2016,143,80,63,"4",2014,167,84,83,0.875133033951265,0.971629273610455,0.777195199652511
"643","경남","의령군",2017,127,66,61,"4",2015,156,73,83,0.832019747044664,0.922382310427459,0.752522336171479
"644","경남","의령군",2018,120,54,66,"4",2016,171,97,74,0.717198953109367,0.567952369213534,0.913229365872255
"645","경남","의령군",2019,129,79,50,"4",2017,131,75,56,1.00640532484984,1.07462197661316,0.914217709341814
"646","경남","의령군",2020,96,52,44,"4",2018,134,81,53,0.732185199890756,0.654950102952233,0.850049975780464
"647","경남","진주시",2010,3296,1769,1527,"4",2008,3033,1685,1348,1.11062975369735,1.07106990757729,1.15988998162073
"648","경남","진주시",2011,3165,1765,1400,"4",2009,2703,1426,1277,1.19669142744816,1.26274330386997,1.12254766503365
"649","경남","진주시",2012,2845,1478,1367,"4",2010,2973,1553,1420,0.978006796426004,0.970941062276925,0.985706958951191
"650","경남","진주시",2013,3054,1594,1460,"4",2011,3263,1668,1595,0.956547344157005,0.974949589473512,0.937259434680711
"651","경남","진주시",2014,3364,1716,1648,"4",2012,3036,1568,1468,1.13242312961804,1.11650613851487,1.14947307847054
"652","경남","진주시",2015,3261,1679,1582,"4",2013,2745,1466,1279,1.21412376873506,1.16844053745672,1.26649531362017
"653","경남","진주시",2016,3086,1650,1436,"4",2014,3150,1675,1475,1.00124389087178,1.00498371136126,0.996850594093984
"654","경남","진주시",2017,3352,1776,1576,"4",2015,3317,1769,1548,1.03279243877667,1.02424774981842,1.04244442061591
"655","경남","진주시",2018,3368,1789,1579,"4",2016,3336,1703,1633,1.03181194710824,1.07173048092399,0.9900647486937
"656","경남","진주시",2019,3444,1791,1653,"4",2017,2994,1601,1393,1.1756170013944,1.14128509087329,1.21503668224484
"657","경남","진주시",2020,3121,1670,1451,"4",2018,3174,1649,1525,1.00494283365861,1.03320311175011,0.974238350036439
"658","경남","진해시",2010,2224,1190,1034,"4",2008,2257,1221,1036,1.00706553929739,0.994308580979741,1.02194714752371
"659","경남","진해시",2011,0,0,0,"4",2009,2055,1047,1008,0,0,0
"660","경남","창녕군",2010,345,168,177,"4",2008,358,201,157,0.984896467380984,0.852713452064101,1.15435999171924
"661","경남","창녕군",2011,331,192,139,"4",2009,326,176,150,1.03768348530019,1.11295716795379,0.948836086602224
"662","경남","창녕군",2012,322,171,151,"4",2010,346,184,162,0.95111774460761,0.948130630851941,0.954398141999306
"663","경남","창녕군",2013,369,197,172,"4",2011,404,213,191,0.933468167125576,0.943575188949872,0.922067536793754
"664","경남","창녕군",2014,399,220,179,"4",2012,378,199,179,1.07878675863534,1.12787116685435,1.02392383446283
"665","경남","창녕군",2015,379,201,178,"4",2013,380,201,179,1.01931901210669,1.02021073729098,1.01820358957756
"666","경남","창녕군",2016,355,192,163,"4",2014,406,208,198,0.893628129074386,0.941732988268595,0.842927197057786
"667","경남","창녕군",2017,382,203,179,"4",2015,414,216,198,0.943012681461555,0.958809165139206,0.925668517014378
"668","경남","창녕군",2018,391,200,191,"4",2016,407,212,195,0.981831269530003,0.96246295970847,1.0029202686277
"669","경남","창녕군",2019,392,186,206,"4",2017,402,223,179,0.996585410962418,0.850938103749425,1.17837044636505
"670","경남","창녕군",2020,354,193,161,"4",2018,371,194,177,0.975177929638868,1.01495191905752,0.931365747731729
"671","경남","창원시",2010,4988,2665,2323,"4",2008,4825,2550,2275,1.0565343914624,1.06622024112959,1.04552750217897
"672","경남","창원시",2011,10242,5418,4824,"4",2009,4464,2374,2090,2.34485016594719,2.32834952596568,2.36335338633909
"673","경남","통영시",2010,1290,680,610,"4",2008,1271,685,586,1.03728636943611,1.01276394358812,1.06585928160807
"674","경남","통영시",2011,1279,684,595,"4",2009,1243,640,603,1.0516081109922,1.09035022547973,1.01033943864906
"675","경남","통영시",2012,1235,651,584,"4",2010,1275,648,627,0.989945496159488,1.02493393514881,0.953702582657566
"676","경남","통영시",2013,1254,637,617,"4",2011,1554,799,755,0.824709568377595,0.813359498941618,0.836769544190155
"677","경남","통영시",2014,1483,754,729,"4",2012,1470,723,747,1.03104667866136,1.06395421288713,0.9992509709818
"678","경남","통영시",2015,1439,714,725,"4",2013,1422,755,667,1.03422661270903,0.964808564802329,1.11296068963351
"679","경남","통영시",2016,1411,756,655,"4",2014,1591,820,771,0.906382152761267,0.940584533404853,0.869870443026141
"680","경남","통영시",2017,1522,789,733,"4",2015,1531,777,754,1.01600062015104,1.03596688767385,0.995406061884955
"681","경남","통영시",2018,1455,732,723,"4",2016,1515,781,734,0.981532923698438,0.956202637256076,1.00857892686189
"682","경남","통영시",2019,1427,742,685,"4",2017,1206,620,586,1.20929199102327,1.22096188237082,1.19690755393693
"683","경남","통영시",2020,1103,569,534,"4",2018,1249,645,604,0.902542341491973,0.899999859718708,0.905257164905881
"684","경남","하동군",2010,304,169,135,"4",2008,352,187,165,0.882643711610732,0.922008634236231,0.837755864560499
"685","경남","하동군",2011,281,151,130,"4",2009,320,169,151,0.897451221246307,0.911549238644601,0.881523830994491
"686","경남","하동군",2012,294,158,136,"4",2010,285,143,142,1.05428246107077,1.12722584959423,0.980659447091163
"687","경남","하동군",2013,261,130,131,"4",2011,360,188,172,0.740956168431114,0.705464871530995,0.779848966945529
"688","경남","하동군",2014,296,163,133,"4",2012,305,150,155,0.991850880070593,1.10862900118953,0.878592709571333
"689","경남","하동군",2015,268,138,130,"4",2013,256,112,144,1.06991515700182,1.25704537273353,0.924375683890057
"690","경남","하동군",2016,217,91,126,"4",2014,295,157,138,0.751782529746589,0.591332338175025,0.934886979292151
"691","경남","하동군",2017,266,150,116,"4",2015,267,143,124,1.0181807609592,1.07015112303249,0.957864232239423
"692","경남","하동군",2018,226,131,95,"4",2016,263,137,126,0.878227843531831,0.975529975073855,0.772006065666421
"693","경남","하동군",2019,214,113,101,"4",2017,201,108,93,1.08810856094876,1.06744271586926,1.11200330409404
"694","경남","하동군",2020,171,96,75,"4",2018,229,128,101,0.763159191698362,0.765158052968233,0.760339481036756
"695","경남","함안군",2010,599,325,274,"4",2008,578,313,265,1.05914030519088,1.05932424798584,1.05869860619931
"696","경남","함안군",2011,543,295,248,"4",2009,587,320,267,0.945401396835094,0.94050677344012,0.951060340624653
"697","경남","함안군",2012,554,306,248,"4",2010,627,336,291,0.903018681869521,0.929120492889998,0.872622374387568
"698","경남","함안군",2013,547,293,254,"4",2011,656,324,332,0.852193070083725,0.92259798156252,0.783363415522769
"699","경남","함안군",2014,630,325,305,"4",2012,672,358,314,0.958132976419544,0.926168965417787,0.994575699080139
"700","경남","함안군",2015,686,360,326,"4",2013,628,322,306,1.1163978290001,1.14060827771662,1.09084696089831
"701","경남","함안군",2016,646,329,317,"4",2014,620,322,298,1.06486692949166,1.04238923157991,1.08920756887489
"702","경남","함안군",2017,628,337,291,"4",2015,624,299,325,1.02855984477175,1.14986962698013,0.916805648703643
"703","경남","함안군",2018,598,290,308,"4",2016,623,311,312,0.980996930806014,0.951321909371008,1.01079660581587
"704","경남","함안군",2019,592,304,288,"4",2017,552,273,279,1.09606709573018,1.13605884299069,1.05695363557454
"705","경남","함안군",2020,502,245,257,"4",2018,498,246,252,1.03021741186101,1.01606353917191,1.04423978355932
"706","경남","함양군",2010,267,127,140,"4",2008,268,145,123,1.01819504359808,0.893563887144512,1.16544176280322
"707","경남","함양군",2011,270,148,122,"4",2009,267,135,132,1.0334917498458,1.11845325273381,0.946353847003527
"708","경남","함양군",2012,266,136,130,"4",2010,289,144,145,0.94067219092078,0.963532362997035,0.918000679173574
"709","경남","함양군",2013,283,149,134,"4",2011,300,155,145,0.964094692717266,0.980718708750682,0.946246853917376
"710","경남","함양군",2014,283,155,128,"4",2012,300,149,151,0.964094692717266,1.06129304885974,0.867961925902268
"711","경남","함양군",2015,283,143,140,"4",2013,270,130,140,1.07121632524141,1.12223181102008,1.02392383446283
"712","경남","함양군",2016,241,115,126,"4",2014,277,149,128,0.889184297731351,0.787410971734647,1.00792502454935
"713","경남","함양군",2017,253,142,111,"4",2015,214,103,111,1.20826239518577,1.40650412325552,1.02392383446283
"714","경남","함양군",2018,191,93,98,"4",2016,238,134,104,0.820183298582109,0.708056705731798,0.964851305551515
"715","경남","함양군",2019,222,132,90,"4",2017,221,111,110,1.02663298106854,1.21322357948116,0.837755864560499
"716","경남","함양군",2020,216,105,111,"4",2018,228,119,109,0.968218586697645,0.90018594466851,1.04271142775573
"717","경남","합천군",2010,258,142,116,"4",2008,324,158,166,0.813821589847712,0.916898257565309,0.715513040949931
"718","경남","합천군",2011,244,112,132,"4",2009,277,136,141,0.900252981935476,0.840173548357276,0.958566993965205
"719","경남","합천군",2012,214,105,109,"4",2010,253,135,118,0.864465694666804,0.793497240115205,0.945827948783463
"720","경남","합천군",2013,205,107,98,"4",2011,311,159,152,0.673671203141716,0.686556911258708,0.660161419587879
"721","경남","합천군",2014,273,146,127,"4",2012,286,160,126,0.975553575990809,0.930942297778017,1.03205021410143
"722","경남","합천군",2015,226,120,106,"4",2013,258,120,138,0.895247762980122,1.02021073729098,0.786492220674349
"723","경남","합천군",2016,210,101,109,"4",2014,230,117,113,0.933138203121643,0.880694739028964,0.987678742977422
"724","경남","합천군",2017,165,85,80,"4",2015,262,131,131,0.643631312403969,0.661968799005596,0.625296998145241
"725","경남","합천군",2018,212,109,103,"4",2016,240,121,119,0.902774182226415,0.919032812931542,0.886253402938418
"726","경남","합천군",2019,177,97,80,"4",2017,227,117,110,0.796896501973612,0.84581573946346,0.744671879609332
"727","경남","합천군",2020,183,95,88,"4",2018,187,94,93,1.00014736362083,1.03106404300684,0.968874165943325
"728","경북","경산시",2010,2359,1274,1085,"4",2008,2622,1359,1263,0.919495831730976,0.956400647026274,0.879617862543288
"729","경북","경산시",2011,2320,1193,1127,"4",2009,2246,1158,1088,1.05568109482616,1.05104612226955,1.06062698661729
"730","경북","경산시",2012,2048,1052,996,"4",2010,2237,1177,1060,0.935660896179873,0.91186210333909,0.962102018042434
"731","경북","경산시",2013,2128,1139,989,"4",2011,2574,1328,1246,0.844923894875231,0.875015082661464,0.812729271495779
"732","경북","경산시",2014,2386,1227,1159,"4",2012,2335,1220,1115,1.04433074968715,1.02606440545576,1.06432979743715
"733","경북","경산시",2015,2156,1132,1024,"4",2013,2306,1191,1115,0.95552920365911,0.969671330489829,0.94035695649322
"734","경북","경산시",2016,2155,1109,1046,"4",2014,2369,1176,1193,0.929686929138761,0.962086486101781,0.897757192663975
"735","경북","경산시",2017,2164,1102,1062,"4",2015,2441,1265,1176,0.906032942115262,0.888752752960204,0.924665911734292
"736","경북","경산시",2018,2342,1220,1122,"4",2016,2540,1272,1268,0.94234012840927,0.978504009036944,0.906027241535723
"737","경북","경산시",2019,2437,1241,1196,"4",2017,2322,1194,1128,1.07262477796586,1.06036978641382,1.08564973937726
"738","경북","경산시",2020,2228,1130,1098,"4",2018,2380,1188,1192,0.956737376565936,0.970402468972058,0.943178162953179
"739","경북","경주시",2010,2304,1208,1096,"4",2008,2280,1248,1032,1.03276649247749,0.987511675198318,1.08742298698766
"740","경북","경주시",2011,2130,1134,996,"4",2009,2070,1079,991,1.05163194320058,1.07221406495641,1.02908994866295
"741","경북","경주시",2012,1947,1026,921,"4",2010,2136,1102,1034,0.93157798006934,0.949851376098497,0.912025001489621
